"",rat,gtyp,age,sex,vessel_idx,frequency_empa,frequency_vehicle,frequency_change,frequency_vehicle_std,frequency_empa_std,frequency_change_std,log_frequency_vehicle,log_frequency_empa,log_frequency_vehicle_std,log_frequency_change
269,20241011a,fa/+,Adult,F,14.0,0.0278656674686941,0.0253712535013317,0.0024944139673623994,-0.4131832685265196,-0.3797473177847292,-0.04443688210105791,-3.674138497788537,-3.5803599045890215,-0.33386649041098176,0.09377859319951565
271,20241011a,fa/+,Adult,F,16.0,0.0284260272514412,0.021844889068923,0.006581138182518202,-1.3315872779737652,-0.2552329649428626,1.4378396505404751,-3.8237882946908304,-3.5604501009856526,-1.3345442390538154,0.26333819370517775
272,20241011a,fa/+,Adult,F,18.0,0.027878429888291,0.0223981943378517,0.005480235550439298,-1.187484821414757,-0.3769114532817241,1.0385364310567393,-3.7987749332876315,-3.5799020114514524,-1.1672849798161635,0.21887292183617912
273,20241011a,fa/+,Adult,F,22.0,0.0273486457353371,0.0235786999600496,0.003769945775287501,-0.8800347216356454,-0.49463176973188344,0.4182052650038268,-3.7474115185543955,-3.5990882674155342,-0.8238282743491937,0.14832325113886125
274,20241011a,fa/+,Adult,F,23.0,0.0288070378681009,0.0227458535477926,0.006061184320308301,-1.0969406878032208,-0.17057076786889053,1.249249628940331,-3.783372411832338,-3.547135551273654,-1.064291452177972,0.23623686055868376
277,20241011a,fa/+,Adult,F,26.0,0.0282005403820468,0.0210143265636752,0.0071862138183716,-1.5478984249175591,-0.3053371167421605,1.6573037905899772,-3.8625508565452966,-3.568414138737738,-1.5937416047106576,0.2941367178075587
278,20241011a,fa/+,Adult,F,27.0,0.0281846846949535,0.0207356960401511,0.0074489886548024,-1.6204647733094435,-0.308860318581534,1.752613616480747,-3.8758986174772385,-3.5689765444917128,-1.6829953667289188,0.30692207298552576
279,20241011a,fa/+,Adult,F,28.0,0.0291898459056829,0.0254252021466181,0.0037646437590647987,-0.3991329191979243,-0.08550917613845829,0.4162821956189511,-3.6720143863763433,-3.5339343731405686,-0.3196629895054072,0.13808001323577468
281,20241011b,fa/+,Adult,F,1.0,0.0339302651608137,0.0288039171394869,0.005126348021326797,0.48081736833111816,0.9678323625031992,0.9101795486293405,-3.547243889301262,-3.3834478852794967,0.5146519423862674,0.1637960040217652
285,20241011b,fa/+,Adult,F,7.0,0.0330920412150462,0.02902503732094,0.004067003894106198,0.5384057614506339,0.7815753980363177,0.5259498191194777,-3.539596465578509,-3.4084624721863976,0.5657887091056939,0.1311339933921114
286,20241011b,fa/+,Adult,F,8.0,0.0302289057693973,0.0278447743945393,0.002384131374858,0.23101886920366918,0.14537439273598265,-0.0844369629046284,-3.581109964162615,-3.4989566676901758,0.2881963891605258,0.08215329647243941
287,20241011b,fa/+,Adult,F,10.0,0.0354311000512058,0.0305202840864325,0.004910815964773298,0.9278268354385358,1.3013243275823676,0.8320049293887223,-3.489363764403681,-3.340165312006291,0.901684563028534,0.14919845239738994
288,20241011b,fa/+,Adult,F,11.0,0.0361386233215933,0.0295009155992158,0.006637707722377501,0.6623431840155555,1.45853904006758,1.4583577224683044,-3.5233339788564564,-3.320393087471298,0.6745326495400578,0.20294089138515847
