"",rat,gtyp,age,sex,vessel_idx,frequency_empa,frequency_vehicle,frequency_change,frequency_vehicle_std,frequency_empa_std,frequency_change_std,log_frequency_vehicle,log_frequency_empa,log_frequency_vehicle_std,log_frequency_change
291,20241011b,fa/+,Adult,F,14.0,0.0354420494089044,0.0295703740561926,0.0058716753527118005,0.6804328983942641,1.303757321936802,1.1805137219878454,-3.520982295343428,-3.3398563273521833,0.6902578787889433,0.1811259679912447
292,20241011b,fa/+,Adult,F,15.0,0.031984923199124,0.0279836948780077,0.004001228321116299,0.2671992276031503,0.53556901514367,0.5020926701828298,-3.576133264209884,-3.442490637235834,0.32147456933487806,0.13364262697405005
294,20241011b,fa/+,Adult,F,17.0,0.0350598113279376,0.0310168894605661,0.0040429218673714955,1.057162409075155,1.2188223770166406,0.5172151403870799,-3.4732234015496517,-3.350699780908617,1.00961188600107,0.12252362064103473
297,20241011b,fa/+,Adult,F,21.0,0.0328165511460041,0.0233186212568761,0.009497929889127996,-0.9477694462634199,0.7203603203000559,2.4957754616425007,-3.758503042023133,-3.4168222827540173,-0.8979950354371632,0.3416807592691158
300,20241011b,fa/+,Adult,F,24.0,0.0370129090793262,0.0326041018096816,0.004408807269644599,1.4705349385491342,1.6528090941911893,0.6499237149990451,-3.423317176141576,-3.2964885331514404,1.343324662886568,0.12682864299013552
301,20241011b,fa/+,Adult,F,25.0,0.0339683165821642,0.0297696158999548,0.004198700682209396,0.7323233117840905,0.9762875519190839,0.5737169421628399,-3.514267006289793,-3.3823270540527686,0.735161650600039,0.13193995223702437
302,20241011b,fa/+,Adult,F,26.0,0.0304091439893019,0.0285657914142861,0.0018433525750158018,0.4188000626984251,0.18542410008430601,-0.2805802997570231,-3.5555453814557043,-3.4930119266761666,0.4591415531212066,0.06253345477953776
304,20241014a,fa/+,Adult,F,0.0,0.0289863926942283,0.0255144203667953,0.003471972327433001,-0.37589698522200304,-0.13071735441577426,0.3101287161956092,-3.6685114820750075,-3.540928776553017,-0.29623978103783727,0.12758270552199047
307,20241014a,fa/+,Adult,F,4.0,0.0263014676264144,0.0241503734957774,0.0021510941306370004,-0.7311484458775065,-0.7273192475938101,-0.16896080649045556,-3.723455433339487,-3.6381305380696447,-0.663638805901053,0.08532489526984222
308,20241014a,fa/+,Adult,F,6.0,0.0267962769137892,0.0235184375507073,0.0032778393630819025,-0.8957294234793561,-0.6173704966403096,0.23971566111286047,-3.749970588825532,-3.6194923222430284,-0.8409402566608823,0.13047826658250372
309,20241014a,fa/+,Adult,F,7.0,0.0276205301189705,0.0241904129392783,0.003430117179692202,-0.7207205998190254,-0.43421789079510537,0.2949476322760364,-3.72179888384537,-3.589195937884293,-0.652561796425586,0.1326029459610769
310,20241014a,fa/+,Adult,F,8.0,0.0278623941428222,0.0243523750806572,0.003510019062165002,-0.6785392873449085,-0.38047466486624554,0.3239284685321472,-3.715125894963479,-3.5804773795479923,-0.6079408772578229,0.1346485154154866
313,20241014a,fa/+,Adult,F,12.0,0.0274826206663335,0.0244103869222374,0.0030722337440961013,-0.6634307218736184,-0.46486196407547126,0.165141413388569,-3.712746543730448,-3.5942014498601647,-0.5920306395937213,0.11854509387028322
315,20241014a,fa/+,Adult,F,14.0,0.0305539569321123,0.025716856175075,0.004837100757037301,-0.3231747378356831,0.2176021585608921,0.8052680328492775,-3.6606086197791163,-3.488261078605866,-0.24339494854367724,0.17234754117325046
316,20241014a,fa/+,Adult,F,15.0,0.0291323100014151,0.0262217949839178,0.0029105150174972977,-0.1916688100011097,-0.09829390142683615,0.1064851741353558,-3.641164344411664,-3.535907411415233,-0.11337503470846223,0.10525693299643102
317,20241014a,fa/+,Adult,F,16.0,0.0269678867214626,0.0235737533849576,0.0033941333365050015,-0.8813230043655226,-0.5792380595852858,0.2818961016362066,-3.747621330547589,-3.613108501538931,-0.8252312444656462,0.13451282900865813
318,20241014a,fa/+,Adult,F,17.0,0.0257763232547708,0.025336377479409,0.0004399457753617997,-0.42226635650035726,-0.8440085846893358,-0.7896033841046362,-3.6755140709221084,-3.6582989117055003,-0.34306466812247105,0.0172151592166081
320,20241014a,fa/+,Adult,F,19.0,0.0270885851363147,0.0235421953865433,0.0035463897497714017,-0.8895419485017151,-0.5524183528949307,0.33712030969311163,-3.7489609195384244,-3.6086428525135763,-0.834188803534912,0.14031806702484806
321,20241014a,fa/+,Adult,F,21.0,0.0259648893488555,0.0235001423953306,0.0024647469535249017,-0.900494201588221,-0.8021083878947491,-0.05519726525629804,-3.7507487984746115,-3.651010063244887,-0.8461439862731672,0.09973873522972454
322,20241014a,fa/+,Adult,F,22.0,0.025640988267946,0.0237266707669332,0.0019143175010127994,-0.8414973030200045,-0.874080600598011,-0.2548409449809186,-3.741155514755633,-3.6635631036808145,-0.7819956496050774,0.07759241107481829
323,20241014a,fa/+,Adult,F,23.0,0.025664980617299,0.0238858621649375,0.001779118452361502,-0.8000376011091623,-0.8687493974231513,-0.3038783564871997,-3.7344685362902097,-3.6626278381893647,-0.737281184938135,0.07184069810084504
324,20241014a,fa/+,Adult,F,24.0,0.0259679747006081,0.0243543701011842,0.0016136045994239005,-0.6780197055245814,-0.8014228094706856,-0.36391110817781885,-3.7150439752818962,-3.650891242462991,-0.607393097011992,0.0641527328189051
326,20241014a,fa/+,Adult,F,27.0,0.0284157741807678,0.0262970328520387,0.0021187413287291,-0.1720739096245483,-0.2575112413267986,-0.1806953392136168,-3.6382991654771137,-3.5608108591082406,-0.09421616603618128,0.07748830636887316
327,20241014a,fa/+,Adult,F,28.0,0.0280721052683951,0.0258702269350582,0.0022018783333369006,-0.2832309590231426,-0.3338759511676324,-0.15054110701286236,-3.654662510690544,-3.572978890765425,-0.20363452668475573,0.08168361992511919
329,20241014a,fa/+,Adult,F,31.0,0.0271202471275962,0.0241709085541598,0.002949338573436402,-0.725800308918291,-0.5453829223100058,0.12056668364089405,-3.722605494813544,-3.6074747035769685,-0.6579554398809802,0.11513079123657555
376,20241022a,fa/+,Adult,F,2.0,0.0329271121596377,0.0260319867649718,0.006895125394665899,-0.2411023364126089,0.7449274528566441,1.551724476531437,-3.6484292369193905,-3.413458882775954,-0.1619538930112936,0.23497035414343648
378,20241022a,fa/+,Adult,F,5.0,0.0329308131740138,0.0259272268279432,0.007003586346070598,-0.26838594479757355,0.7457498341625245,1.5910638384533744,-3.65246163355268,-3.413346488880724,-0.18891770898806692,0.23911514467195571
379,20241022a,fa/+,Adult,F,6.0,0.034386462230746,0.0267918618331933,0.007594600397552699,-0.043200978594937864,1.0692013127381816,1.8054277673244383,-3.619657100520801,-3.3700923318637908,0.030439529973323262,0.24956476865701038
380,20241022a,fa/+,Adult,F,7.0,0.0350851725774229,0.0286484255831603,0.0064367469942625995,0.4403212507282082,1.2244577556861136,1.3854682012809987,-3.55265679079874,-3.34997667145222,0.47845697121862596,0.2026801193465202
381,20241022a,fa/+,Adult,F,10.0,0.0330568399957104,0.0276952987260267,0.0053615412696837,0.19208952542537763,0.7737535357617732,0.9954853863421692,-3.5864926012751654,-3.4095267750744984,0.25220378977821667,0.17696582620066703
382,20241022a,fa/+,Adult,F,11.0,0.0342985086805061,0.0311381339959154,0.0031603746845907006,1.088739255292466,1.0496576557423547,0.19711059965652894,-3.469322037431621,-3.372653404457915,1.0356995142042404,0.09666863297370609
383,20241022a,fa/+,Adult,F,12.0,0.0329160718920538,0.0273654114399191,0.005550660452134697,0.10617389984723918,0.7424742579348537,1.064079916156503,-3.598475419238217,-3.4137942331344266,0.1720771237227166,0.18468118610379047
384,20241022a,fa/+,Adult,F,13.0,0.0330546232896859,0.0286144499436724,0.004440173346013498,0.4314726577573715,0.7732609741530003,0.6613003571395248,-3.5538434459627433,-3.409593834731483,0.4705220495380747,0.14424961123126012
386,20241022a,fa/+,Adult,F,15.0,0.0347420018434154,0.0310714588335123,0.003670543009903101,1.0713744203029847,1.148203743219811,0.38215135516020626,-3.471465603557066,-3.3598058962422663,1.0213659235888264,0.11165970731479957
388,20241022a,fa/+,Adult,F,17.0,0.0344701437759587,0.0288394871146757,0.005630656661283002,0.4900811890324345,1.087795711850635,1.0930949651977548,-3.54600975054198,-3.3676617274159724,0.5229043772088654,0.1783480231260075
390,20241022a,fa/+,Adult,F,19.0,0.032941186724182,0.0287105231318452,0.004230663592336804,0.45649389504282395,0.7480548816081751,0.5853100590707739,-3.5504915637736087,-3.413031528039396,0.492935403863768,0.13746003573421284
401,20241023a,fa/+,Adult,M,0.0,0.030417195031985,0.0239186181865255,0.0064985768454595,-0.7915066446137182,0.18721307638177292,1.40789421601084,-3.733098119690192,-3.492747204423943,-0.7281174879175247,0.24035091526624885
405,20241023a,fa/+,Adult,M,11.0,0.0304194040671508,0.0262071492227311,0.0042122548444196994,-0.19548314231221617,0.18770393349276354,0.5786331086341276,-3.6417230343410254,-3.492674582508863,-0.11711088061186753,0.14904845183216242
406,20241023a,fa/+,Adult,M,12.0,0.0321567710366614,0.0275506606314386,0.004606110405222796,0.1544200761853322,0.5737543434578188,0.721486607987899,-3.5917287643081512,-3.437132242800986,0.2171906327687482,0.15459652150716519
408,20241023a,fa/+,Adult,M,14.0,0.0324665285798051,0.0272825496057113,0.005183978974093801,0.08459341880926105,0.6425838012632016,0.9310826006443259,-3.6015079897541318,-3.427545610199557,0.15179894159830362,0.17396237955457483
412,20241023b,fa/fa,Adult,F,0.0,0.028562085371847,0.0265615372950891,0.0020005480767579,-0.1031865482442141,-0.22500026564357228,-0.22356465813261267,-3.6282910759627054,-3.5556751269548474,-0.02729410739795383,0.07261594900785795
413,20241023b,fa/fa,Adult,F,1.0,0.0270801427834698,0.0248965793166803,0.0021835634667895024,-0.5368070977480439,-0.5542942799926822,-0.15718400617914116,-3.693024861788686,-3.6089545582979823,-0.4601557644288901,0.08407030349070377
415,20241023b,fa/fa,Adult,F,3.0,0.0284945126929163,0.0254526450969889,0.0030418675959274014,-0.3919856954396619,-0.24001520541244648,0.1541274505059614,-3.670935608302231,-3.5580437473358333,-0.3124494199795304,0.11289186096639758
416,20241023b,fa/fa,Adult,F,4.0,0.0330307655002451,0.0319295515817789,0.0011012139184661957,1.2948555254442802,0.767959670769136,-0.5497579238526233,-3.4442233161442615,-3.410315863939879,1.2035295576225216,0.033907452204382516
417,20241023b,fa/fa,Adult,F,5.0,0.032310986274617,0.0321630033258897,0.00014798294872730294,1.3556555425478325,0.6080216323382968,-0.8954998487398217,-3.436938452032608,-3.432347974244334,1.252241961977992,0.004590477788273706
418,20241023b,fa/fa,Adult,F,6.0,0.0323801445772207,0.0319050035303819,0.00047514104683880204,1.288462247251043,0.6233889045042722,-0.7768378726035574,-3.4449924310088975,-3.430209865726535,1.1983866429836583,0.014782565282362548
419,20241023b,fa/fa,Adult,F,7.0,0.0290744645350841,0.0275910680533179,0.0014833964817662013,0.16494375828815597,-0.11114741273653515,-0.41113828256058477,-3.5902631798922897,-3.537894997425103,0.2269906976139272,0.052368182467186664
420,20241023b,fa/fa,Adult,F,8.0,0.0325076173633487,0.0319369737099099,0.0005706436534387987,1.2967885395625867,0.6517139056167109,-0.74219857102204,-3.4439908899043647,-3.4262808366985134,1.205083744606265,0.017710053205851395
421,20241023b,fa/fa,Adult,F,9.0,0.0305326446480487,0.0286892973560062,0.0018433472920425,0.45096586808820455,0.21286647741555367,-0.28058221591943966,-3.5512311401913084,-3.488958851419446,0.4879900068105653,0.06227228877186253
422,20241023b,fa/fa,Adult,F,10.0,0.0313009636412383,0.0289515247836856,0.0023494388575527013,0.5192602050984315,0.38359026088217296,-0.09702012280301268,-3.5421324067927644,-3.4641063946499377,0.5488313860922287,0.07802601214282667
423,20241023b,fa/fa,Adult,F,11.0,0.0310809074593962,0.0290309400419309,0.002049967417465298,0.5399430621830454,0.3346928312047698,-0.20564000133352398,-3.5393931197292314,-3.47116155637366,0.5671484414331881,0.06823156335557146
424,20241023b,fa/fa,Adult,F,12.0,0.0269863283628088,0.0257742773339332,0.001212051028875602,-0.30822000937999255,-0.5751402475933068,-0.5095567164659395,-3.658378286952939,-3.61242489815278,-0.2284811666514076,0.04595338880015909
425,20241023b,fa/fa,Adult,F,13.0,0.0288158774827669,0.027575279946382,0.0012405975363848978,0.16083191420923718,-0.16860656748657107,-0.4992027468946672,-3.590835561713433,-3.5468287422661087,0.2231632968155179,0.04400681944732421
426,20241023b,fa/fa,Adult,F,14.0,0.0287482925233194,0.027466872177442,0.0012814203458774015,0.13259826690531315,-0.1836242360390753,-0.48439609752918583,-3.59477464857439,-3.549176903995701,0.1968234243043336,0.045597744578688815
427,20241023b,fa/fa,Adult,F,15.0,0.0287106660772438,0.0275334829665481,0.001177183110695701,0.1499463365561014,-0.19198499412181058,-0.5222034951911738,-3.592352452517691,-3.5504865849356375,0.21302015658838513,0.04186586758205335
428,20241023b,fa/fa,Adult,F,16.0,0.0289231215501283,0.0274859494381206,0.0014371721120076987,0.1375667359992836,-0.14477647465198057,-0.427904106463033,-3.594080334401464,-3.543113950098406,0.20146616193442954,0.050966384303057666
430,20241024a,fa/fa,Adult,F,3.0,0.0292103304934624,0.0258017332211365,0.0034085972723259007,-0.3010694163616703,-0.08095741266590378,0.28714224781789477,-3.6573136101971633,-3.533232848252027,-0.2213618897726177,0.12408076194513606
433,20241024a,fa/fa,Adult,F,6.0,0.0289309289561388,0.0240941864288302,0.004836742527308601,-0.7457817682559715,-0.14304163547061477,0.8051381010280458,-3.725784694604939,-3.542844050031269,-0.6792141021417505,0.18294064457366987
437,20241024a,fa/fa,Adult,F,10.0,0.0276840970675016,0.0207928608297714,0.006891236237730199,-1.6055768134877093,-0.42009304154257765,1.5503138586981686,-3.873145580529449,-3.586897143741451,-1.6645863687090736,0.28624843678799783
451,20241025a,fa/fa,Adult,F,2.0,0.0240597264429454,0.021957521803152,0.0021022046397933987,-1.302253283517536,-1.2254437763210597,-0.1866932839357194,-3.8186455192028923,-3.727215938286384,-1.3001555455602625,0.09142958091650843
453,20241025a,fa/fa,Adult,F,4.0,0.0235684951908999,0.0220105375089904,0.0015579576819094998,-1.2884459083188238,-1.3345974724415939,-0.38409454009121763,-3.8162339626156334,-3.747844408327642,-1.2840299572439708,0.06838955428799132
454,20241025a,fa/fa,Adult,F,5.0,0.0295724064060523,0.0278900070733373,0.001682399332714999,0.2427992380119341,-0.0005025882408849411,-0.3389588937982535,-3.5794868237272355,-3.5209135684474444,0.29904999905661794,0.05857325527979107
456,20241025a,fa/fa,Adult,F,7.0,0.0289165457554315,0.0304915271378632,-0.0015749813824317005,0.9203373948626306,-0.1462376445044618,-1.5204281434322102,-3.4903064327205775,-3.5433413302003833,0.8953811317603645,-0.05303489747980583
457,20241025a,fa/fa,Adult,F,9.0,0.0283093468984973,0.0265419258997902,0.0017674209987070984,-0.10829412700375236,-0.2811598410026445,-0.30812108492463197,-3.629029686780554,-3.5645632497642357,-0.03223304768138352,0.06446643701631816
459,20241025a,fa/fa,Adult,F,11.0,0.030484303270085,0.0285520111173921,0.0019322921526928986,0.4152111313325948,0.20212481540132843,-0.24832144355016175,-3.556027903420856,-3.490543374727391,0.4559150268996298,0.0654845286934651
461,20241025a,fa/fa,Adult,F,13.0,0.0300076966460352,0.0287008368157758,0.0013068598302594,0.4539711973224321,0.09622077449607537,-0.4751690617135333,-3.550828999297524,-3.506301375356714,0.4906790411598211,0.04452762394081011
462,20241025a,fa/fa,Adult,F,14.0,0.0307856599696718,0.0292166238750729,0.001569036094598901,0.5883024362964753,0.26908756965121045,-0.3800763410927341,-3.53301742091364,-3.4807062828214104,0.6097814424052932,0.05231113809222965
463,20241025a,fa/fa,Adult,F,15.0,0.0309224644599089,0.0292439897475376,0.0016784747123713,0.5954295859360927,0.2994861155358311,-0.3403823743975605,-3.5320812051345785,-3.4762723540436413,0.6160417268655981,0.05580885109093714
464,20241025a,fa/fa,Adult,F,16.0,0.0255290781051989,0.0246091584055384,0.0009199196996604979,-0.6116628088497449,-0.8989475198879201,-0.6155142978801817,-3.704636612419564,-3.667937158635381,-0.5378011787203351,0.036699453784183156
466,20241028a,fa/fa,Adult,M,0.0,0.0216479583920938,0.02519896394814,-0.003551005556046198,-0.4580542452704218,-1.761349005965293,-2.237142584210662,-3.6809523984789765,-3.8328441295763485,-0.37942965817683233,-0.15189173109737197
467,20241028a,fa/fa,Adult,M,2.0,0.0214021202473497,0.0232199178722442,-0.0018177976248945002,-0.9734756901668706,-1.815975298642103,-1.6084988815094265,-3.7627448396590344,-3.844265284883173,-0.9263590733199779,-0.0815204452241387
468,20241028a,fa/fa,Adult,M,5.0,0.0217439288174249,0.0235791576484898,-0.0018352288310648987,-0.8799155215624216,-1.7400239648578124,-1.6148212723735316,-3.747392107645443,-3.828420695243861,-0.8236984775497866,-0.08102858759841824
470,20241028a,fa/fa,Adult,M,11.0,0.0198591892769441,0.0220715791764269,-0.0022123898994827994,-1.2725482570148903,-2.158821193680992,-1.7516195908577037,-3.813464508195498,-3.919088443104485,-1.2655111789263525,-0.10562393490898714
471,20241028a,fa/fa,Adult,M,12.0,0.0166569721708245,0.0216480146206795,-0.0049910424498550016,-1.382861128447875,-2.8703676017278865,-2.75945159784921,-3.8328415321714724,-4.0949264012081095,-1.3950813963876985,-0.2620848690366371
474,20241029b,fa/+,Adult,F,0.0,0.0354290318453327,0.0322266559917258,0.003202375853606901,1.3722332005399045,1.3008647633456731,0.21234464626660848,-3.4349613430605985,-3.34022368632252,1.2654624874707434,0.09473765673807844
475,20241029b,fa/+,Adult,F,2.0,0.0320861458833761,0.027708224114994,0.004377921768382097,0.1954558051388799,0.5580611307640637,0.6387213799967231,-3.586026010396499,-3.439330934427171,0.2553237880653237,0.14669507596932796
476,20241029b,fa/+,Adult,F,3.0,0.0381943581489961,0.0362516024409849,0.0019427557080111957,2.420487579139419,1.9153321567928547,-0.24452625657894675,-3.3172716933899284,-3.265067466711866,2.0524292332251792,0.05220422667806224
477,20241029b,fa/+,Adult,F,6.0,0.0384589562187913,0.0356423526724554,0.002816603546335901,2.261814974280452,1.974126985469248,0.07242298581050123,-3.3342206664242435,-3.2581636785867856,1.9390948984725564,0.07605698783745796
478,20241029b,fa/+,Adult,F,7.0,0.0318959325175194,0.0278769935080683,0.004018939009451099,0.23940999372101146,0.5157949030997393,0.5085164307092299,-3.579953535774487,-3.4452767846088768,0.29592919053982975,0.1346767511656104
479,20241029b,fa/+,Adult,F,8.0,0.0347633639855433,0.0323162144277852,0.0024471495577580993,1.3955577401141073,1.1529505030413871,-0.06157993396783042,-3.4321861800424256,-3.359191205777847,1.2840194380221384,0.0729949742645788
480,20241029b,fa/+,Adult,F,9.0,0.0318308253291668,0.0280250013585949,0.003805823970571897,0.2779570599584202,0.5013278059370292,0.4312184765893712,-3.574658261545952,-3.4473201087385004,0.33133761208895307,0.12733815280745153
482,20241029b,fa/+,Adult,F,12.0,0.0337286526505007,0.0334660947888811,0.00026255786161959865,1.695031817242823,0.9230331959331445,-0.8539429205820885,-3.3972224485202593,-3.389407575844245,1.5178147980425545,0.007814872676014328
483,20241029b,fa/+,Adult,F,13.0,0.0339515269880517,0.0340826835442044,-0.0001311565561527006,1.8556157829454842,0.9725568319249639,-0.9967452266105258,-3.378965837626789,-3.3828214484321406,1.6398930411467145,-0.0038556108053517946
484,20241029b,fa/+,Adult,F,14.0,0.0342325138525236,0.0326256113958944,0.0016069024566292,1.4761368808889082,1.0349933212377136,-0.36634201089108603,-3.4226576734108303,-3.374579389097963,1.3477346234844916,0.048078284312867314
485,20241029b,fa/+,Adult,F,15.0,0.0341591586608118,0.0329283203821906,0.0012308382786212005,1.5549742081246098,1.0186934822685283,-0.5027424814100232,-3.413422189597991,-3.376724539732412,1.4094904249674263,0.036697649865578885
487,20241029b,fa/+,Adult,F,17.0,0.0318446377524102,0.0252991303775367,0.006545507374873499,-0.43196696696064485,0.504396985764494,1.424916167763012,-3.6769852562687872,-3.446886270559975,-0.35290218525262895,0.23009898570881226
488,20241029b,fa/+,Adult,F,19.0,0.0332193631017662,0.0320450071507319,0.0011743559510343018,1.3249246971002047,0.8098668686515483,-0.5232289209844244,-3.4406138908794,-3.4046223471130395,1.22766505010364,0.03599154376636049
492,20241029c,fa/+,Adult,F,0.0,0.0349706902993083,0.0325079713488933,0.0024627189504149993,1.4454987852217582,1.199019301303431,-0.055932832732758585,-3.426269947447132,-3.3532449883445072,1.3235800818482788,0.07302495910262463
493,20241029c,fa/+,Adult,F,1.0,0.0317627913036503,0.0297007018578967,0.002062089445753597,0.7143753844650346,0.4862103529733548,-0.20124327742611522,-3.516584601873691,-3.449459759070542,0.7196643603987453,0.06712484280314879
495,20241029c,fa/+,Adult,F,3.0,0.033476143479486,0.0316357381050314,0.0018404053744546026,1.2183349388042233,0.8669245725387322,-0.2816492650208529,-3.453467844743624,-3.396922228780367,1.1417132754920885,0.05654561596325669
496,20241029c,fa/+,Adult,F,4.0,0.0371941107767176,0.0346271501360678,0.002566960640649804,1.9974163003230563,1.6930728903792907,-0.018123819199397748,-3.363117218610051,-3.2916048426896034,1.7458695324287037,0.07151237592044746
497,20241029c,fa/+,Adult,F,5.0,0.0343501943890545,0.0318130058676915,0.002537188521362997,1.2645024371139706,1.0611424423905453,-0.028922324658165504,-3.4478800832593874,-3.3711476012597914,1.1790774998194327,0.07673248199959604
499,20241029c,fa/+,Adult,F,7.0,0.0348394287803939,0.032688085350517,0.002151343429876898,1.4924075561158112,1.1698524274772217,-0.1688703843348486,-3.420744629844537,-3.357005522643325,1.3605267566420387,0.0637391072012119
500,20241029c,fa/+,Adult,F,8.0,0.0318365220888001,0.0295712154169005,0.0022653066718995966,0.6806520218179317,0.5025936504192271,-0.12753531244339886,-3.5209538429221974,-3.447141154851476,0.6904481343416393,0.0738126880707215
501,20241029c,fa/+,Adult,F,9.0,0.0320922467970656,0.0295486119712342,0.0025436348258313993,0.674765195448975,0.5594167800151006,-0.026584215861800244,-3.521718508441915,-3.4391408108216064,0.6853349715671148,0.08257769762030875
502,20241029c,fa/+,Adult,F,10.0,0.0356344530198068,0.0323542420588021,0.003280210961004698,1.40546163106614,1.346510231466647,0.24057585224902386,-3.4310101365299537,-3.334442327667455,1.291883401747627,0.0965678088624986
503,20241029c,fa/+,Adult,F,11.0,0.034891017342087,0.0325138589778443,0.0023771583642427027,1.4470321553933265,1.1813156276765089,-0.08696611081203652,-3.4260888504543985,-3.3555258656506033,1.3247910405981442,0.07056298480379519
504,20241029c,fa/+,Adult,F,12.0,0.032658731824116,0.0301112377742934,0.0025474940498226017,0.8212950857232761,0.6852921884749937,-0.02518445486614702,-3.502856828921154,-3.421643021828858,0.811459185492919,0.08121380709229609
505,20241029c,fa/+,Adult,F,13.0,0.0323519956197583,0.0300404853873334,0.0023115102324249015,0.8028683810795811,0.617134085137291,-0.11077703616012118,-3.5052092941830075,-3.431079571537313,0.7957287288486703,0.0741297226456945
506,20241029c,fa/+,Adult,F,14.0,0.0328345619161646,0.0304368686757971,0.0023976932403674996,0.9061021813236153,0.7243623908621591,-0.07951800240589421,-3.49210062001203,-3.4162736014058335,0.8833837663337584,0.07582701860619645
507,20241029c,fa/+,Adult,F,15.0,0.0355045751053912,0.0328995398248806,0.0026050352805105995,1.5474786189039635,1.3176508005085046,-0.004313945524747742,-3.414296608394327,-3.3380937145963894,1.4036433643592512,0.07620289379793777
508,20241029c,fa/+,Adult,F,16.0,0.0343139014610391,0.0311925151412202,0.0031213863198188974,1.1029022446384498,1.0530779977538867,0.18296931311387718,-3.4675771122670107,-3.3722047165089135,1.047367473810042,0.0953723957580972
509,20241029c,fa/+,Adult,F,17.0,0.032602889343755,0.0298262102961664,0.0027766790475886004,0.7470627187254981,0.6728837492591251,0.05794215851338844,-3.5123677318997433,-3.4233543643603634,0.7478617120771072,0.08901336753937983
511,20241029c,fa/+,Adult,F,19.0,0.0343413553891436,0.0314608662305537,0.002880489158589905,1.172791424020593,1.059178378609453,0.0955946359713713,-3.459010847384161,-3.3714049546020357,1.1046483444472721,0.0876058927821255
512,20241029c,fa/+,Adult,F,20.0,0.03268760911377,0.0292082738875687,0.003479335226201301,0.5861277710995901,0.6917088463862157,0.3127992786025344,-3.53330325753059,-3.4207591990740007,0.6078701110954634,0.1125440584565891
516,20241030a,fa/fa,Adult,F,4.0,0.0184961731970435,0.019546576926736,-0.0010504037296924992,-1.930158165017351,-2.4616892265542156,-1.3301610485008108,-3.9349551011429624,-3.9901914225090063,-2.077894059147213,-0.05523632136604384
519,20241030a,fa/fa,Adult,F,7.0,0.0167705479961598,0.0156927122459407,0.0010778357502191013,-2.9338561215249044,-2.845130565049813,-0.5582373093810868,-4.154558862553191,-4.08813102650978,-3.5463397377268033,0.0664278360434114
522,20241030a,fa/fa,Adult,F,10.0,0.0173754808830898,0.017542397184007,-0.000166916300917197,-2.452125405402089,-2.7107118768284892,-1.00971547556471,-4.043134631820831,-4.052695211189682,-2.8012685738393173,-0.009560579368850242
525,20241030a,fa/fa,Adult,F,14.0,0.0157076487503992,0.0157759523250134,-0.00006830357461420217,-2.912177130645661,-3.081311347105901,-0.9739481170831543,-4.14926850312101,-4.15360750370819,-3.510964180421082,-0.004339000587179953
526,20241030a,fa/fa,Adult,F,15.0,0.016187143444602,0.0157027630102247,0.00048438043437729755,-2.931238507153683,-2.974765564596174,-0.7734866977742154,-4.15391859419953,-4.123537966353263,-3.542058393495593,0.030380627846266606
527,20241030a,fa/fa,Adult,F,16.0,0.0160673275756054,0.0156341322751715,0.0004331953004339008,-2.9491126501846456,-3.0013891658031695,-0.7920518171387767,-4.158298788482199,-4.130967412028605,-3.57134786160133,0.027331376453593847
532,20241030b,fa/fa,Adult,F,1.0,0.0231421147951968,0.0216741405029627,0.0014679742922340984,-1.3760569210271325,-1.429341029474114,-0.4167319924421101,-3.831635410944317,-3.766101170070292,-1.3870163091028287,0.06553424087402515
537,20241030b,fa/fa,Adult,F,11.0,0.0243493029239074,0.0250054546500221,-0.0006561517261146968,-0.5084516782820204,-1.1610986372954746,-1.187163757251491,-3.688661291912156,-3.715252057218241,-0.43097746034510487,-0.02659076530608484
