"",rat,gtyp,age,sex,vessel_idx,power_empa,power_vehicle,power_ratio,power_change,power_vehicle_std,power_empa_std,power_change_std,log_power_vehicle,log_power_empa,log_power_vehicle_std,log_power_change
21,20240814a,fa/fa,Young,M,5,10.5941299733536,16.238178522386818,0.6524210802799074,-5.644048549033219,-0.05598716974493849,0.298411050057641,0.2625352073181157,2.7873651684915837,2.360300071628689,0.3554116615208033,-0.42706509686289484
22,20240814a,fa/fa,Young,M,6,3.994867856989908,8.229704566071737,0.48542056703461567,-4.234836709081829,-0.5298652606332243,-0.5108060483426592,0.3720011075826115,2.107750116848029,1.385010501572282,-0.45927949233264376,-0.7227396152757468
23,20240814a,fa/fa,Young,M,7,2.864362777267372,2.688075000849291,1.0655814202960794,0.17628777641808124,-0.8577750288490423,-0.6494312497983569,0.7146520130707921,0.9888253243733174,1.052345909116964,-1.8005948855864071,0.06352058474364664
24,20240814a,fa/fa,Young,M,8,2.184686539581468,2.567882080687664,0.8507737002457767,-0.383195541106196,-0.8648870943755297,-0.732774754452917,0.6711920141554593,0.9430814660380841,0.7814723581103813,-1.8554305114877383,-0.16160910792770278
25,20240814a,fa/fa,Young,M,9,3.369340807034824,5.314327130781192,0.6340108021426111,-1.9449863237463676,-0.7023742181187965,-0.5875096517774127,0.5498739630295225,1.6704064056199872,1.2147171190097579,-0.9835469461938549,-0.45568928661022934
26,20240814a,fa/fa,Young,M,10,3.803769390886001,3.859530823525989,0.9855522768985051,-0.05576143263998823,-0.788457546912018,-0.534238993348117,0.6966267064028593,1.3505456277798158,1.3359925200500298,-1.3669812823535308,-0.014553107729786019
28,20240814a,fa/fa,Young,M,12,3.4044153782544218,3.812296815305829,0.8930090030204832,-0.4078814370514072,-0.7912524815977607,-0.5832087250602304,0.6692744431083898,1.3382318461673237,1.2250732297807232,-1.3817424753640735,-0.11315861638660052
29,20240814a,fa/fa,Young,M,13,2.602696260694641,3.2888825234973167,0.7913618811556083,-0.6861862628026758,-0.822223995858636,-0.6815174157296132,0.6476560551307048,1.1905478485688092,0.9565479310342764,-1.5587792348034855,-0.23399991753453286
30,20240814a,fa/fa,Young,M,14,4.8231496547467145,4.541956478682721,1.0619101432133375,0.28119317606399363,-0.7480769989570792,-0.4092401791257728,0.7228009397894626,1.5133578616653591,1.573427169995173,-1.1718094915509358,0.06006930832981383
31,20240814a,fa/fa,Young,M,15,2.355632847843908,4.17606386268504,0.5640796992815458,-1.820431014841132,-0.7697276274394727,-0.7118129146115563,0.5595492713369693,1.4293691432519673,0.8568094165673436,-1.27249129038603,-0.5725597266846237
32,20240814a,fa/fa,Young,M,16,1.834891869876925,2.1107774625288034,0.8692966939672762,-0.2758855926518784,-0.8919349270801026,-0.7756674025494852,0.6795277233667114,0.7470563452746382,0.6069855532727108,-2.090416378020301,-0.1400707920019274
33,20240814a,fa/fa,Young,M,17,4.924217677248118,3.6129499351613217,1.3629354864083514,1.311267742086796,-0.8030482518659431,-0.3968469796335382,0.8028159073852043,1.2845245952085278,1.5941654147472246,-1.4461242487637402,0.3096408195386968
34,20240814a,fa/fa,Young,M,18,1.8867098797750737,2.157994954786034,0.8742883645722617,-0.27128507501096055,-0.8891409696783001,-0.7693133558583131,0.6798850861073361,0.7691795289212703,0.6348345077590991,-2.0638961266391713,-0.13434502116217117
35,20240814a,fa/fa,Young,M,19,3.0543804906349816,2.573063287849274,1.1870599938441555,0.48131720278570755,-0.8645805115519313,-0.6261308292445624,0.7383463362505113,0.9450971299070475,1.11657678667029,-1.8530142266817806,0.1714796567632425
37,20240815a,fa/+,Young,F,0,2.4666103002976394,18.619240516340238,0.13247641858071188,-16.1526302160426,0.08490522974792054,-0.6982045974271572,-0.5537589225423307,2.9241954824209233,0.9028448600502343,0.5194375259680923,-2.021350622370689
38,20240815a,fa/+,Young,F,1,2.300750931914971,15.458144658048388,0.14883745642249951,-13.157393726133417,-0.10214339881894663,-0.7185426646926358,-0.32109251315118686,2.7381360267757344,0.8332355617850883,0.29639803877847587,-1.904900464990646
39,20240815a,fa/+,Young,F,2,2.0514434649019826,19.06852504031759,0.1075827029392419,-17.017081575415606,0.1114903311853988,-0.74911333479309,-0.6209084763609373,2.9480390721175525,0.7185436745881237,0.5480201207104806,-2.229495397529429
40,20240815a,fa/+,Young,F,3,2.605103161870217,6.410881015616403,0.40635649851001604,-3.805777853746186,-0.6374888399136158,-0.6812222758259252,0.40532988934149206,1.8579967054219428,0.9574722759069,-0.7586723536906789,-0.9005244295150429
41,20240815a,fa/+,Young,F,4,1.5926334541671123,8.200953319710747,0.1942010144527058,-6.608319865543635,-0.531566531788069,-0.8053737013397156,0.18763175790863273,2.1042504060140224,0.46538890662781296,-0.46347478413881393,-1.6388614993862094
42,20240815a,fa/+,Young,F,5,1.4752416732359903,6.560029430120762,0.22488339251380965,-5.084787756884772,-0.6286634174536218,-0.8197685586231646,0.3059779207268226,1.880995089244831,0.38882182263213877,-0.7311029527362394,-1.4921732666126923
43,20240815a,fa/+,Young,F,6,2.848224128995623,15.21942099987621,0.187144052918885,-12.371196870880587,-0.11626917509062873,-0.6514102089450445,-0.26002167617302513,2.722572309651855,1.0466956874320847,0.2777409730892475,-1.67587662221977
44,20240815a,fa/+,Young,F,7,2.072259477206639,7.915622168527522,0.26179363202123684,-5.843362691320882,-0.5484501705351292,-0.7465608262276746,0.24705272171700302,2.0688382965010907,0.7286395468686601,-0.5059251864506894,-1.3401987496324308
45,20240815a,fa/+,Young,F,8,4.183455194745745,6.642885944205271,0.6297647182088172,-2.4594307494595258,-0.6237606248708896,-0.4876810238228109,0.5099125316817097,1.8935464992154132,1.431137506703513,-0.7160569018186027,-0.46240899251190015
46,20240815a,fa/+,Young,F,9,3.4152021894649587,5.382472282732037,0.6345043708671863,-1.9672700932670781,-0.6983419274869097,-0.5818860208071082,0.5481429863071333,1.6831478007274765,1.2282366975556234,-0.9682731498635355,-0.4549111031718531
47,20240815a,fa/+,Young,F,10,3.2161938025026893,12.878111449765486,0.2497411064540257,-9.661917647262797,-0.2548093396509553,-0.6062888989797467,-0.049568087242459605,2.5555290833544784,1.1681986114732694,0.07749726387989354,-1.387330471881209
48,20240815a,fa/+,Young,F,11,3.3414063794272293,11.566675277495047,0.2888821808569753,-8.225268898067817,-0.33240975054413224,-0.5909350372304376,0.062029079511344516,2.448128142736448,1.206391790047604,-0.05125002625949553,-1.241736352688844
49,20240815a,fa/+,Young,F,12,4.788286549704415,16.22087520545637,0.29519286037622267,-11.432588655751955,-0.057011043061847996,-0.41351517536112464,-0.18711170596708973,2.7862990056444104,1.566172633378709,0.35413359471216105,-1.2201263722657014
50,20240815a,fa/+,Young,F,13,3.851653575897216,8.62698710266973,0.446465669886683,-4.775333526772514,-0.5063572251431597,-0.528367321550454,0.33001595740061557,2.15489532509735,1.3485025563239124,-0.40276399283860764,-0.8063927687734378
51,20240815a,fa/+,Young,F,14,2.460991200135678,10.028914395184584,0.24538959085315667,-7.567923195048905,-0.42340226611288717,-0.6988936247530165,0.1130909121797709,2.305472360341711,0.9005641956754549,-0.2222591934078269,-1.4049081646662562
52,20240815a,fa/+,Young,F,15,3.1609733639931186,13.149073211240095,0.24039514521001026,-9.988099847246977,-0.23877596763379805,-0.6130601594987529,-0.07490553272741501,2.576351277907374,1.1508800067484741,0.10245794958724377,-1.4254712711588997
53,20240815a,fa/+,Young,F,16,2.8889305737553803,9.68183112345951,0.2983867965591108,-6.79290054970413,-0.4439399065024949,-0.6464186886002165,0.17329374981769724,2.2702510490455645,1.0608863899580225,-0.26448087562439265,-1.209364659087542
54,20240815a,fa/+,Young,F,17,2.521300702678914,4.341929594227966,0.580686685023787,-1.820628891549052,-0.7599130064971931,-0.6914983311893637,0.5595339005095608,1.468318856268892,0.9247749202194929,-1.2258001722842757,-0.5435439360493991
55,20240815a,fa/+,Young,F,18,2.5661049716326647,8.593259456795705,0.29861835134086895,-6.02715448516304,-0.5083529602262883,-0.6860043259688711,0.2327759936880557,2.150978111846595,0.9423891740210357,-0.407459767270663,-1.2085889378255592
56,20240815a,fa/+,Young,F,19,0.5214120332075625,3.8074816421723696,0.13694407017812155,-3.286069608964807,-0.7915374054252248,-0.9367294006176197,0.4457002078961793,1.3369679842843862,-0.6512146991000938,-1.3832575346512856,-1.98818268338448
57,20240815a,fa/+,Young,F,20,2.9357117292832355,12.436968112999285,0.2360472184707775,-9.501256383716049,-0.28091271007772817,-0.6406822728815263,-0.0370881113061356,2.520673336786295,1.076949921082787,0.03571380378526586,-1.4437234157035077
58,20240815a,fa/+,Young,F,21,2.3161893474812407,9.530839345152948,0.2430205004619214,-7.214649997671708,-0.4528744046395986,-0.7166495697332075,0.14053275413274927,2.2545327877807884,0.8399233126215832,-0.28332320169619174,-1.4146094751592053
59,20240815a,fa/+,Young,F,22,3.3540859173755244,13.614833498672702,0.24635526521147036,-10.260747581297178,-0.21121596094287295,-0.5893802423569118,-0.09608448454768188,2.611159896794441,1.2101792794639559,0.1441849151930955,-1.4009806173304853
60,20240815a,fa/+,Young,F,23,2.5881659935931767,7.809260059410418,0.3314226922785534,-5.221094065817241,-0.5547438381534798,-0.6832991513805843,0.29538980870844933,2.0553102166500854,0.9509495143009467,-0.5221420241392953,-1.1043607023491386
61,20240815a,fa/+,Young,F,24,0.6867683821794935,4.477467883472712,0.1533832067706174,-3.790699501293218,-0.7518929235076096,-0.9164530147796732,0.4065011578328399,1.4990576820565884,-0.37575818744908246,-1.1889518867901328,-1.874815869505671
62,20240815a,fa/+,Young,F,26,1.712787640338041,4.239850095292211,0.4039736315771786,-2.5270624549541703,-0.7659532631476331,-0.7906401114050482,0.5046589812086667,1.4445279137349554,0.5381222422105749,-1.2543196560381458,-0.9064056715243805
63,20240815a,fa/+,Young,F,27,2.945605307209249,5.54038443229568,0.5316608158161195,-2.5947791250864305,-0.6889979365628615,-0.6394690990022478,0.4993988307835911,1.7120638904628047,1.080314333236379,-0.9336098762140873,-0.6317495572264258
64,20240815a,fa/+,Young,F,28,1.4811207688584618,3.442024359904545,0.4303051384852885,-1.960903591046083,-0.8131622743037376,-0.8190476500402128,0.5486375286302955,1.2360597750172224,0.39279907744275294,-1.5042216381424307,-0.8432606975744694
65,20240815b,fa/fa,Young,F,0,7.405434272831598,12.48178605874,0.593299247237631,-5.076351785908401,-0.27826073884313396,-0.09259434372110206,0.30663321692243606,2.5242704663825855,2.0022140918923395,0.04002587670695189,-0.522056374490246
66,20240815b,fa/fa,Young,F,1,7.02881649737706,11.117442128766408,0.6322332435794724,-4.088625631389347,-0.358991812001096,-0.13877610436121857,0.38335861026212475,2.408515237971258,1.9500183413480878,-0.09873614801708933,-0.4584968966231704
67,20240815b,fa/fa,Young,F,2,12.971765649165206,12.623157387417084,1.0276165662083576,0.3486082617481223,-0.2698955027562999,0.5899623490827927,0.7280376634931719,2.535533014998239,2.5627751223834236,0.05352690012429346,0.02724210738518451
68,20240815b,fa/fa,Young,F,3,17.44208669048523,14.259102860043322,1.223224691040081,3.1829838304419074,-0.17309320039579318,1.1381236674527442,0.9482085877776713,2.657395499966601,2.8588860610071674,0.19961002210669748,0.20149056104056617
69,20240815b,fa/fa,Young,F,4,18.62072119487713,21.03414161336166,0.8852617585805624,-2.4134204184845274,0.22779995947831394,1.2826506125718804,0.5134865594885009,3.0461469086681965,2.9242750033693685,0.6656272666502531,-0.12187190529882796
70,20240815b,fa/fa,Young,F,5,13.403266063575575,8.213940759262776,1.6317704809912161,5.189325304312799,-0.530798037928438,0.6428739484632532,1.1040588080560139,2.105832803341665,2.595498413345781,-0.46157787926362875,0.4896656100041157
71,20240815b,fa/fa,Young,F,6,18.49048756120542,21.299675898221903,0.8681112167884679,-2.809188337016483,0.24351217639521294,1.2666810569919271,0.48274377811973196,3.0586918565536942,2.9172564139645987,0.6806655711185712,-0.14143544258909557
72,20240815b,fa/fa,Young,F,7,11.436129459495708,16.77389582813782,0.6817813569768251,-5.337766368642113,-0.02428766051385502,0.4016590146052142,0.28632684294093425,2.8198238582256483,2.4367775947436394,0.39432164052739743,-0.3830462634820089
73,20240815b,fa/fa,Young,F,8,6.986791635275907,10.775334369595694,0.6484060165214216,-3.788542734319787,-0.3792350409456129,-0.14392929215259953,0.4066686929270778,2.3772596674893682,1.9440214573531878,-0.13620388319843707,-0.43323821013618047
75,20240815b,fa/fa,Young,F,10,13.324268623483029,14.70075527182058,0.9063662633051177,-1.3764866483375506,-0.1469597069398797,0.633187095884049,0.5940343419054526,2.6878988715002468,2.5895870810020445,0.2361760559093153,-0.09831179049820227
76,20240815b,fa/fa,Young,F,11,15.572346396712271,26.097346194319616,0.5967022961170576,-10.524999797607345,0.5274003245028115,0.9088516990705,-0.11661128253163762,3.261833630780492,2.745496674344893,0.9241825533284749,-0.5163369564355991
77,20240815b,fa/fa,Young,F,12,12.31629236573314,13.75001438932942,0.895729416493636,-1.43372202359628,-0.20321702597243832,0.5095866678104014,0.5895883660045623,2.6210398706087177,2.510922968472696,0.15602857175621765,-0.11011690213602154
78,20240815b,fa/fa,Young,F,13,5.9470528041855975,9.695902057365473,0.613357351280991,-3.748849253179875,-0.44310730002431375,-0.2714245219454467,0.4097520353490107,2.2717033279316197,1.7828957698149512,-0.2627399507309019,-0.48880755811666843
79,20240815b,fa/fa,Young,F,14,11.623531243320183,18.964550755757987,0.6129083358218261,-7.3410195124378035,0.10533795612151704,0.42463866370347475,0.13071652047100585,2.9425714867905874,2.4530315988306315,0.5414658317964182,-0.48953988795995595
80,20240815b,fa/fa,Young,F,15,12.164246239887287,12.75693831523449,0.9535396299095212,-0.5926920753472036,-0.2619794065041063,0.49094241295122565,0.6549185724536248,2.546075305178349,2.498501012941965,0.0661645109752022,-0.047574292236383986
81,20240815b,fa/fa,Young,F,16,58.65383207542192,56.36107749301664,1.0406797507143004,2.29275458240528,2.3181683646078506,6.191605167712723,0.8790566382159389,4.03177880489274,4.071652910994407,1.8471572884883878,0.039874106101667195
82,20240815b,fa/fa,Young,F,17,16.938284706148465,23.91961102724645,0.7081337855726137,-6.981326321097985,0.3985391970193231,1.07634627889859,0.1586570599220376,3.1746986675474727,2.8295764270810415,0.8197291814297634,-0.34512224046643114
83,20240815b,fa/fa,Young,F,18,29.018548879500635,49.58420586415292,0.5852377460476724,-20.565656984652286,1.9171667496686438,2.5576567875430998,-0.8965575951207856,3.9036723528630266,3.367935242053506,1.6935891870054072,-0.5357371108095208
84,20240815b,fa/fa,Young,F,19,28.295529189539565,46.186661704343365,0.6126342139786792,-17.8911325148038,1.7161269824243968,2.4689984064574624,-0.6888037141418357,3.832691048705407,3.3427038130009556,1.608500075976531,-0.48998723570445124
85,20240815b,fa/fa,Young,F,20,26.18310112195977,35.74940226243048,0.7324066827678385,-9.56630114047071,1.0985325936033838,2.2099674903816218,-0.04214071067677368,3.5765335490682224,3.2651142073230197,1.3014302892745655,-0.3114193417452027
86,20240815b,fa/fa,Young,F,21,16.997341446610484,22.66341944127777,0.7499901544271189,-5.666077994667287,0.3242077234082544,1.0835879558186738,0.260823986172866,3.120752146301683,2.8330569463332287,0.7550605818544224,-0.2876951999684545
87,20240815b,fa/fa,Young,F,22,11.90546701292112,8.422990721563735,1.4134489050833074,3.4824762913573846,-0.5184281160711872,0.45921029328703167,0.9714728060641661,2.130964957773049,2.4769977074702245,-0.4314506125955182,0.34603274969717557
88,20240815b,fa/fa,Young,F,23,17.70134132614463,28.919855067724267,0.6120826430385553,-11.218513741579638,0.6944140556755947,1.169914082853114,-0.1704826211555928,3.3645283857885273,2.873640417846653,1.0472882853893855,-0.4908879679418745
89,20240815b,fa/fa,Young,F,24,9.068515147262378,16.942388675662386,0.535255997301563,-7.873873528400008,-0.014317587644939712,0.11133655883766241,0.08932505404047489,2.8298186872916187,2.204808540390137,0.40630298026469636,-0.6250101469014817
90,20240815b,fa/fa,Young,F,25,11.203021180476243,18.31642689397625,0.6116379163536857,-7.113405713500006,0.06698711675366416,0.37307472717503704,0.14839728975421557,2.9077983016850806,2.4161834901823367,0.4997813425723285,-0.4916148115027439
91,20240815b,fa/fa,Young,F,26,39.63507206961834,51.63516608627426,0.7675984232024035,-12.000094016655922,2.038526339504143,3.8594799216331848,-0.23119484767445947,3.944202953662675,3.679714384620211,1.7421754004095757,-0.2644885690424639
92,20240816a,fa/fa,Young,F,0,4.055529659609252,7.434703993363812,0.5454863654597684,-3.3791743337545608,-0.5769071010269053,-0.5033675549120624,0.43846794357008617,2.006158766525603,1.400081297930012,-0.5810625137880245,-0.6060774685955912
93,20240816a,fa/fa,Young,F,1,2.6572611651843108,3.7035156273119374,0.7174969495438548,-1.0462544621276266,-0.7976892911537755,-0.6748265383395285,0.6196863855052487,1.3092825380686057,0.9772959552043846,-1.4164455696542413,-0.3319865828642211
94,20240816a,fa/fa,Young,F,3,3.413825969454609,3.474066781708689,0.9826598577289147,-0.060240812254079845,-0.8112662574402486,-0.5820547761533724,0.6962787535201331,1.2453258909239262,1.2278336475177694,-1.4931138461041054,-0.01749224340615685
96,20240816a,fa/fa,Young,F,5,5.289531017255179,7.300808334350587,0.7245130641723232,-2.0112773170954084,-0.5848299861630156,-0.3520513955523399,0.5447245574819288,1.9879850727571076,1.6657295873570162,-0.6028482990060369,-0.3222554854000914
97,20240816a,fa/fa,Young,F,6,6.366546307334419,11.152053953228576,0.570885536784125,-4.785507645894157,-0.3569437582285843,-0.21998523836643416,0.32922564392362463,2.4116236919932454,1.8510571415986208,-0.09500987681731406,-0.5605665503946247
98,20240816a,fa/fa,Young,F,7,8.732663760607759,13.515424591989232,0.6461257433069266,-4.782760831381474,-0.21709819308515366,0.07015366902207769,0.32943901320918273,2.6038315955863323,2.1670704505270524,0.13540008596869635,-0.4367611450592799
99,20240816a,fa/fa,Young,F,8,5.904023650929899,5.015407927542023,1.1771771581147086,0.8886157233878755,-0.7200618902188132,-0.27670085828884755,0.7699848010789445,1.6125147595898126,1.7756340932064585,-1.0529447792594102,0.16311933361664588
101,20240816a,fa/fa,Young,F,10,6.381078179274933,4.789892483335554,1.3321965370778677,1.5911856959393793,-0.7334061089487893,-0.2182033059263105,0.8245596012358928,1.566507965103173,1.8533370766956465,-1.1080956008822913,0.2868291115924735
102,20240816a,fa/fa,Young,F,11,5.526647374599795,5.386618162212953,1.0259957561813358,0.14002921238684252,-0.6980966071594432,-0.32297562809678265,0.7118354909259638,1.683917759844624,1.709581370309146,-0.9673501584141085,0.025663610464522035
103,20240816a,fa/fa,Young,F,12,9.546043709863593,12.620590510512846,0.7563864544936957,-3.0745468006492533,-0.2700473902112084,0.16989223839965983,0.4621310481590139,2.535329647659644,2.2561267974401393,0.05328311274593062,-0.27920285021950475
104,20240816a,fa/fa,Young,F,13,10.127370143842093,13.334948850689512,0.759460741637448,-3.2075787068474195,-0.22777731874695592,0.24117585796691604,0.4517972878519854,2.5903883219077994,2.315241673878917,0.11928491000511902,-0.27514664802888245
105,20240816a,fa/fa,Young,F,14,18.45438528905941,23.00921989672112,0.8020430667312286,-4.554834607661711,0.34466945688552647,1.2622541111612393,0.34714405127800235,3.1358950006790427,2.9153020272877916,0.7732131367095437,-0.22059297339125106
106,20240816a,fa/fa,Young,F,15,20.406729367413107,28.587146153305525,0.7138428319489135,-8.180416785892419,0.6747269759589974,1.5016551505966789,0.06551313825883098,3.3529571816004293,3.015864717406333,1.0334172599188964,-0.3370924641940962
107,20240816a,fa/fa,Young,F,16,11.225462341308596,13.999949118874296,0.8018216527783502,-2.7744867775657003,-0.18842786724763394,0.3758265152891144,0.4854393539999296,2.6390536952425325,2.4181846213153806,0.1776227132349049,-0.22086907392715194
108,20240816a,fa/fa,Young,F,17,2.4821444137186943,4.535021755334104,0.5473280058247108,-2.05287734161541,-0.7484873409871847,-0.6962997677708783,0.5414931170369889,1.5118298807626727,0.9091228695050357,-1.1736411645276676,-0.6027070112576369
109,20240816a,fa/fa,Young,F,18,8.18532047996038,7.405516787442294,1.10530037469369,0.7798036925180858,-0.5786341688173356,0.0030371439342047743,0.7615324118915384,2.0022252342707545,2.1023423646027464,-0.5857778506889252,0.10011713033199188
112,20240816a,fa/fa,Young,F,21,3.185158652293532,5.115984702832772,0.6225895574961118,-1.9308260505392396,-0.714110552857605,-0.6100945023574936,0.5509739162165912,1.6323698936481643,1.1585021001205922,-1.0291433610347926,-0.47386779352757213
114,20240816a,fa/fa,Young,F,24,2.9805530982681465,2.4519598897298183,1.2155798758178602,0.5285932085383283,-0.871746451956305,-0.6351837183676377,0.7420186801692218,0.8968876597549393,1.0921088867408113,-1.9108055142200733,0.19522122698587197
116,20240816a,fa/fa,Young,F,26,14.67762519739851,16.938301133820502,0.8665346708290522,-2.2606759364219915,-0.01455945601274908,0.799138873603148,0.5253515692516791,2.829577396935094,2.686324238805603,0.40601373252291184,-0.14325315812949135
117,20240816a,fa/fa,Young,F,27,11.717431640624998,13.20653181133848,0.8872451759488427,-1.489100170713483,-0.23537602254210357,0.43615295207477933,0.5852866573775801,2.5807115413945687,2.4610776168420845,0.10768483219217899,-0.11963392455248423
118,20240816a,fa/fa,Young,F,28,6.689663034752954,6.151583210338243,1.0874701367138175,0.5380798244147105,-0.6528320313389738,-0.18036390252679896,0.7427555892115183,1.8167094812636708,1.9005635043742855,-0.8081655722525157,0.08385402311061463
121,20240816b,fa/+,Young,F,0,3.10335969999549,3.931145167696304,0.7894289240440577,-0.8277854677008136,-0.7842199769479071,-0.6201248829763619,0.6366567972466339,1.3689307747063029,1.1324852988239216,-1.344942016850093,-0.2364454758823813
122,20240816b,fa/+,Young,F,1,8.019799287703488,11.49018323041391,0.6979696604380948,-3.4703839427104217,-0.33693594435292434,-0.01725945537645945,0.43138288958879806,2.4414930386798934,2.081913395094369,-0.05920388273559858,-0.3595796435855245
123,20240816b,fa/+,Young,F,2,8.293811535424842,14.167294283880704,0.5854195846599582,-5.873482748455862,-0.17852570514469188,0.016340573250589248,0.24471303148958318,2.6509360886725184,2.115509638564432,0.19186677800451957,-0.5354264501080865
124,20240816b,fa/+,Young,F,3,6.027388201073301,7.700412938214733,0.7827357116345366,-1.6730247371414313,-0.5611845491144268,-0.26157360594574625,0.5709996157320267,2.041273955761266,1.7963137827590385,-0.5389680457991244,-0.2449601730022275
125,20240816b,fa/+,Young,F,4,2.770699777140491,3.813992292984673,0.7264565747122305,-1.0432925158441817,-0.7911521566507137,-0.6609164279673224,0.6199164659709816,1.338676486459005,1.0190999154209188,-1.3812094611063646,-0.31957657103808623
126,20240816b,fa/+,Young,F,5,3.445326958836897,4.194551473424056,0.8213814946999425,-0.749224514587159,-0.7686336769902511,-0.5781920504765932,0.6427593186805439,1.4337864148760866,1.2370188081876357,-1.2671960690579636,-0.19676760668845095
127,20240816b,fa/+,Young,F,6,1.801311310841258,5.528233857085742,0.32583847887195483,-3.7269225462444844,-0.6897169114156347,-0.779785129966028,0.41145527587429687,1.7098683896743638,0.5885149056933349,-0.9362417412181002,-1.121353483981029
128,20240816b,fa/+,Young,F,7,6.449861123528278,15.60090586344401,0.413428629079903,-9.151044739915733,-0.09369592083065381,-0.2097689789384334,-0.009884087195017623,2.747328980739088,1.8640585993399548,0.30741812765616355,-0.8832703813991334
129,20240816b,fa/+,Young,F,8,3.762174203362264,9.619384489197666,0.3911034232582234,-5.857210285835402,-0.44763500396898126,-0.5393394934285596,0.24597705703902112,2.2637802802187683,1.3249970358573218,-0.27223773461253997,-0.9387832443614466
130,20240816b,fa/+,Young,F,9,5.559800579327747,6.714724803316421,0.8280012572639978,-1.1549242239886741,-0.6195097698899178,-0.3189103038742305,0.611245047605293,1.9043028467551204,1.71556224059187,-0.7031626888855895,-0.1887406061632504
131,20240816b,fa/+,Young,F,10,6.595760524552751,14.547606846906143,0.4533914474019126,-7.951846322353393,-0.15602181835047782,-0.1918784499863236,0.08326822011085099,2.677426502213666,1.8864270978758588,0.22362226299812074,-0.790999404337807
132,20240816b,fa/+,Young,F,11,5.498691624505605,7.802545110730159,0.7047305137580986,-2.303853486224554,-0.5551411756585242,-0.3264036281634462,0.5219975885183668,2.054449976719959,1.7045101774854283,-0.5231732400600884,-0.3499397992345308
133,20240816b,fa/+,Young,F,12,5.657686797665879,16.48750046439793,0.3431500614591479,-10.82981366673205,-0.04123427093534451,-0.30690726471920926,-0.14028886148101055,2.8026025462101,1.733015115685455,0.3736775265942415,-1.069587430524645
134,20240816b,fa/+,Young,F,13,7.642795479167049,10.962812954446546,0.6971564242612669,-3.3200174752794975,-0.36814154243938335,-0.06348855230431771,0.44306317800270034,2.3945089050168478,2.0337634366677326,-0.11552629345057948,-0.36074546834911514
135,20240816b,fa/+,Young,F,14,2.7511342336687497,3.539271257925725,0.7773165810639555,-0.7881370242569754,-0.8074079727188838,-0.6633156010926886,0.6397366411938827,1.2639208466107246,1.0120132752517519,-1.4708230715432782,-0.2519075713589727
136,20240816b,fa/+,Young,F,15,2.6184280049259856,3.583094312142636,0.7307728395684359,-0.9646663072166506,-0.8048148712887632,-0.6795883521168651,0.6260240563756247,1.2762267600926773,0.962574139582249,-1.4560713104844443,-0.3136526205104283
137,20240816b,fa/+,Young,F,16,2.178664253724386,8.007648921358413,0.272072898689819,-5.828984667634027,-0.543004755818164,-0.7335132213604401,0.24816958950244547,2.080397200062666,0.7787119613573321,-0.49206890640349654,-1.301685238705334
138,20240816b,fa/+,Young,F,17,6.0526301827229245,16.862545477825662,0.3589392948224908,-10.809915295102737,-0.01904207602658034,-0.2584783745716609,-0.13874317963073923,2.825094918510262,1.8004929185162226,0.4006403442920035,-1.0246019999940394
139,20240816b,fa/+,Young,F,18,3.613180127688604,3.0432387918665804,1.1872811746962677,0.5699413358220236,-0.8367592472959036,-0.5576094986911948,0.7452305535363352,1.1129223403521562,1.2845883063583017,-1.6518331109713926,0.17166596600614548
140,20240816b,fa/+,Young,F,19,8.252815163004938,11.127592949245289,0.7416532219184627,-2.874777786240351,-0.35839116680255745,0.011313501291693758,0.4776488676856905,2.4094278749842224,2.1105543740196193,-0.09764212089196452,-0.2988735009646031
141,20240816b,fa/+,Young,F,20,6.402134517735348,10.338430880118112,0.6192559191982726,-3.9362963623827643,-0.40508753077394105,-0.2156213280003813,0.3951913667687784,2.3358681051583496,1.8566314531568773,-0.18582217754566205,-0.47923665200147236
142,20240816b,fa/+,Young,F,21,6.882174370994035,14.605527341538584,0.4712034156699643,-7.72335297054455,-0.15259454199677466,-0.1567577080500123,0.10101731201535126,2.681400042105947,1.9289346443100504,0.22838555920808054,-0.7524653977958968
143,20240816b,fa/+,Young,F,22,3.9263857481811706,7.636563339786257,0.5141561162368449,-3.710177591605086,-0.5649626628939455,-0.5192034861781903,0.4127560040420031,2.0329476773416713,1.3677193457859083,-0.5489492040394549,-0.665228331555763
144,20240816b,fa/+,Young,F,23,4.395998851794032,6.715137448518177,0.6546401894966563,-2.3191385967241445,-0.6194853528135199,-0.46161841888194594,0.5208102593077794,1.9043642986440747,1.4806947753479907,-0.7030890231976421,-0.4236695232960841
145,20240816b,fa/+,Young,F,24,3.059968085729274,3.861069632267608,0.7925182338481042,-0.8011015465383342,-0.7883664923924306,-0.6254456651444691,0.6387295725170563,1.35094425189482,1.1184044864096645,-1.3665034301643815,-0.23253976548515554
146,20240816b,fa/+,Young,F,25,2.026958450651691,3.973708807903788,0.5100923466309432,-1.946750357252097,-0.7817013976689081,-0.7521157450378324,0.5497369350041207,1.379699867137883,0.706536369307972,-1.3320325259289885,-0.673163497829911
147,20240816b,fa/+,Young,F,26,2.634277504934392,5.197140862285227,0.5068705226080937,-2.5628633573508353,-0.7093083738014031,-0.6776448490127688,0.5018780096754816,1.6481086401972223,0.9686089527201628,-1.0102764781497677,-0.6794996874770595
