"",rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change,bfi_injected,log_bfi_baseline,log_bfi_injected,log_bfi_baseline_std,log_bfi_change
103,20240815a,fa/+,Young,F,14,Vehicle,49.353275299072266,4.22991943359375,53.583194732666016,3.899004132452708,3.9812354878086254,-0.9694586766924441,0.0822313553559173
104,20240815a,fa/+,Young,F,15,Vehicle,50.146331787109375,4.817756652832031,54.964088439941406,3.914945366909389,4.0066800345203655,-0.8927367864796553,0.09173466761097648
105,20240815a,fa/+,Young,F,16,Vehicle,45.06498336791992,5.377918243408203,50.442901611328125,3.808105522939625,3.9208420354399443,-1.4069350313943962,0.11273651250031946
106,20240815a,fa/+,Young,F,17,Vehicle,45.4684944152832,4.220817565917969,49.68931198120117,3.8170196556828944,3.905789859295813,-1.3640331397291163,0.08877020361291876
107,20240815a,fa/+,Young,F,18,Vehicle,45.83804702758789,4.842864990234375,50.680912017822266,3.8251144673886914,3.925549350907086,-1.3250744720880994,0.10043488351839436
108,20240815a,fa/+,Young,F,19,Vehicle,43.559112548828125,4.521759033203125,48.08087158203125,3.774118924781655,3.872884417808721,-1.5705055540956123,0.09876549302706605
109,20240815a,fa/+,Young,F,1,Vehicle,48.805152893066406,5.759635925292969,54.564788818359375,3.887835899355684,3.9993887812810014,-1.0232090908068043,0.11155288192531732
110,20240815a,fa/+,Young,F,20,Vehicle,55.188087463378906,5.923366546630859,61.111454010009766,4.01074712317056,4.112699311947442,-0.4316625926312909,0.10195218877688195
111,20240815a,fa/+,Young,F,21,Vehicle,55.961647033691406,5.238742828369141,61.20038986206055,4.024666581703175,4.114153559793097,-0.3646710950617167,0.0894869780899219
112,20240815a,fa/+,Young,F,22,Vehicle,55.897499084472656,4.884174346923828,60.781673431396484,4.02351964006314,4.107288319709113,-0.37019108981660265,0.08376867964597334
113,20240815a,fa/+,Young,F,23,Vehicle,47.23917007446289,5.41766357421875,52.65683364868164,3.855223422895051,3.9637960240545724,-1.1801662477559152,0.10857260115952139
114,20240815a,fa/+,Young,F,24,Vehicle,46.10330581665039,4.998256683349609,51.1015625,3.830884657120315,3.9338150740415956,-1.2973037329838242,0.1029304169212808
115,20240815a,fa/+,Young,F,26,Vehicle,44.80168151855469,6.101345062255859,50.90302658081055,3.8022456726128704,3.929922383101308,-1.4351372885442,0.12767671048843754
116,20240815a,fa/+,Young,F,27,Vehicle,44.61680221557617,4.40679931640625,49.02360153198242,3.7981105193715488,3.8923018460658056,-1.4550389325389517,0.0941913266942569
117,20240815a,fa/+,Young,F,28,Vehicle,41.83805847167969,5.611408233642578,47.449466705322266,3.7338064150394423,3.8596652859057867,-1.7645213911406412,0.1258588708663444
118,20240815a,fa/+,Young,F,2,Vehicle,49.5737419128418,5.493457794189453,55.06719970703125,3.903461296632345,4.008554252281686,-0.9480072601299605,0.1050929556493414
119,20240815a,fa/+,Young,F,3,Vehicle,44.9535026550293,5.476493835449219,50.429996490478516,3.8056286812417017,3.9205861664966926,-1.4188555622252361,0.11495748525499083
120,20240815a,fa/+,Young,F,4,Vehicle,46.114253997802734,6.062602996826172,52.176856994628906,3.8311220995602535,3.9546390439854577,-1.2961609712448674,0.12351694442520422
121,20240815a,fa/+,Young,F,5,Vehicle,50.14324188232422,6.368427276611328,56.51166915893555,3.914883747247981,4.0344471506136985,-0.8930333492653256,0.11956340336571758
122,20240815a,fa/+,Young,F,6,Vehicle,56.38884353637695,7.866458892822266,64.25530242919922,4.0322713292984,4.162864248450997,-0.3280710054210888,0.13059291915259674
123,20240815a,fa/+,Young,F,7,Vehicle,46.62786483764648,5.121334075927734,51.74919891357421,3.8421983203154264,3.94640895209473,-1.242853393650408,0.10421063177930368
124,20240815a,fa/+,Young,F,8,Vehicle,46.58568954467773,5.693275451660156,52.27896499633788,3.841293402653478,3.956594091244403,-1.2472085766633851,0.11530068859092513
125,20240815a,fa/+,Young,F,9,Vehicle,47.28725814819336,5.013881683349609,52.30113983154297,3.856240875448439,3.9570181649355494,-1.175269457403205,0.10077728948711018
152,20240815b,fa/fa,Young,F,0,Vehicle,46.77941131591797,7.063419342041016,53.842830657958984,3.8454431769793316,3.9860692593251454,-1.227236564389106,0.14062608234581386
153,20240815b,fa/fa,Young,F,10,Vehicle,53.93056106567383,9.455940246582031,63.38650131225586,3.987697312886226,4.149250925718077,-0.5425965995845073,0.16155361283185066
154,20240815b,fa/fa,Young,F,11,Vehicle,55.91852569580078,8.543243408203125,64.4617691040039,4.023895733053698,4.166072320999886,-0.3683810314293529,0.14217658794618782
155,20240815b,fa/fa,Young,F,12,Vehicle,50.87893295288086,9.215339660644531,60.09427261352539,3.9294489469739213,4.095914539388166,-0.8229340318418491,0.1664655924142444
156,20240815b,fa/fa,Young,F,13,Vehicle,49.669883728027344,7.842002868652344,57.51188659667969,3.9053987882271968,4.051991649859479,-0.9386825106676551,0.14659286163228247
157,20240815b,fa/fa,Young,F,14,Vehicle,53.02116394042969,8.764545440673828,61.785709381103516,3.970691153476005,4.123672097935634,-0.6244437550703446,0.15298094445962862
158,20240815b,fa/fa,Young,F,15,Vehicle,57.01062774658203,8.378768920898438,65.38939666748047,4.043237702149015,4.180360114851928,-0.2752921032498843,0.13712241270291337
159,20240815b,fa/fa,Young,F,16,Vehicle,66.04417419433594,9.95782470703125,76.00199890136719,4.190323824115861,4.330759641274236,0.43260321891168346,0.14043581715837483
160,20240815b,fa/fa,Young,F,17,Vehicle,61.16212844848633,8.114688873291016,69.27681732177734,4.113528181771306,4.238110323848146,0.06300155118699478,0.12458214207684026
161,20240815b,fa/fa,Young,F,18,Vehicle,65.24946594238281,11.087501525878906,76.33696746826172,4.178217861378239,4.335157322507389,0.3743397044643001,0.15693946112915036
162,20240815b,fa/fa,Young,F,19,Vehicle,66.72846221923828,14.61590576171875,81.34436798095703,4.200631581831131,4.3986915993195055,0.4822123415878478,0.1980600174883742
163,20240815b,fa/fa,Young,F,1,Vehicle,49.50831604003906,8.055717468261719,57.56403350830078,3.9021406562729593,4.052897954412907,-0.9543632311771655,0.15075729813994743
164,20240815b,fa/fa,Young,F,20,Vehicle,56.01129150390625,8.280776977539062,64.29206848144531,4.0255533044080725,4.163436271869105,-0.36040348064332395,0.13788296746103246
165,20240815b,fa/fa,Young,F,21,Vehicle,58.025428771972656,12.141815185546877,70.16724395751953,4.060881341568316,4.250881591843562,-0.19037688729467694,0.19000025027524625
166,20240815b,fa/fa,Young,F,22,Vehicle,53.157020568847656,8.763923645019531,61.92094421386719,3.9732501857891984,4.125858478097172,-0.6121276576741668,0.15260829230797324
167,20240815b,fa/fa,Young,F,23,Vehicle,57.60586929321289,11.96932601928711,69.5751953125,4.053624459962266,4.242408114630436,-0.22530276931338478,0.18878365466817026
168,20240815b,fa/fa,Young,F,24,Vehicle,59.10411834716797,9.465126037597656,68.56924438476562,4.079300606369453,4.227844101617147,-0.10172874553920075,0.1485434952476936
169,20240815b,fa/fa,Young,F,25,Vehicle,57.80973815917969,9.980880737304688,67.79061889648438,4.057157241749751,4.216423821014481,-0.20830021551607877,0.1592665792647301
170,20240815b,fa/fa,Young,F,26,Vehicle,63.182090759277344,13.090126037597656,76.272216796875,4.146020886932728,4.334308740876028,0.21938227345071964,0.18828785394329994
171,20240815b,fa/fa,Young,F,2,Vehicle,52.7020149230957,9.02755355834961,61.72956848144531,3.9646536886512553,4.122763045962536,-0.6535008343515483,0.15810935731128062
172,20240815b,fa/fa,Young,F,3,Vehicle,48.63321304321289,9.41817855834961,58.0513916015625,3.884306693448652,4.0613286803210356,-1.0401944346252796,0.17702198687238369
173,20240815b,fa/fa,Young,F,4,Vehicle,52.81298828125,10.042015075683594,62.855003356933594,3.966757150636783,4.140830539774376,-0.6433773034569389,0.17407338913759274
174,20240815b,fa/fa,Young,F,5,Vehicle,51.30883407592773,10.219051361083984,61.52788543701171,3.9378629415603985,4.119490493787925,-0.7824392024941659,0.18162755222752658
175,20240815b,fa/fa,Young,F,6,Vehicle,50.42723083496094,9.583824157714844,60.01105499267578,3.920531323515349,4.094528795128106,-0.8658527236035668,0.1739974716127568
176,20240815b,fa/fa,Young,F,7,Vehicle,51.39249420166016,7.789871215820312,59.182365417480476,3.939492134593054,4.0806236160529865,-0.7745982307471848,0.14113148145993248
177,20240815b,fa/fa,Young,F,8,Vehicle,47.11998748779297,6.967628479003906,54.087615966796875,3.8526972738040977,3.9906052496078104,-1.1923240849512673,0.13790797580371272
178,20240815b,fa/fa,Young,F,9,Vehicle,52.7769889831543,7.752361297607422,60.52935028076172,3.9660752810043958,4.103128376007589,-0.646659002074295,0.13705309500319363
202,20240816a,fa/fa,Young,F,0,Vehicle,48.87603759765625,2.4824790954589844,51.358516693115234,3.88928724769975,3.938830778378891,-1.0162240490513164,0.04954353067914097
203,20240816a,fa/fa,Young,F,10,Vehicle,46.884765625,2.275959014892578,49.16072463989258,3.847692795925533,3.895095025026391,-1.2164096100349697,0.04740222910085823
204,20240816a,fa/fa,Young,F,11,Vehicle,51.4466552734375,2.0515594482421875,53.49821472167969,3.9405454509042315,3.9796482836569504,-0.769528835487671,0.039102832752718975
205,20240816a,fa/fa,Young,F,12,Vehicle,56.83759307861328,3.3460693359375,60.18366241455078,4.040197956776589,4.097400927019651,-0.28992177395524044,0.05720297024306209
206,20240816a,fa/fa,Young,F,13,Vehicle,59.48420715332031,0.8023223876953125,60.286529541015625,4.085710851325254,4.099108688081463,-0.07087755198374296,0.013397836756209536
207,20240816a,fa/fa,Young,F,14,Vehicle,63.89366149902344,2.3671875,66.26084899902344,4.157220162394942,4.1935992099352015,0.27328208809867605,0.03637904754025989
208,20240816a,fa/fa,Young,F,15,Vehicle,69.35595703125,2.133949279785156,71.48990631103516,4.23925204114319,4.26955626925944,0.6680846871304118,0.030304228116250442
209,20240816a,fa/fa,Young,F,16,Vehicle,58.68399810791016,1.0468368530273438,59.73083496093751,4.0721670850353915,4.089848385567279,-0.13606091988302024,0.017681300531887878
210,20240816a,fa/fa,Young,F,17,Vehicle,42.57649230957031,2.3863563537597656,44.96284866333008,3.7513022772455744,3.8058365635277913,-1.680317396587736,0.054534286282216904
211,20240816a,fa/fa,Young,F,18,Vehicle,43.27656936645508,0.8591728210449219,44.1357421875,3.7676113653719034,3.7872699346330583,-1.6018251021484864,0.019658569261154835
212,20240816a,fa/fa,Young,F,1,Vehicle,43.31607055664063,2.107624053955078,45.42369461059571,3.7685237106465275,3.816033876623208,-1.5974341715598879,0.04751016597668034
213,20240816a,fa/fa,Young,F,20,Vehicle,40.48876953125,2.078540802001953,42.56731033325195,3.7010246401342894,3.7510865956323753,-1.9222933467622731,0.0500619554980859
214,20240816a,fa/fa,Young,F,21,Vehicle,43.12540817260742,1.8685760498046875,44.99398422241211,3.764112340178788,3.806528796887427,-1.6186651923841247,0.042416456708638695
215,20240816a,fa/fa,Young,F,23,Vehicle,45.90195846557617,2.128276824951172,48.030235290527344,3.8265077842515836,3.871830714488955,-1.3183687239431283,0.04532293023737166
216,20240816a,fa/fa,Young,F,24,Vehicle,40.99177169799805,1.6447410583496094,42.636512756347656,3.7133713562705855,3.7527109931254263,-1.862871135610967,0.039339636854840876
217,20240816a,fa/fa,Young,F,25,Vehicle,40.93682861328125,2.5605125427246094,43.49734115600586,3.712030112974725,3.772699813376121,-1.869326264363591,0.060669700401395854
218,20240816a,fa/fa,Young,F,26,Vehicle,54.375972747802734,2.39297866821289,56.768951416015625,3.995922378863594,4.038989546270735,-0.5030110448632982,0.04306716740714123
219,20240816a,fa/fa,Young,F,27,Vehicle,47.280906677246094,1.3208732604980469,48.60177993774414,3.856106549674675,3.8836601544692155,-1.1759159397879586,0.027553604794540387
220,20240816a,fa/fa,Young,F,28,Vehicle,46.93498992919922,1.4798355102539062,48.414825439453125,3.8487634512198308,3.879806077551534,-1.2112567658077504,0.031042626331703183
221,20240816a,fa/fa,Young,F,32,Vehicle,55.95781707763672,3.686576843261719,59.64439392089844,4.0245981404166375,4.088400161242068,-0.36500048892930187,0.06380202082543018
222,20240816a,fa/fa,Young,F,3,Vehicle,45.0103874206543,1.9506988525390625,46.96108627319336,3.8068932947029075,3.849319307134615,-1.4127692371419498,0.042426012431707516
223,20240816a,fa/fa,Young,F,4,Vehicle,49.244754791259766,1.5910301208496094,50.835784912109375,3.89680286024608,3.9286005339956356,-0.9800529481100265,0.03179767374955578
224,20240816a,fa/fa,Young,F,5,Vehicle,46.90346145629883,1.750823974609375,48.6542854309082,3.8480914777671305,3.884739891718838,-1.2144908361430233,0.03664841395170759
225,20240816a,fa/fa,Young,F,6,Vehicle,50.75406646728516,2.140636444091797,52.89470291137696,3.926991742146056,3.9683031998500744,-0.8347600544466933,0.04131145770401856
226,20240816a,fa/fa,Young,F,7,Vehicle,54.25885009765625,2.8797531127929688,57.13860321044922,3.9937661145560983,4.0454799514644515,-0.5133887024982192,0.051713836908353183
227,20240816a,fa/fa,Young,F,8,Vehicle,52.32207489013672,1.7058181762695312,54.02789306640625,3.9574183640486975,3.989500451471088,-0.68832296693606,0.032082087422390604
228,20240816a,fa/fa,Young,F,9,Vehicle,48.277320861816406,0.4524345397949219,48.72975540161133,3.876961903012237,3.886289837380706,-1.0755434038051659,0.009327934368469126
259,20240816b,fa/+,Young,F,0,Vehicle,47.10988998413086,6.83465576171875,53.94454574584961,3.85248295741164,3.987956588277324,-1.1933555457692875,0.13547363086568387
260,20240816b,fa/+,Young,F,10,Vehicle,46.796836853027344,8.303619384765625,55.10045623779297,3.8458156120288614,4.009157996302319,-1.2254441109213985,0.1633423842734576
261,20240816b,fa/+,Young,F,11,Vehicle,46.55470275878906,5.9456787109375,52.50038146972656,3.840628024587838,3.96082043566121,-1.2504109047541447,0.12019241107337164
262,20240816b,fa/+,Young,F,12,Vehicle,46.175594329833984,6.671783447265625,52.84737777709961,3.8324513972495513,3.967408094757967,-1.2897633342453263,0.13495669750841577
263,20240816b,fa/+,Young,F,13,Vehicle,49.15301513671875,6.528953552246094,55.681968688964844,3.8949381903213514,4.019656372602349,-0.9890272218174274,0.12471818228099796
264,20240816b,fa/+,Young,F,14,Vehicle,48.16273498535156,6.017688751220703,54.180423736572266,3.874585588951047,3.992319657530247,-1.0869801157492216,0.11773406857919966
265,20240816b,fa/+,Young,F,15,Vehicle,50.4424934387207,5.704631805419922,56.147125244140625,3.9208339436322603,4.027975482084676,-0.864396275080152,0.10714153845241547
266,20240816b,fa/+,Young,F,16,Vehicle,50.56697845458984,5.074764251708984,55.64174270629882,3.923298763545875,4.018933687670045,-0.8525336026302541,0.09563492412417007
267,20240816b,fa/+,Young,F,17,Vehicle,53.35707092285156,5.208446502685547,58.56551742553711,3.977006507350548,4.070146083547047,-0.5940492528168179,0.09313957619649882
268,20240816b,fa/+,Young,F,18,Vehicle,45.374961853027344,5.259906768798828,50.63486862182617,3.81496045188003,3.924640442168977,-1.3739436650725854,0.10967999028894715
269,20240816b,fa/+,Young,F,19,Vehicle,52.55141067504883,7.60797119140625,60.15938186645508,3.9617919413974563,4.096997404762586,-0.6672738366381249,0.13520546336512984
270,20240816b,fa/+,Young,F,1,Vehicle,51.147499084472656,7.071369171142578,58.218868255615234,3.9347135974480967,4.0642094990288316,-0.7975963494442911,0.12949590158073487
271,20240816b,fa/+,Young,F,20,Vehicle,57.19976043701172,7.651893615722656,64.85165405273438,4.046549710212851,4.172102416261924,-0.25935208808054433,0.12555270604907331
272,20240816b,fa/+,Young,F,21,Vehicle,50.25437927246094,8.3155517578125,58.56993103027344,3.9170976928425856,4.07022144254036,-0.8823780834320604,0.15312374969777443
273,20240816b,fa/+,Young,F,22,Vehicle,48.77727508544922,6.799800872802734,55.57707595825195,3.8872645299205693,4.017770813327185,-1.0259589746499247,0.13050628340661552
274,20240816b,fa/+,Young,F,23,Vehicle,51.4808464050293,5.848926544189453,57.32977294921875,3.9412098240269025,4.048820086494147,-0.7663313439812006,0.10761026246724459
275,20240816b,fa/+,Young,F,24,Vehicle,47.182254791259766,5.015556335449219,52.197811126708984,3.8540178640893603,3.9550405615708786,-1.185968354900541,0.10102269748151826
276,20240816b,fa/+,Young,F,25,Vehicle,42.45388412475586,4.487602233886719,46.94148635864258,3.7484184073879874,3.84890185499702,-1.6941968704266668,0.1004834476090326
277,20240816b,fa/+,Young,F,26,Vehicle,47.64939880371094,5.034389495849609,52.68378829956055,3.8638700130995454,3.96430778582261,-1.1385519834285898,0.10043777272306453
278,20240816b,fa/+,Young,F,27,Vehicle,51.87569427490234,7.346561431884766,59.2222557067871,3.9488503620738777,4.081297412234876,-0.72955900224069,0.132447050160998
279,20240816b,fa/+,Young,F,28,Vehicle,43.16807556152344,5.740009307861328,48.908084869384766,3.765101230429749,3.8899427175667873,-1.6139058665318582,0.12484148713703824
280,20240816b,fa/+,Young,F,29,Vehicle,46.6339111328125,6.646751403808594,53.280662536621094,3.842327983194169,3.9755734611514617,-1.2422293528225423,0.1332454779572929
281,20240816b,fa/+,Young,F,2,Vehicle,47.76799392700195,6.127635955810547,53.8956298828125,3.8663558321094036,3.9870493963869778,-1.126588246637599,0.12069356427757416
282,20240816b,fa/+,Young,F,3,Vehicle,47.34772109985352,5.892292022705078,53.2400131225586,3.857518689642887,3.974810240006193,-1.1691195998996864,0.11729155036330585
283,20240816b,fa/+,Young,F,4,Vehicle,44.30802154541016,6.646541595458984,50.95456314086915,3.791165733919129,3.930934316813803,-1.4884627598140487,0.13976858289467398
284,20240816b,fa/+,Young,F,5,Vehicle,48.08460998535156,6.036518096923828,54.12112808227539,3.872962167189502,3.9912246471776545,-1.0947933115526445,0.11826247998815242
285,20240816b,fa/+,Young,F,6,Vehicle,57.35902786254883,5.496723175048828,62.855751037597656,4.049330248144762,4.140842435028169,-0.24596992959562433,0.09151218688340723
286,20240816b,fa/+,Young,F,7,Vehicle,49.790645599365234,7.2401885986328125,57.03083419799805,3.9078271270164073,4.043592072415459,-0.9269954143833904,0.13576494539905148
287,20240816b,fa/+,Young,F,8,Vehicle,51.87151718139648,7.864994049072266,59.73651123046874,3.9487698376250857,4.089943411860513,-0.7299465498886752,0.14117357423542698
288,20240816b,fa/+,Young,F,9,Vehicle,46.406005859375,5.665142059326172,52.07114791870117,3.8374288874804736,3.9526110126145624,-1.2658076951717159,0.11518212513408876
317,20240820a,fa/+,Young,M,0,Vehicle,81.78399658203125,5.348716735839844,87.1327133178711,4.404081583662078,4.467432396787488,1.4613754513634443,0.06335081312540947
318,20240820a,fa/+,Young,M,10,Vehicle,64.57278442382812,2.1379165649414062,66.71070098876953,4.167793028270621,4.200365374667557,0.324167121949267,0.03257234639693607
319,20240820a,fa/+,Young,M,11,Vehicle,70.76204681396484,6.850990295410156,77.613037109375,4.259322795017449,4.351735417064875,0.7646811069003681,0.09241262204742551
320,20240820a,fa/+,Young,M,12,Vehicle,62.43672180175781,4.275123596191406,66.71184539794922,4.13415359269559,4.200382529327107,0.16226742152010246,0.06622893663151697
321,20240820a,fa/+,Young,M,13,Vehicle,68.07434844970703,5.009544372558594,73.08389282226562,4.220600467448388,4.291607998047682,0.5783184903407634,0.0710075305992941
322,20240820a,fa/+,Young,M,14,Vehicle,70.6189193725586,3.3426055908203125,73.9615249633789,4.2572980883803115,4.303545025064864,0.7549366093365372,0.04624693668455215
323,20240820a,fa/+,Young,M,15,Vehicle,93.33257293701172,4.394821166992188,97.7273941040039,4.536169167364506,4.58218190975708,2.097085886639245,0.04601274239257336
324,20240820a,fa/+,Young,M,16,Vehicle,72.02639770507812,6.389137268066406,78.41553497314453,4.277032686614695,4.362022057894871,0.8499151809927191,0.0849893712801757
325,20240820a,fa/+,Young,M,17,Vehicle,77.92093658447266,8.040504455566406,85.96144104003906,4.355694679083303,4.4538988357105636,1.2284992088793718,0.09820415662726045
326,20240820a,fa/+,Young,M,18,Vehicle,70.38459777832031,6.400581359863281,76.7851791381836,4.25397445766987,4.341011641559028,0.7389406567541164,0.08703718388915771
327,20240820a,fa/+,Young,M,19,Vehicle,67.70256805419922,5.392982482910156,73.09555053710938,4.2151241120525516,4.291767496737792,0.551961915598243,0.07664338468524079
328,20240820a,fa/+,Young,M,1,Vehicle,72.80811309814453,3.744544982910156,76.55265808105469,4.287827392649089,4.337978844963351,0.9018678860044085,0.0501514523142621
329,20240820a,fa/+,Young,M,20,Vehicle,67.7334976196289,11.762130737304688,79.4956283569336,4.215580852519923,4.375702030927362,0.5541601137420976,0.16012117840743922
330,20240820a,fa/+,Young,M,22,Vehicle,56.12274169921875,5.785236358642578,61.90797805786133,4.027541108267923,4.125649057619057,-0.350836588573928,0.09810794935113432
331,20240820a,fa/+,Young,M,23,Vehicle,61.73043823242188,5.776039123535156,67.50647735595703,4.122777135561261,4.212223554103532,0.10751486784288833,0.08944641854227076
332,20240820a,fa/+,Young,M,24,Vehicle,68.21892547607422,5.676200866699219,73.89512634277344,4.2227220260026925,4.302646876425863,0.5885291163073845,0.07992485042317021
