"",rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change,bfi_injected,log_bfi_baseline,log_bfi_injected,log_bfi_baseline_std,log_bfi_change
615,20240823b,fa/fa,Young,F,28,Empa,62.715110778808594,-6.354316711425781,56.36079406738281,4.1386024198596525,4.031773776132484,0.18367871373742725,-0.1068286437271686
616,20240823b,fa/fa,Young,F,29,Empa,52.06563568115234,-4.249011993408203,47.81662368774413,3.9525051472831505,3.86737335493162,-0.7119692710100806,-0.08513179235153068
617,20240823b,fa/fa,Young,F,2,Empa,60.34976196289063,-6.465480804443359,53.88428115844727,4.100157003258888,3.9868388056693287,-0.0013511871553881119,-0.11331819758955897
618,20240823b,fa/fa,Young,F,30,Empa,47.3198127746582,-5.544166564941406,41.7756462097168,3.856929082522862,3.7323135431761023,-1.1719572579778088,-0.12461553934675962
619,20240823b,fa/fa,Young,F,31,Empa,48.69505310058594,-4.673561096191406,44.02149200439453,3.885577445885634,3.7846779693084533,-1.0340785639113335,-0.10089947657718046
620,20240823b,fa/fa,Young,F,33,Empa,52.13958740234375,-6.29241943359375,45.84716796875,3.9539244952086783,3.8253134294829083,-0.7051382407023584,-0.12861106572576997
621,20240823b,fa/fa,Young,F,3,Empa,52.87971496582031,-5.722007751464844,47.15770721435547,3.9680198053212696,3.8534974573192824,-0.6373004055640499,-0.11452234800198724
622,20240823b,fa/fa,Young,F,4,Empa,53.73484802246094,-6.5689697265625,47.16587829589844,3.984061730010731,3.853670713700901,-0.5600939139230671,-0.13039101630982985
623,20240823b,fa/fa,Young,F,5,Empa,50.97267150878906,-6.310100555419922,44.66257095336914,3.93128963633508,3.7991358120047263,-0.8140751716659675,-0.13215382433035394
624,20240823b,fa/fa,Young,F,6,Empa,49.307891845703125,-5.181358337402344,44.12653350830078,3.898084146243676,3.78706126837876,-0.9738863815303868,-0.11102287786491605
625,20240823b,fa/fa,Young,F,7,Empa,59.3831901550293,-8.016075134277344,51.36711502075195,4.084011192295159,3.938998182122501,-0.0790576621163971,-0.14501301017265789
626,20240823b,fa/fa,Young,F,8,Empa,49.118408203125,-6.553718566894531,42.56468963623047,3.89423387702562,3.751025027784251,-0.9924169371808989,-0.14320884924136879
627,20240823b,fa/fa,Young,F,9,Empa,51.1673698425293,-6.771312713623047,44.39605712890625,3.9351020211154455,3.793150662091911,-0.7957269460399711,-0.14195135902353462
656,20240826a,fa/+,Young,M,0,Empa,52.06534957885742,-13.716781616210938,38.348567962646484,3.9524996522368068,3.646717185855215,-0.7119957175405198,-0.3057824663815918
657,20240826a,fa/+,Young,M,10,Empa,60.16227340698242,-14.946174621582031,45.21609878540039,4.0970454682723725,3.811453191244077,-0.016326366541738593,-0.28559227702829526
658,20240826a,fa/+,Young,M,12,Empa,51.34960174560547,-13.12405014038086,38.22555160522461,3.9386571806600803,3.6435041821943197,-0.7786166926895408,-0.2951529984657606
659,20240826a,fa/+,Young,M,13,Empa,49.8900032043457,-11.676025390625,38.2139778137207,3.90982064610116,3.6432013600372413,-0.917401016109335,-0.2666192860639187
660,20240826a,fa/+,Young,M,14,Empa,46.9583625793457,-12.51117706298828,34.44718551635742,3.8492613064993537,3.5394272964838427,-1.2088606905099928,-0.30983401001551103
661,20240826a,fa/+,Young,M,15,Empa,41.37409591674805,-9.01467514038086,32.35942077636719,3.7226549825037614,3.476905192659489,-1.8181909476008233,-0.2457497898442722
662,20240826a,fa/+,Young,M,16,Empa,40.482398986816406,-9.197952270507812,31.284446716308594,3.700867286731508,3.4431210640233187,-1.923050656400094,-0.25774622270818925
663,20240826a,fa/+,Young,M,17,Empa,44.840946197509766,-9.834033966064451,35.00691223144531,3.803121699620702,3.55554553431738,-1.4309211503209702,-0.24757616530332172
664,20240826a,fa/+,Young,M,18,Empa,50.24031448364258,-11.782054901123049,38.45825958251953,3.9168177817669956,3.6495734864721023,-0.8837252379996139,-0.26724429529489324
665,20240826a,fa/+,Young,M,19,Empa,44.04785537719727,-9.868335723876951,34.17951965332032,3.7852766650947633,3.5316266241457543,-1.5168056395970617,-0.253650040949009
666,20240826a,fa/+,Young,M,1,Empa,54.5720329284668,-16.373992919921875,38.19804000854492,3.9995215340953516,3.64278420561936,-0.4856890492988981,-0.3567373284759916
667,20240826a,fa/+,Young,M,20,Empa,49.30007553100586,-11.165836334228516,38.134239196777344,3.897925613116555,3.6411125451556834,-0.974649368939368,-0.2568130679608718
668,20240826a,fa/+,Young,M,21,Empa,49.89539337158203,-8.667526245117188,41.227867126464844,3.909928681293213,3.7191144142738652,-0.9168810648993884,-0.19081426701934756
669,20240826a,fa/+,Young,M,22,Empa,52.53002548217773,-11.85504913330078,40.674976348876946,3.9613849200633675,3.705613071639092,-0.669232746796123,-0.25577184842427547
670,20240826a,fa/+,Young,M,23,Empa,69.23277282714844,-17.283855438232422,51.948917388916016,4.237474346280584,3.950260877846205,0.6595290065492578,-0.2872134684343792
671,20240826a,fa/+,Young,M,24,Empa,59.0739631652832,-16.28097152709961,42.792991638183594,4.078790271759967,3.7563743424083733,-0.10418488129124547,-0.3224159293515938
672,20240826a,fa/+,Young,M,25,Empa,51.51822280883789,-11.081771850585938,40.43645095825195,3.9419355860310543,3.699731629624815,-0.762838400385492,-0.24220395640623948
673,20240826a,fa/+,Young,M,26,Empa,55.91021347045898,-13.067863464355469,42.84235000610351,4.023747073139993,3.75752709949296,-0.36909650108820097,-0.26621997364703276
674,20240826a,fa/+,Young,M,27,Empa,54.70483016967773,-11.885414123535156,42.81941604614257,4.001952008448616,3.756991645659452,-0.47399167498307054,-0.24496036278916433
675,20240826a,fa/+,Young,M,28,Empa,57.55512619018555,-12.899765014648438,44.65536117553711,4.052743204879357,3.7989743712351998,-0.22954406918913448,-0.2537688336441568
676,20240826a,fa/+,Young,M,29,Empa,52.77003479003906,-11.830867767333984,40.93916702270508,3.9659435066942033,3.7120872337317015,-0.6472932047884531,-0.2538562729625018
677,20240826a,fa/+,Young,M,2,Empa,50.47529983520508,-12.262981414794922,38.212318420410156,3.92148410445278,3.6431579353681793,-0.8612671844674942,-0.27832616908460084
678,20240826a,fa/+,Young,M,3,Empa,48.05390548706055,-11.695430755615234,36.35847473144531,3.872323411760752,3.593427319349229,-1.0978675103551627,-0.2788960924115229
679,20240826a,fa/+,Young,M,4,Empa,61.55000305175781,-13.389110565185549,48.160892486572266,4.119849902212229,3.874547332526785,0.0934266944180541,-0.24530256968544384
680,20240826a,fa/+,Young,M,5,Empa,75.917724609375,-19.17977523803711,56.73794937133789,4.329650182953893,4.0384432879334256,1.103152393479478,-0.29120689502046737
681,20240826a,fa/+,Young,M,6,Empa,55.31941986083984,-13.805831909179688,41.51358795166015,4.013124019771935,3.7260207941681824,-0.4202230770408674,-0.28710322560375223
682,20240826a,fa/+,Young,M,7,Empa,60.422401428222656,-16.097877502441406,44.32452392578125,4.10135992075331,3.7915381113674815,0.004438207900112296,-0.30982180938582804
683,20240826a,fa/+,Young,M,8,Empa,59.09991836547852,-15.014076232910156,44.08584213256837,4.079229543116319,3.7861386908305876,-0.10207075839397431,-0.2930908522857312
684,20240826a,fa/+,Young,M,9,Empa,56.8187255859375,-12.956401824951172,43.86232376098633,4.039865947204736,3.7810557229129187,-0.2915196678944149,-0.2588102242918171
0,20241011a,fa/+,Adult,F,0,Empa,81.0257568359375,-16.24903106689453,64.77672576904297,4.394767089754581,4.170946368610334,1.4165467035710064,-0.22382072114424734
1,20241011a,fa/+,Adult,F,10,Empa,72.92219543457031,-15.12004852294922,57.802146911621094,4.289393056797866,4.057025918788191,0.9094031062697523,-0.23236713800967568
2,20241011a,fa/+,Adult,F,11,Empa,63.13628005981445,-12.254425048828123,50.88185501098633,4.145295565648513,3.9295063769165295,0.21589145094962753,-0.21578918873198338
3,20241011a,fa/+,Adult,F,13,Empa,66.80035400390625,-13.69232940673828,53.10802459716797,4.201708379988232,3.972328039187272,0.4873947501531889,-0.22938034080095981
4,20241011a,fa/+,Adult,F,14,Empa,67.84255981445312,-14.226314544677734,53.61624526977539,4.217189723885762,3.9818521055475955,0.5619032814768068,-0.2353376183381668
5,20241011a,fa/+,Adult,F,15,Empa,66.832275390625,-14.800041198730469,52.03223419189453,4.202186128386517,3.9518634148356986,0.48969405515758746,-0.25032271355081814
6,20241011a,fa/+,Adult,F,16,Empa,64.96975708007812,-11.757946014404297,53.21181106567383,4.173921885930211,3.9742803842191337,0.35366405619025365,-0.1996415017110773
7,20241011a,fa/+,Adult,F,17,Empa,74.26792907714844,-14.172557830810549,60.09537124633789,4.307679217586354,4.095932821043344,0.9974106457260047,-0.21174639654300975
8,20241011a,fa/+,Adult,F,18,Empa,71.80696105957031,-12.865318298339844,58.94164276123047,4.273981422045158,4.076547848675982,0.8352300707554697,-0.19743357336917633
9,20241011a,fa/+,Adult,F,1,Empa,73.28583526611328,-14.108924865722656,59.176910400390625,4.294367346918758,4.08053143878921,0.9333433438704645,-0.213835908129548
10,20241011a,fa/+,Adult,F,21,Empa,65.42693328857422,-13.083744049072266,52.34318923950195,4.180933997671246,3.9578218283656748,0.3874119110767365,-0.22311216930557087
11,20241011a,fa/+,Adult,F,22,Empa,65.65360260009766,-14.627399444580078,51.02620315551758,4.184392475101484,3.93233928814388,0.4040568532502689,-0.25205318695760415
12,20241011a,fa/+,Adult,F,23,Empa,78.01892852783203,-15.054523468017578,62.96440505981445,4.356951470682901,4.142569567668859,1.234547888947828,-0.2143819030140417
13,20241011a,fa/+,Adult,F,24,Empa,64.3707275390625,-11.927162170410156,52.443565368652344,4.164658988456183,3.9597376460704425,0.3090836314442352,-0.20492134238574033
14,20241011a,fa/+,Adult,F,25,Empa,61.03745651245117,-10.416107177734377,50.6213493347168,4.111487716914883,3.924373410919686,0.05318121254741663,-0.1871143059951974
15,20241011a,fa/+,Adult,F,26,Empa,62.23862838745117,-12.36370086669922,49.87492752075195,4.130975842150623,3.9095184219909656,0.14697356023871466,-0.22145742015965775
16,20241011a,fa/+,Adult,F,27,Empa,60.69990158081055,-10.916702270507812,49.783199310302734,4.105942076660687,3.907677563863892,0.026491183999236386,-0.19826451279679524
17,20241011a,fa/+,Adult,F,28,Empa,69.85934448242188,-13.255329132080078,56.6040153503418,4.246483856031225,4.036079925278375,0.7028899281791389,-0.21040393075285024
18,20241011a,fa/+,Adult,F,2,Empa,70.98786926269531,-14.79290771484375,56.19496154785156,4.262509006988864,4.028827100707189,0.7800156912909216,-0.2336819062816753
19,20241011a,fa/+,Adult,F,3,Empa,70.28044891357422,-14.389041900634766,55.89140701293945,4.252493650799552,4.023410647646059,0.7318138371568254,-0.22908300315349361
20,20241011a,fa/+,Adult,F,4,Empa,73.6675033569336,-13.659404754638672,60.00809860229492,4.2995617705715725,4.09447952981848,0.9583430389877349,-0.20508224075309212
21,20241011a,fa/+,Adult,F,5,Empa,64.90972900390625,-12.458911895751951,52.4508171081543,4.172997520085287,3.959875913522756,0.349215273063489,-0.21312160656253143
22,20241011a,fa/+,Adult,F,6,Empa,73.85858917236328,-15.23330307006836,58.62528610229492,4.302152307865911,4.071166106964257,0.9708107633931728,-0.23098620090165412
23,20241011a,fa/+,Adult,F,7,Empa,73.34010314941406,-15.843643188476562,57.4964599609375,4.29510756909725,4.051723380011308,0.9369058813179665,-0.24338418908594228
24,20241011a,fa/+,Adult,F,8,Empa,79.26675415039062,-14.725502014160156,64.54125213623047,4.372818799251427,4.1673045873688475,1.3109140852868149,-0.2055142118825799
25,20241011a,fa/+,Adult,F,9,Empa,71.82083129882812,-15.031009674072266,56.78982162475586,4.274174563484892,4.039357112922194,0.8361596208712454,-0.23481745056269787
53,20241011b,fa/+,Adult,F,10,Empa,85.02639770507812,-13.488441467285156,71.53795623779297,4.442961769512371,4.270228165318141,1.6484978074372423,-0.17273360419422978
54,20241011b,fa/+,Adult,F,11,Empa,68.74923706054688,-10.10980987548828,58.639427185058594,4.230465639183969,4.071407289199488,0.6257975375177115,-0.15905834998448043
55,20241011b,fa/+,Adult,F,12,Empa,75.23512268066406,-11.457672119140623,63.77745056152344,4.320618178842383,4.1553996884017375,1.0596832111066983,-0.16521849044064574
56,20241011b,fa/+,Adult,F,13,Empa,73.54785919189453,-12.72662353515625,60.82123565673828,4.297936339783515,4.107938998661357,0.9505201741519715,-0.18999734112215805
57,20241011b,fa/+,Adult,F,14,Empa,70.60348510742188,-10.59335708618164,60.010128021240234,4.2570795074086165,4.094513348330928,0.7538846239737623,-0.1625661590776888
58,20241011b,fa/+,Adult,F,15,Empa,83.07421875,-15.59394073486328,67.48027801513672,4.4197344100435645,4.211835377632776,1.5367092926932118,-0.2078990324107881
59,20241011b,fa/+,Adult,F,16,Empa,76.09642791748047,-11.452735900878906,64.64369201660156,4.33200132444244,4.168890529175214,1.1144679549969516,-0.16311079526722594
60,20241011b,fa/+,Adult,F,17,Empa,79.02758026123047,-11.941207885742188,67.08637237548828,4.369796908770547,4.205980929096187,1.2963703465105483,-0.1638159796743599
61,20241011b,fa/+,Adult,F,18,Empa,67.26708221435547,-9.696697235107422,57.57038497924805,4.208670996849098,4.053008285815751,0.5209043963380365,-0.15566271103334728
62,20241011b,fa/+,Adult,F,19,Empa,70.90276336669922,-12.072486877441406,58.83027648925781,4.261309408331435,4.074656628665726,0.7742422691168243,-0.18665277966570937
63,20241011b,fa/+,Adult,F,1,Empa,85.36698150634766,-15.714149475097656,69.65283203125,4.446959392617422,4.243523360292937,1.6677375471080496,-0.20343603232448437
64,20241011b,fa/+,Adult,F,20,Empa,66.5150375366211,-9.10515594482422,57.409881591796875,4.197428050468885,4.050216441676057,0.4667944025232535,-0.14721160879282724
65,20241011b,fa/+,Adult,F,21,Empa,67.77812194824219,-10.995498657226562,56.782623291015625,4.2162394577431295,4.03923035094652,0.5573298455320483,-0.17700910679660975
66,20241011b,fa/+,Adult,F,22,Empa,69.28024291992188,-12.452484130859377,56.8277587890625,4.238159770597944,4.0400249174217855,0.6628278131359466,-0.19813485317615864
67,20241011b,fa/+,Adult,F,23,Empa,72.69697570800781,-9.870792388916016,62.8261833190918,4.2862997840594375,4.1403719184149,0.8945158193359289,-0.14592786564453775
68,20241011b,fa/+,Adult,F,24,Empa,73.79879760742188,-11.21564483642578,62.583152770996094,4.301342438891342,4.136496116821444,0.9669130302080501,-0.1648463220698977
69,20241011b,fa/+,Adult,F,25,Empa,73.74241638183594,-11.136707305908203,62.605709075927734,4.300578161211825,4.13685647324362,0.9632347185704335,-0.16372168796820485
70,20241011b,fa/+,Adult,F,26,Empa,82.5712890625,-10.605453491210938,71.96583557128906,4.413662030061139,4.276191500448161,1.5074841739228932,-0.1374705296129779
71,20241011b,fa/+,Adult,F,27,Empa,73.44873046875,-11.536060333251951,61.91267013549805,4.296587618178476,4.125724845909741,0.9440290538318605,-0.1708627722687348
72,20241011b,fa/+,Adult,F,29,Empa,71.96175384521484,-12.633594512939451,59.32815933227539,4.276134781286924,4.083084055556616,0.8455937469051686,-0.19305072573030824
73,20241011b,fa/+,Adult,F,2,Empa,75.70704650878906,-12.27741241455078,63.42963409423828,4.326871240771652,4.14993116697456,1.0897779150102642,-0.1769400737970921
74,20241011b,fa/+,Adult,F,3,Empa,69.46443176269531,-11.589431762695312,57.875,4.240814848371517,4.058285512406398,0.6756061576238874,-0.18252933596511944
75,20241011b,fa/+,Adult,F,4,Empa,75.46450805664062,-11.855758666992188,63.60874938964844,4.323662453762086,4.152751029903956,1.0743346815936101,-0.17091142385813018
76,20241011b,fa/+,Adult,F,5,Empa,75.94454193115234,-11.70867919921875,64.2358627319336,4.330003362485148,4.162561664263366,1.1048521740890664,-0.1674416982217819
77,20241011b,fa/+,Adult,F,6,Empa,84.47367858886719,-16.417770385742188,68.055908203125,4.436439989848438,4.220329546829442,1.6171098202190664,-0.21611044301899618
78,20241011b,fa/+,Adult,F,7,Empa,73.06588745117188,-13.5242919921875,59.541595458984375,4.291361601903245,4.086675151650923,0.9188773099058744,-0.20468645025232135
79,20241011b,fa/+,Adult,F,8,Empa,74.53732299804688,-9.814674377441406,64.72264862060547,4.311299979776566,4.170111196211461,1.0148366311475818,-0.1411887835651049
80,20241011b,fa/+,Adult,F,9,Empa,83.40303802490234,-13.563011169433594,69.84002685546875,4.423684735858351,4.246207296059748,1.5557214002116333,-0.17747743979860253
111,20241014a,fa/+,Adult,F,0,Empa,69.79351806640625,-11.97711181640625,57.81640625,4.2455411410780295,4.057272580557626,0.6983528345595973,-0.1882685605204033
112,20241014a,fa/+,Adult,F,10,Empa,84.88104248046875,-18.17321014404297,66.70783233642578,4.441250776045443,4.200322372360866,1.640263146986,-0.24092840368457757
113,20241014a,fa/+,Adult,F,11,Empa,73.0083999633789,-13.473030090332031,59.535369873046875,4.2905745025200694,4.08657058758304,0.9150891620916864,-0.2040039149370294
114,20241014a,fa/+,Adult,F,12,Empa,72.4754867553711,-12.90814971923828,59.56733703613281,4.283248390968279,4.087107387538022,0.8798300905504873,-0.19614100343025687
115,20241014a,fa/+,Adult,F,13,Empa,79.83429718017578,-14.667350769042969,65.16694641113281,4.379953201348089,4.176952383502053,1.3452504985602896,-0.20300081784603563
116,20241014a,fa/+,Adult,F,14,Empa,78.89877319335938,-13.253410339355469,65.6453628540039,4.3681656788508345,4.184266963890089,1.2885195716441429,-0.18389871496074583
117,20241014a,fa/+,Adult,F,15,Empa,86.71790313720703,-15.76862335205078,70.94927978515625,4.462660357708124,4.2619652525348855,1.7433030701669516,-0.20069510517323863
118,20241014a,fa/+,Adult,F,16,Empa,84.36251831054688,-16.23157501220703,68.13094329833984,4.435123207115545,4.221431490254675,1.610772415136566,-0.21369171686087007
119,20241014a,fa/+,Adult,F,17,Empa,82.54606628417969,-17.585556030273438,64.96051025390625,4.413356516707154,4.17377955071645,1.5060138008431496,-0.23957696599070388
120,20241014a,fa/+,Adult,F,18,Empa,83.79129791259766,-17.920623779296875,65.87067413330078,4.428329158570838,4.1876933368996205,1.5780740536662647,-0.24063582167121744
121,20241014a,fa/+,Adult,F,19,Empa,69.60882568359375,-12.097557067871094,57.511268615722656,4.242891365099959,4.051980904528143,0.6856000065254558,-0.19091046057181593
122,20241014a,fa/+,Adult,F,1,Empa,77.13114929199219,-14.563953399658203,62.567195892333984,4.345507210547874,4.136241113476763,1.1794690133417935,-0.20926609707111066
123,20241014a,fa/+,Adult,F,21,Empa,80.17342376708984,-18.676441192626957,61.49698257446289,4.384192085480626,4.118988109778932,1.3656513780483228,-0.2652039757016942
124,20241014a,fa/+,Adult,F,22,Empa,80.10688018798828,-17.205413818359375,62.901466369628906,4.3833617453666776,4.141569476147359,1.361655121470156,-0.24179226921931818
125,20241014a,fa/+,Adult,F,23,Empa,70.63614654541016,-15.690444946289062,54.945701599121094,4.257542004204852,4.006345453934136,0.7561105261472107,-0.2511965502707163
126,20241014a,fa/+,Adult,F,24,Empa,65.8165054321289,-15.010562896728516,50.80594253540039,4.186870649309139,3.9280133267862363,0.41598379717700795,-0.2588573225229025
127,20241014a,fa/+,Adult,F,25,Empa,84.13740539550781,-18.98530578613281,65.152099609375,4.432451240932786,4.176724530363538,1.5979127902008068,-0.255726710569248
128,20241014a,fa/+,Adult,F,26,Empa,93.25708770751952,-23.462936401367188,69.79415130615233,4.535360063222836,4.245550214082098,2.093191834437914,-0.28980984914073726
129,20241014a,fa/+,Adult,F,27,Empa,84.79049682617188,-18.439193725585938,66.35130310058594,4.440183470788919,4.194963400383187,1.6351264258031404,-0.24522007040573257
130,20241014a,fa/+,Adult,F,28,Empa,70.622802734375,-16.074230194091797,54.5485725402832,4.257353077256962,3.9990915440225456,0.7552012595158414,-0.25826153323441625
131,20241014a,fa/+,Adult,F,29,Empa,73.56843566894531,-13.663379669189451,59.90505599975586,4.298216070553032,4.092760908900805,0.9518664609433946,-0.20545516165222732
132,20241014a,fa/+,Adult,F,2,Empa,70.15591430664062,-12.764636993408203,57.39127731323242,4.2507201124264276,4.049892328593842,0.7232781609066075,-0.20082778383258582
133,20241014a,fa/+,Adult,F,30,Empa,86.86833190917969,-19.430679321289062,67.43765258789062,4.464393545936892,4.211203505672189,1.751644549452449,-0.2531900402647036
134,20241014a,fa/+,Adult,F,31,Empa,81.5252456665039,-16.93817138671875,64.58707427978516,4.400912735059421,4.168014302219954,1.4461244333036656,-0.23289843283946698
135,20241014a,fa/+,Adult,F,3,Empa,66.84027862548828,-12.301876068115234,54.53840255737305,4.202305872262614,3.998905087611402,0.4902703578611554,-0.20340078465121225
136,20241014a,fa/+,Adult,F,4,Empa,66.98512268066406,-12.035774230957031,54.94934844970703,4.204470545191989,4.0064118236311455,0.5006884844676867,-0.1980587215608436
137,20241014a,fa/+,Adult,F,5,Empa,67.48115539550781,-12.432449340820312,55.0487060546875,4.211848379574871,4.008218357982136,0.5361964873811231,-0.20363002159273513
138,20241014a,fa/+,Adult,F,6,Empa,71.83284759521484,-16.243167877197266,55.58967971801758,4.27434185883726,4.017997567445229,0.8369647790722834,-0.25634429139203085
139,20241014a,fa/+,Adult,F,7,Empa,73.60501861572266,-13.784431457519531,59.820587158203125,4.298713211123777,4.091349868569932,0.9542590964944683,-0.2073633425538457
140,20241014a,fa/+,Adult,F,8,Empa,81.69578552246094,-16.680374145507812,65.01541137695312,4.403002415743016,4.174624339899294,1.4561816376200691,-0.22837807584372172
141,20241014a,fa/+,Adult,F,9,Empa,78.12498474121094,-15.719497680664062,62.405487060546875,4.358309912744047,4.133653205172054,1.2410857918284905,-0.22465670757199252
173,20241014b,fa/+,Adult,M,0,Empa,55.66859817504883,-8.032039642333984,47.636558532714844,4.019416220902061,3.863600502849919,-0.3899400041951507,-0.15581571805214178
174,20241014b,fa/+,Adult,M,10,Empa,56.94856262207031,-7.045139312744141,49.90342330932617,4.04214845027828,3.910089603797678,-0.2805344489833794,-0.13205884648060184
175,20241014b,fa/+,Adult,M,11,Empa,55.74345016479492,-6.715965270996094,49.02748489379883,4.020759917604952,3.8923810570559128,-0.3834730676979396,-0.12837886054903924
176,20241014b,fa/+,Adult,M,12,Empa,55.984806060791016,-5.488819122314453,50.49598693847656,4.025080333578108,3.9218938665588587,-0.36267979219177865,-0.1031864670192495
177,20241014b,fa/+,Adult,M,13,Empa,61.40599060058594,-8.006999969482422,53.398990631103516,4.117507397178555,3.9777918437482436,0.08215269838563734,-0.13971555343031117
178,20241014b,fa/+,Adult,M,14,Empa,61.78564453125,-7.737205505371094,54.048439025878906,4.123671048341995,3.9898806634809225,0.11181708662084192,-0.13379038486107264
179,20241014b,fa/+,Adult,M,15,Empa,57.53056716918945,-7.041667938232422,50.48889923095703,4.052316409494943,3.921753494909199,-0.23159814779360371,-0.13056291458574432
180,20241014b,fa/+,Adult,M,16,Empa,51.37095642089844,-6.176937103271484,45.19401931762695,3.9390729625830327,3.8109647621019493,-0.7766156196150619,-0.1281082004810834
181,20241014b,fa/+,Adult,M,17,Empa,52.32958984375,-7.005931854248047,45.32365798950195,3.957561982473599,3.8138291475870596,-0.6876317609282838,-0.14373283488653943
182,20241014b,fa/+,Adult,M,18,Empa,52.32958984375,-7.005931854248047,45.32365798950195,3.957561982473599,3.8138291475870596,-0.6876317609282838,-0.14373283488653943
183,20241014b,fa/+,Adult,M,19,Empa,50.09037780761719,-6.213291168212891,43.8770866394043,3.9138289299167877,3.7813922393880106,-0.8981099686261582,-0.13243669052877705
184,20241014b,fa/+,Adult,M,1,Empa,54.94001770019531,-9.424964904785156,45.515052795410156,4.0062420028402705,3.818043101912861,-0.4533448123060058,-0.18819890092740943
185,20241014b,fa/+,Adult,M,20,Empa,52.5131950378418,-4.989070892333984,47.52412414550781,3.961064472072595,3.8612374588623837,-0.6707749972180558,-0.09982701321021148
186,20241014b,fa/+,Adult,M,2,Empa,61.20083236694336,-7.5023193359375,53.69851303100586,4.114160790192839,3.9833853108335933,0.06604616570517652,-0.13077547935924594
187,20241014b,fa/+,Adult,M,3,Empa,52.4063720703125,-5.986846923828125,46.419525146484375,3.959028188329058,3.837720171291263,-0.680575213019302,-0.12130801703779515
188,20241014b,fa/+,Adult,M,4,Empa,61.39282989501953,-8.48630142211914,52.90652847290039,4.1172930513800585,3.968526742835689,0.08112109604238799,-0.14876630854436934
189,20241014b,fa/+,Adult,M,5,Empa,50.3834342956543,-6.836200714111328,43.54723358154297,3.9196624364386636,3.7738461784689803,-0.8700344988033438,-0.14581625796968334
190,20241014b,fa/+,Adult,M,6,Empa,54.325042724609375,-8.902793884277344,45.42224884033203,3.994985312605311,3.8160020475682415,-0.5075209524733675,-0.17898326503706974
191,20241014b,fa/+,Adult,M,7,Empa,55.40953826904297,-6.369541168212891,49.03999710083008,4.014751749854879,3.892636232509481,-0.4123891461706409,-0.12211551734539805
192,20241014b,fa/+,Adult,M,8,Empa,54.42095947265625,-5.772678375244141,48.64828109741211,3.9967493640827403,3.8846164759916286,-0.4990309347053708,-0.11213288809111166
193,20241014b,fa/+,Adult,M,9,Empa,54.087589263916016,-5.226554870605469,48.86103439331055,3.9906047559109266,3.8889802361603634,-0.5286036729296006,-0.10162451975056319
211,20241015a,fa/+,Adult,M,0,Empa,41.72166061401367,-6.556591033935547,35.165069580078125,3.731020433127902,3.5600532484322205,-1.7779297503823832,-0.1709671846956815
212,20241015a,fa/+,Adult,M,10,Empa,55.113529205322266,-12.14840316772461,42.965126037597656,4.00939522513563,3.7603887642555343,-0.43816900045664947,-0.24900646088009548
213,20241015a,fa/+,Adult,M,11,Empa,46.66267776489258,-10.307662963867188,36.35501480102539,3.8429446538212857,3.593332153226828,-1.2392614436383647,-0.24961250059445783
214,20241015a,fa/+,Adult,M,12,Empa,47.43727111816406,-10.100013732910156,37.337257385253906,3.859408230230671,3.6199916856370566,-1.1600256287945925,-0.2394165445936145
215,20241015a,fa/+,Adult,M,13,Empa,49.80080032348633,-9.904048919677734,39.896751403808594,3.9080310546542116,3.686294902130243,-0.9260139525096884,-0.2217361525239685
216,20241015a,fa/+,Adult,M,14,Empa,70.78274536132812,-15.127117156982422,55.6556282043457,4.2596152614119065,4.019183208355131,0.7660886876412105,-0.24043205305677517
217,20241015a,fa/+,Adult,M,15,Empa,47.20391082763672,-9.87079620361328,37.33311462402344,3.854476745676825,3.6198807243247386,-1.1837598519850474,-0.23459602135208657
218,20241015a,fa/+,Adult,M,16,Empa,57.40640258789063,-10.169029235839844,47.23737335205079,4.050155840448067,3.855185387582853,-0.24199652325580745,-0.19497045286521386
219,20241015a,fa/+,Adult,M,17,Empa,48.12197494506836,-10.272712707519531,37.84926223754883,3.87373893234799,3.633611487951056,-1.0910549002412393,-0.24012744439693368
220,20241015a,fa/+,Adult,M,18,Empa,69.11924743652344,-18.517696380615234,50.6015510559082,4.235833236654749,3.9239822291024358,0.6516306826846494,-0.3118510075523129
221,20241015a,fa/+,Adult,M,19,Empa,52.995487213134766,-11.51589584350586,41.479591369628906,3.9702067630049314,3.72520153205024,-0.626775027008088,-0.2450052309546913
222,20241015a,fa/+,Adult,M,1,Empa,45.11232376098633,-9.214736938476562,35.897586822509766,3.8091554633053897,3.5806700738062087,-1.401881883867391,-0.22848538949918096
223,20241015a,fa/+,Adult,M,20,Empa,46.01960372924805,-9.408462524414062,36.611141204833984,3.8290674737324246,3.6003525985893305,-1.3060494637339157,-0.22871487514309408
224,20241015a,fa/+,Adult,M,21,Empa,49.4514274597168,-9.664775848388672,39.786651611328125,3.900990924380433,3.683531469385664,-0.959896654844715,-0.21745945499476882
225,20241015a,fa/+,Adult,M,22,Empa,55.11936950683594,-14.333812713623049,40.78555679321289,4.009501188084756,3.7083280185709153,-0.4376590225266731,-0.30117316951384066
226,20241015a,fa/+,Adult,M,23,Empa,50.5401496887207,-11.849166870117188,38.690982818603516,3.9227680637427755,3.6556065707832603,-0.855087751880112,-0.2671614929595152
