,rat,gtyp,age,sex,vessel_idx,power_empa,power_vehicle,power_ratio,power_change
197,20240820b,fa/fa,Young,M,17,6.060281994878029,15.340838283761077,0.39504242745933205,-9.280556288883048
198,20240820b,fa/fa,Young,M,18,6.788371567499069,7.220296784898756,0.9401790216846684,-0.43192521739968726
199,20240820b,fa/fa,Young,M,19,7.439473885257228,24.956416870552623,0.2980986382718847,-17.516942985295394
200,20240820b,fa/fa,Young,M,20,7.9821914153845155,23.650140333685947,0.3375113763707831,-15.66794891830143
201,20240820b,fa/fa,Young,M,21,7.861955292370853,19.107933153295345,0.4114498009438024,-11.245977860924492
202,20240820b,fa/fa,Young,M,22,8.316824714504941,11.812764987650722,0.7040540231858926,-3.4959402731457807
203,20240821a,fa/fa,Young,M,0,5.204372060032137,5.545364652361188,0.9385085357400512,-0.34099259232905155
204,20240821a,fa/fa,Young,M,1,4.311945799523165,9.881491680534518,0.43636587864737436,-5.569545881011353
205,20240821a,fa/fa,Young,M,2,4.2618622055323305,9.421888419560023,0.4523363062424537,-5.160026214027693
206,20240821a,fa/fa,Young,M,3,10.116661970410386,6.46658186036713,1.5644527802878578,3.6500801100432554
207,20240821a,fa/fa,Young,M,4,4.704251420792759,8.57467043643095,0.5486218340014497,-3.8704190156381904
208,20240821a,fa/fa,Young,M,5,4.163812954097248,12.07547715245461,0.3448156045122292,-7.911664198357362
209,20240821a,fa/fa,Young,M,6,5.40471873378866,14.900038950297292,0.3627318527030309,-9.495320216508631
210,20240821a,fa/fa,Young,M,7,1.9949342774839365,3.0371151043444256,0.656851719129872,-1.042180826860489
211,20240821a,fa/fa,Young,M,8,4.489484173670254,9.628307826664976,0.46627966767295476,-5.138823652994722
212,20240821a,fa/fa,Young,M,9,4.170928335021326,5.52948546409607,0.7543067726832638,-1.358557129074744
213,20240821a,fa/fa,Young,M,10,2.438075808108344,3.549203410440562,0.6869360603385947,-1.111127602332218
215,20240821a,fa/fa,Young,M,12,6.978489465792128,10.2498400941187,0.680838862041989,-3.271350628326571
216,20240821a,fa/fa,Young,M,13,6.969685697162389,17.67687195174548,0.39428275071451074,-10.707186254583089
217,20240821a,fa/fa,Young,M,14,6.233681246304821,15.00456812430401,0.41545222725922154,-8.770886877999189
218,20240821a,fa/fa,Young,M,15,6.069617092820021,11.208071844918388,0.5415398095946286,-5.138454752098367
219,20240821a,fa/fa,Young,M,16,4.900257654268694,9.435803379331317,0.5193259606280561,-4.535545725062622
220,20240821a,fa/fa,Young,M,17,11.744430308347596,18.84082043900781,0.6233502594203417,-7.096390130660215
221,20240821a,fa/fa,Young,M,18,6.438301445878997,10.79655821469365,0.5963290631931893,-4.358256768814654
222,20240821a,fa/fa,Young,M,19,2.7866918071841176,6.884554658617293,0.4047744473487559,-4.097862851433176
223,20240821a,fa/fa,Young,M,20,7.473493596269049,11.866161852466815,0.6298155788862269,-4.392668256197767
225,20240821a,fa/fa,Young,M,22,6.071503665056891,3.6722418386109017,1.6533507137845687,2.3992618264459895
229,20240821b,fa/+,Young,M,2,6.191655709402902,19.41326565723343,0.31893942104974365,-13.22160994783053
231,20240821b,fa/+,Young,M,4,4.882629372732979,19.4264200356112,0.25133963765750317,-14.543790662878223
232,20240821b,fa/+,Young,M,5,2.2058731024605884,8.895566197284257,0.24797444631843932,-6.689693094823669
233,20240821b,fa/+,Young,M,6,2.4826318359375,18.92245120312794,0.131200329665911,-16.43981936719044
234,20240821b,fa/+,Young,M,7,2.6725086593627925,14.23580545530102,0.1877314682161257,-11.563296795938227
235,20240821b,fa/+,Young,M,8,2.806894563947405,11.294671575707124,0.24851493424426324,-8.487777011759718
236,20240821b,fa/+,Young,M,9,2.015536112104144,16.44090394067317,0.12259277953190319,-14.425367828569026
237,20240821b,fa/+,Young,M,10,3.2825752694266184,12.866891740954705,0.2551179675335526,-9.584316471528087
238,20240821b,fa/+,Young,M,11,3.878885405404228,18.63843914527332,0.20811213724341865,-14.759553739869093
239,20240821b,fa/+,Young,M,12,3.030911075047084,13.256560676707483,0.2286347981926084,-10.2256496016604
240,20240821b,fa/+,Young,M,13,1.4328591455732071,3.847098272647883,0.37245192194869464,-2.4142391270746755
241,20240821b,fa/+,Young,M,14,1.1927943502153666,5.01983741137238,0.23761613225024097,-3.827043061157013
242,20240821b,fa/+,Young,M,15,1.8916950988769528,4.843819757382393,0.3905378799435814,-2.9521246585054404
243,20240821b,fa/+,Young,M,16,2.5197897175380164,13.100653169624296,0.1923407699534022,-10.58086345208628
244,20240821b,fa/+,Young,M,17,3.826709360395159,9.814001857037526,0.38992343960594045,-5.987292496642367
245,20240821b,fa/+,Young,M,18,4.545161792210171,28.896999333597417,0.15728836547141722,-24.351837541387248
246,20240821b,fa/+,Young,M,19,1.5386654663085937,34.91509484797915,0.04406877521049181,-33.376429381670555
247,20240821b,fa/+,Young,M,20,2.6684041649954664,22.779206844059168,0.11714210170980505,-20.110802679063703
248,20240821b,fa/+,Young,M,21,1.819660906110491,25.405586247782463,0.07162444071800629,-23.58592534167197
249,20240821b,fa/+,Young,M,22,1.7951477377755305,6.359388793169094,0.28228306149543486,-4.5642410553935635
250,20240821b,fa/+,Young,M,23,2.400812890189035,9.625959838090967,0.24941023342823,-7.225146947901932
251,20240821b,fa/+,Young,M,24,3.771359400068011,6.002428751872723,0.6283055669576034,-2.231069351804712
253,20240821b,fa/+,Young,M,26,1.8160125923156736,9.888894746262068,0.18364161404408855,-8.072882153946395
254,20240821b,fa/+,Young,M,27,1.68839624949864,6.636680735801278,0.25440371726647354,-4.948284486302638
256,20240822b,fa/+,Young,M,0,3.5844185173332512,9.681854740757442,0.3702202329316119,-6.097436223424191
257,20240822b,fa/+,Young,M,1,3.5094070243644526,15.554149327995615,0.22562513387009459,-12.044742303631162
258,20240822b,fa/+,Young,M,2,9.42631804167449,19.74992352827252,0.47728377419692153,-10.323605486598032
259,20240822b,fa/+,Young,M,3,6.680366218269052,13.025818940326472,0.5128557558548115,-6.34545272205742
260,20240822b,fa/+,Young,M,4,9.972530277164369,17.96966875789962,0.5549646135118856,-7.99713848073525
261,20240822b,fa/+,Young,M,5,4.020298798401674,22.40130188811159,0.17946719429441974,-18.381003089709914
262,20240822b,fa/+,Young,M,6,9.719435629782613,41.487734778108354,0.23427250684487175,-31.76829914832574
263,20240822b,fa/+,Young,M,7,3.295665065089504,7.898646449915739,0.4172442817876298,-4.602981384826235
264,20240822b,fa/+,Young,M,8,2.460037355547076,7.392165756733537,0.3327897988902946,-4.932128401186461
265,20240822b,fa/+,Young,M,9,8.630021115323087,20.29269932367196,0.4252771392150843,-11.662678208348874
266,20240822b,fa/+,Young,M,10,4.604456801314254,11.60027950708463,0.396926367032982,-6.995822705770377
267,20240822b,fa/+,Young,M,11,10.810841805703404,12.89483448541593,0.8383854649650972,-2.0839926797125248
268,20240822b,fa/+,Young,M,12,2.282808784965996,8.412104290430143,0.27137190721267995,-6.129295505464148
269,20240822b,fa/+,Young,M,13,4.244283628416014,17.327453100252725,0.24494561340662985,-13.083169471836712
270,20240822b,fa/+,Young,M,15,6.094339632295871,17.097319947101784,0.35644999632406954,-11.002980314805914
271,20240822b,fa/+,Young,M,16,2.7729751006499663,7.170422631478342,0.3867240807364037,-4.397447530828376
272,20240822b,fa/+,Young,M,17,4.176529793648629,4.501163922041935,0.9278777369551924,-0.3246341283933063
273,20240822b,fa/+,Young,M,18,3.859749176361421,6.511653953481135,0.5927448239625811,-2.651904777119714
274,20240822b,fa/+,Young,M,19,1.3927837883507286,4.481578555151564,0.3107797333485825,-3.0887947668008353
275,20240822b,fa/+,Young,M,20,4.659832646061589,8.239863054095188,0.5655230694332554,-3.5800304080335996
276,20240822b,fa/+,Young,M,21,1.5499464584900458,5.890907617764531,0.26310826090975364,-4.340961159274485
277,20240822b,fa/+,Young,M,23,6.96647844896899,39.59104419611742,0.1759609676991589,-32.62456574714843
278,20240822b,fa/+,Young,M,24,2.570318972384249,7.505915472891615,0.342439104419337,-4.935596500507366
279,20240822b,fa/+,Young,M,25,2.650529397500528,8.90694742418637,0.29757999809262914,-6.256418026685842
