,rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change
667,20240826a,fa/+,Young,M,20,Empa,49.30007553100586,-11.165836334228516
668,20240826a,fa/+,Young,M,21,Empa,49.89539337158203,-8.667526245117188
669,20240826a,fa/+,Young,M,22,Empa,52.53002548217773,-11.85504913330078
670,20240826a,fa/+,Young,M,23,Empa,69.23277282714844,-17.283855438232422
671,20240826a,fa/+,Young,M,24,Empa,59.0739631652832,-16.28097152709961
672,20240826a,fa/+,Young,M,25,Empa,51.51822280883789,-11.081771850585938
673,20240826a,fa/+,Young,M,26,Empa,55.91021347045898,-13.067863464355469
674,20240826a,fa/+,Young,M,27,Empa,54.70483016967773,-11.885414123535156
675,20240826a,fa/+,Young,M,28,Empa,57.55512619018555,-12.899765014648438
676,20240826a,fa/+,Young,M,29,Empa,52.77003479003906,-11.830867767333984
677,20240826a,fa/+,Young,M,2,Empa,50.47529983520508,-12.262981414794922
678,20240826a,fa/+,Young,M,3,Empa,48.05390548706055,-11.695430755615234
679,20240826a,fa/+,Young,M,4,Empa,61.55000305175781,-13.389110565185549
680,20240826a,fa/+,Young,M,5,Empa,75.917724609375,-19.17977523803711
681,20240826a,fa/+,Young,M,6,Empa,55.31941986083984,-13.805831909179688
682,20240826a,fa/+,Young,M,7,Empa,60.422401428222656,-16.097877502441406
683,20240826a,fa/+,Young,M,8,Empa,59.09991836547852,-15.014076232910156
684,20240826a,fa/+,Young,M,9,Empa,56.8187255859375,-12.956401824951172
0,20241011a,fa/+,Adult,F,0,Empa,81.0257568359375,-16.24903106689453
1,20241011a,fa/+,Adult,F,10,Empa,72.92219543457031,-15.12004852294922
2,20241011a,fa/+,Adult,F,11,Empa,63.13628005981445,-12.254425048828123
3,20241011a,fa/+,Adult,F,13,Empa,66.80035400390625,-13.69232940673828
4,20241011a,fa/+,Adult,F,14,Empa,67.84255981445312,-14.226314544677734
5,20241011a,fa/+,Adult,F,15,Empa,66.832275390625,-14.800041198730469
6,20241011a,fa/+,Adult,F,16,Empa,64.96975708007812,-11.757946014404297
7,20241011a,fa/+,Adult,F,17,Empa,74.26792907714844,-14.172557830810549
8,20241011a,fa/+,Adult,F,18,Empa,71.80696105957031,-12.865318298339844
9,20241011a,fa/+,Adult,F,1,Empa,73.28583526611328,-14.108924865722656
10,20241011a,fa/+,Adult,F,21,Empa,65.42693328857422,-13.083744049072266
11,20241011a,fa/+,Adult,F,22,Empa,65.65360260009766,-14.627399444580078
12,20241011a,fa/+,Adult,F,23,Empa,78.01892852783203,-15.054523468017578
13,20241011a,fa/+,Adult,F,24,Empa,64.3707275390625,-11.927162170410156
14,20241011a,fa/+,Adult,F,25,Empa,61.03745651245117,-10.416107177734377
15,20241011a,fa/+,Adult,F,26,Empa,62.23862838745117,-12.36370086669922
16,20241011a,fa/+,Adult,F,27,Empa,60.69990158081055,-10.916702270507812
17,20241011a,fa/+,Adult,F,28,Empa,69.85934448242188,-13.255329132080078
18,20241011a,fa/+,Adult,F,2,Empa,70.98786926269531,-14.79290771484375
19,20241011a,fa/+,Adult,F,3,Empa,70.28044891357422,-14.389041900634766
20,20241011a,fa/+,Adult,F,4,Empa,73.6675033569336,-13.659404754638672
21,20241011a,fa/+,Adult,F,5,Empa,64.90972900390625,-12.458911895751951
22,20241011a,fa/+,Adult,F,6,Empa,73.85858917236328,-15.23330307006836
23,20241011a,fa/+,Adult,F,7,Empa,73.34010314941406,-15.843643188476562
24,20241011a,fa/+,Adult,F,8,Empa,79.26675415039062,-14.725502014160156
25,20241011a,fa/+,Adult,F,9,Empa,71.82083129882812,-15.031009674072266
53,20241011b,fa/+,Adult,F,10,Empa,85.02639770507812,-13.488441467285156
54,20241011b,fa/+,Adult,F,11,Empa,68.74923706054688,-10.10980987548828
55,20241011b,fa/+,Adult,F,12,Empa,75.23512268066406,-11.457672119140623
56,20241011b,fa/+,Adult,F,13,Empa,73.54785919189453,-12.72662353515625
57,20241011b,fa/+,Adult,F,14,Empa,70.60348510742188,-10.59335708618164
58,20241011b,fa/+,Adult,F,15,Empa,83.07421875,-15.59394073486328
59,20241011b,fa/+,Adult,F,16,Empa,76.09642791748047,-11.452735900878906
60,20241011b,fa/+,Adult,F,17,Empa,79.02758026123047,-11.941207885742188
61,20241011b,fa/+,Adult,F,18,Empa,67.26708221435547,-9.696697235107422
62,20241011b,fa/+,Adult,F,19,Empa,70.90276336669922,-12.072486877441406
63,20241011b,fa/+,Adult,F,1,Empa,85.36698150634766,-15.714149475097656
64,20241011b,fa/+,Adult,F,20,Empa,66.5150375366211,-9.10515594482422
65,20241011b,fa/+,Adult,F,21,Empa,67.77812194824219,-10.995498657226562
66,20241011b,fa/+,Adult,F,22,Empa,69.28024291992188,-12.452484130859377
67,20241011b,fa/+,Adult,F,23,Empa,72.69697570800781,-9.870792388916016
68,20241011b,fa/+,Adult,F,24,Empa,73.79879760742188,-11.21564483642578
69,20241011b,fa/+,Adult,F,25,Empa,73.74241638183594,-11.136707305908203
70,20241011b,fa/+,Adult,F,26,Empa,82.5712890625,-10.605453491210938
71,20241011b,fa/+,Adult,F,27,Empa,73.44873046875,-11.536060333251951
72,20241011b,fa/+,Adult,F,29,Empa,71.96175384521484,-12.633594512939451
73,20241011b,fa/+,Adult,F,2,Empa,75.70704650878906,-12.27741241455078
74,20241011b,fa/+,Adult,F,3,Empa,69.46443176269531,-11.589431762695312
75,20241011b,fa/+,Adult,F,4,Empa,75.46450805664062,-11.855758666992188
76,20241011b,fa/+,Adult,F,5,Empa,75.94454193115234,-11.70867919921875
77,20241011b,fa/+,Adult,F,6,Empa,84.47367858886719,-16.417770385742188
78,20241011b,fa/+,Adult,F,7,Empa,73.06588745117188,-13.5242919921875
79,20241011b,fa/+,Adult,F,8,Empa,74.53732299804688,-9.814674377441406
80,20241011b,fa/+,Adult,F,9,Empa,83.40303802490234,-13.563011169433594
111,20241014a,fa/+,Adult,F,0,Empa,69.79351806640625,-11.97711181640625
112,20241014a,fa/+,Adult,F,10,Empa,84.88104248046875,-18.17321014404297
113,20241014a,fa/+,Adult,F,11,Empa,73.0083999633789,-13.473030090332031
114,20241014a,fa/+,Adult,F,12,Empa,72.4754867553711,-12.90814971923828
115,20241014a,fa/+,Adult,F,13,Empa,79.83429718017578,-14.667350769042969
116,20241014a,fa/+,Adult,F,14,Empa,78.89877319335938,-13.253410339355469
117,20241014a,fa/+,Adult,F,15,Empa,86.71790313720703,-15.76862335205078
118,20241014a,fa/+,Adult,F,16,Empa,84.36251831054688,-16.23157501220703
119,20241014a,fa/+,Adult,F,17,Empa,82.54606628417969,-17.585556030273438
120,20241014a,fa/+,Adult,F,18,Empa,83.79129791259766,-17.920623779296875
121,20241014a,fa/+,Adult,F,19,Empa,69.60882568359375,-12.097557067871094
122,20241014a,fa/+,Adult,F,1,Empa,77.13114929199219,-14.563953399658203
123,20241014a,fa/+,Adult,F,21,Empa,80.17342376708984,-18.676441192626957
124,20241014a,fa/+,Adult,F,22,Empa,80.10688018798828,-17.205413818359375
125,20241014a,fa/+,Adult,F,23,Empa,70.63614654541016,-15.690444946289062
126,20241014a,fa/+,Adult,F,24,Empa,65.8165054321289,-15.010562896728516
127,20241014a,fa/+,Adult,F,25,Empa,84.13740539550781,-18.98530578613281
128,20241014a,fa/+,Adult,F,26,Empa,93.25708770751952,-23.462936401367188
129,20241014a,fa/+,Adult,F,27,Empa,84.79049682617188,-18.439193725585938
130,20241014a,fa/+,Adult,F,28,Empa,70.622802734375,-16.074230194091797
131,20241014a,fa/+,Adult,F,29,Empa,73.56843566894531,-13.663379669189451
132,20241014a,fa/+,Adult,F,2,Empa,70.15591430664062,-12.764636993408203
133,20241014a,fa/+,Adult,F,30,Empa,86.86833190917969,-19.430679321289062
134,20241014a,fa/+,Adult,F,31,Empa,81.5252456665039,-16.93817138671875
135,20241014a,fa/+,Adult,F,3,Empa,66.84027862548828,-12.301876068115234
136,20241014a,fa/+,Adult,F,4,Empa,66.98512268066406,-12.035774230957031
137,20241014a,fa/+,Adult,F,5,Empa,67.48115539550781,-12.432449340820312
138,20241014a,fa/+,Adult,F,6,Empa,71.83284759521484,-16.243167877197266
139,20241014a,fa/+,Adult,F,7,Empa,73.60501861572266,-13.784431457519531
140,20241014a,fa/+,Adult,F,8,Empa,81.69578552246094,-16.680374145507812
141,20241014a,fa/+,Adult,F,9,Empa,78.12498474121094,-15.719497680664062
173,20241014b,fa/+,Adult,M,0,Empa,55.66859817504883,-8.032039642333984
174,20241014b,fa/+,Adult,M,10,Empa,56.94856262207031,-7.045139312744141
175,20241014b,fa/+,Adult,M,11,Empa,55.74345016479492,-6.715965270996094
176,20241014b,fa/+,Adult,M,12,Empa,55.984806060791016,-5.488819122314453
177,20241014b,fa/+,Adult,M,13,Empa,61.40599060058594,-8.006999969482422
178,20241014b,fa/+,Adult,M,14,Empa,61.78564453125,-7.737205505371094
179,20241014b,fa/+,Adult,M,15,Empa,57.53056716918945,-7.041667938232422
180,20241014b,fa/+,Adult,M,16,Empa,51.37095642089844,-6.176937103271484
181,20241014b,fa/+,Adult,M,17,Empa,52.32958984375,-7.005931854248047
182,20241014b,fa/+,Adult,M,18,Empa,52.32958984375,-7.005931854248047
183,20241014b,fa/+,Adult,M,19,Empa,50.09037780761719,-6.213291168212891
184,20241014b,fa/+,Adult,M,1,Empa,54.94001770019531,-9.424964904785156
185,20241014b,fa/+,Adult,M,20,Empa,52.5131950378418,-4.989070892333984
186,20241014b,fa/+,Adult,M,2,Empa,61.20083236694336,-7.5023193359375
187,20241014b,fa/+,Adult,M,3,Empa,52.4063720703125,-5.986846923828125
188,20241014b,fa/+,Adult,M,4,Empa,61.39282989501953,-8.48630142211914
189,20241014b,fa/+,Adult,M,5,Empa,50.3834342956543,-6.836200714111328
190,20241014b,fa/+,Adult,M,6,Empa,54.325042724609375,-8.902793884277344
191,20241014b,fa/+,Adult,M,7,Empa,55.40953826904297,-6.369541168212891
192,20241014b,fa/+,Adult,M,8,Empa,54.42095947265625,-5.772678375244141
193,20241014b,fa/+,Adult,M,9,Empa,54.087589263916016,-5.226554870605469
211,20241015a,fa/+,Adult,M,0,Empa,41.72166061401367,-6.556591033935547
212,20241015a,fa/+,Adult,M,10,Empa,55.113529205322266,-12.14840316772461
213,20241015a,fa/+,Adult,M,11,Empa,46.66267776489258,-10.307662963867188
214,20241015a,fa/+,Adult,M,12,Empa,47.43727111816406,-10.100013732910156
215,20241015a,fa/+,Adult,M,13,Empa,49.80080032348633,-9.904048919677734
216,20241015a,fa/+,Adult,M,14,Empa,70.78274536132812,-15.127117156982422
217,20241015a,fa/+,Adult,M,15,Empa,47.20391082763672,-9.87079620361328
218,20241015a,fa/+,Adult,M,16,Empa,57.40640258789063,-10.169029235839844
219,20241015a,fa/+,Adult,M,17,Empa,48.12197494506836,-10.272712707519531
220,20241015a,fa/+,Adult,M,18,Empa,69.11924743652344,-18.517696380615234
221,20241015a,fa/+,Adult,M,19,Empa,52.995487213134766,-11.51589584350586
222,20241015a,fa/+,Adult,M,1,Empa,45.11232376098633,-9.214736938476562
223,20241015a,fa/+,Adult,M,20,Empa,46.01960372924805,-9.408462524414062
224,20241015a,fa/+,Adult,M,21,Empa,49.4514274597168,-9.664775848388672
225,20241015a,fa/+,Adult,M,22,Empa,55.11936950683594,-14.333812713623049
226,20241015a,fa/+,Adult,M,23,Empa,50.5401496887207,-11.849166870117188
227,20241015a,fa/+,Adult,M,24,Empa,50.75128173828125,-13.047008514404297
228,20241015a,fa/+,Adult,M,25,Empa,46.64106750488281,-11.542781829833984
229,20241015a,fa/+,Adult,M,2,Empa,45.76469421386719,-8.725223541259766
230,20241015a,fa/+,Adult,M,3,Empa,50.62638092041016,-12.107986450195312
231,20241015a,fa/+,Adult,M,4,Empa,44.07064056396485,-8.101470947265625
232,20241015a,fa/+,Adult,M,5,Empa,49.34006118774414,-10.55807113647461
233,20241015a,fa/+,Adult,M,6,Empa,58.80237579345703,-10.940387725830078
234,20241015a,fa/+,Adult,M,7,Empa,54.99903106689453,-12.02875518798828
235,20241015a,fa/+,Adult,M,8,Empa,54.39728164672852,-11.612537384033203
236,20241015a,fa/+,Adult,M,9,Empa,51.63289642333984,-11.78207015991211
259,20241015b,fa/+,Adult,M,0,Empa,57.13313674926758,-12.02825164794922
260,20241015b,fa/+,Adult,M,10,Empa,63.4889030456543,-12.43011474609375
261,20241015b,fa/+,Adult,M,11,Empa,68.8190689086914,-17.50379180908203
262,20241015b,fa/+,Adult,M,12,Empa,75.87598419189453,-16.03951644897461
263,20241015b,fa/+,Adult,M,13,Empa,55.38215637207031,-12.348846435546877
264,20241015b,fa/+,Adult,M,14,Empa,64.95233154296875,-14.61123275756836
265,20241015b,fa/+,Adult,M,15,Empa,68.81781768798828,-15.547901153564451
266,20241015b,fa/+,Adult,M,16,Empa,56.0714111328125,-12.259147644042969
267,20241015b,fa/+,Adult,M,17,Empa,50.149356842041016,-10.489131927490234
268,20241015b,fa/+,Adult,M,18,Empa,63.43457412719727,-6.850688934326172
269,20241015b,fa/+,Adult,M,19,Empa,58.82716369628906,-9.300003051757812
270,20241015b,fa/+,Adult,M,1,Empa,54.77252578735352,-12.755451202392578
271,20241015b,fa/+,Adult,M,2,Empa,61.71233749389648,-14.991710662841797
272,20241015b,fa/+,Adult,M,3,Empa,51.397586822509766,-10.811412811279297
273,20241015b,fa/+,Adult,M,4,Empa,48.920654296875,-7.802703857421875
274,20241015b,fa/+,Adult,M,5,Empa,74.5982666015625,-16.989582061767578
275,20241015b,fa/+,Adult,M,6,Empa,53.8168830871582,-12.992202758789062
276,20241015b,fa/+,Adult,M,7,Empa,70.28632354736328,-15.49630355834961
277,20241015b,fa/+,Adult,M,8,Empa,63.50326156616211,-10.858142852783203
278,20241015b,fa/+,Adult,M,9,Empa,69.22578430175781,-16.92481231689453
299,20241021a,fa/fa,Adult,M,0,Empa,67.16118621826172,-9.38260269165039
300,20241021a,fa/fa,Adult,M,10,Empa,77.86663818359375,-10.135704040527344
301,20241021a,fa/fa,Adult,M,11,Empa,84.20043182373047,-12.24895477294922
302,20241021a,fa/fa,Adult,M,12,Empa,59.61513519287109,-7.8769378662109375
303,20241021a,fa/fa,Adult,M,13,Empa,59.21735763549805,-8.118972778320312
304,20241021a,fa/fa,Adult,M,14,Empa,57.03619766235352,-7.738197326660156
305,20241021a,fa/fa,Adult,M,15,Empa,90.70396423339844,-11.086929321289062
306,20241021a,fa/fa,Adult,M,16,Empa,72.9393081665039,-9.376873016357422
307,20241021a,fa/fa,Adult,M,17,Empa,51.58365631103516,-6.371585845947266
308,20241021a,fa/fa,Adult,M,18,Empa,82.8664321899414,-11.666122436523438
309,20241021a,fa/fa,Adult,M,19,Empa,65.0970458984375,-8.836380004882812
310,20241021a,fa/fa,Adult,M,1,Empa,69.00548553466797,-9.662200927734377
311,20241021a,fa/fa,Adult,M,20,Empa,74.79988098144531,-11.384708404541016
312,20241021a,fa/fa,Adult,M,21,Empa,78.79338836669922,-12.076263427734377
313,20241021a,fa/fa,Adult,M,22,Empa,80.22525787353516,-12.21892547607422
314,20241021a,fa/fa,Adult,M,2,Empa,66.46685028076172,-9.433956146240234
315,20241021a,fa/fa,Adult,M,3,Empa,73.19364929199219,-9.780452728271484
316,20241021a,fa/fa,Adult,M,4,Empa,80.80486297607422,-9.695938110351562
317,20241021a,fa/fa,Adult,M,5,Empa,70.09769439697266,-8.832466125488281
318,20241021a,fa/fa,Adult,M,6,Empa,78.7676773071289,-11.965965270996094
319,20241021a,fa/fa,Adult,M,7,Empa,74.13999938964844,-7.896903991699219
320,20241021a,fa/fa,Adult,M,8,Empa,74.4070053100586,-8.774017333984375
321,20241021a,fa/fa,Adult,M,9,Empa,71.9006118774414,-11.830394744873049
344,20241021b,fa/+,Adult,F,0,Empa,65.34198760986328,-12.239013671875
345,20241021b,fa/+,Adult,F,10,Empa,57.20096969604492,-10.609283447265623
346,20241021b,fa/+,Adult,F,13,Empa,54.64864730834961,-7.497455596923828
347,20241021b,fa/+,Adult,F,16,Empa,59.01911544799805,-9.726642608642578
348,20241021b,fa/+,Adult,F,17,Empa,56.86498260498047,-7.067432403564453
349,20241021b,fa/+,Adult,F,18,Empa,66.36109924316406,-9.233173370361328
350,20241021b,fa/+,Adult,F,19,Empa,60.01810073852539,-9.564064025878906
351,20241021b,fa/+,Adult,F,1,Empa,61.58992385864258,-9.181705474853516
352,20241021b,fa/+,Adult,F,20,Empa,66.348876953125,-11.799617767333984
353,20241021b,fa/+,Adult,F,21,Empa,57.02408599853516,-7.182624816894531
354,20241021b,fa/+,Adult,F,2,Empa,62.61066436767578,-7.916027069091797
355,20241021b,fa/+,Adult,F,3,Empa,66.326416015625,-9.867351531982422
356,20241021b,fa/+,Adult,F,4,Empa,56.56829452514648,-10.464500427246094
357,20241021b,fa/+,Adult,F,5,Empa,59.35655975341797,-9.743213653564451
358,20241021b,fa/+,Adult,F,6,Empa,56.364871978759766,-7.826030731201172
359,20241021b,fa/+,Adult,F,7,Empa,61.745887756347656,-10.770133972167969
360,20241021b,fa/+,Adult,F,8,Empa,58.11109161376953,-10.094379425048828
361,20241021b,fa/+,Adult,F,9,Empa,51.9163932800293,-7.482761383056641
382,20241022a,fa/+,Adult,F,0,Empa,79.69193267822266,-10.090499877929688
383,20241022a,fa/+,Adult,F,10,Empa,83.65641021728516,-8.42962646484375
384,20241022a,fa/+,Adult,F,11,Empa,86.40876770019531,-7.760848999023437
385,20241022a,fa/+,Adult,F,12,Empa,99.26544189453124,-11.5496826171875
386,20241022a,fa/+,Adult,F,13,Empa,82.99205017089844,-8.612503051757812
387,20241022a,fa/+,Adult,F,14,Empa,77.05474853515625,-6.5721588134765625
388,20241022a,fa/+,Adult,F,15,Empa,78.3804931640625,-6.614265441894531
389,20241022a,fa/+,Adult,F,16,Empa,73.19012451171875,-7.450950622558594
390,20241022a,fa/+,Adult,F,17,Empa,79.18128204345703,-7.543800354003906
391,20241022a,fa/+,Adult,F,18,Empa,72.34288787841797,-6.531982421875
392,20241022a,fa/+,Adult,F,19,Empa,74.16462707519531,-8.249526977539062
393,20241022a,fa/+,Adult,F,1,Empa,67.603515625,-8.929302215576172
394,20241022a,fa/+,Adult,F,20,Empa,67.68295288085938,-4.648792266845703
395,20241022a,fa/+,Adult,F,21,Empa,72.22244262695312,-7.353302001953125
396,20241022a,fa/+,Adult,F,22,Empa,76.40463256835938,-10.651748657226562
397,20241022a,fa/+,Adult,F,23,Empa,72.82660675048828,-8.998760223388672
398,20241022a,fa/+,Adult,F,24,Empa,75.4755859375,-7.530220031738281
399,20241022a,fa/+,Adult,F,25,Empa,77.41413879394531,-6.253486633300781
400,20241022a,fa/+,Adult,F,2,Empa,80.30094146728516,-9.388275146484377
401,20241022a,fa/+,Adult,F,3,Empa,83.904541015625,-9.86785125732422
402,20241022a,fa/+,Adult,F,4,Empa,79.24547576904297,-7.567291259765625
403,20241022a,fa/+,Adult,F,5,Empa,76.49678802490234,-7.139007568359375
404,20241022a,fa/+,Adult,F,6,Empa,74.18702697753906,-8.180130004882812
405,20241022a,fa/+,Adult,F,7,Empa,66.94525146484375,-6.964134216308594
406,20241022a,fa/+,Adult,F,8,Empa,74.89060974121094,-8.405204772949219
407,20241022a,fa/+,Adult,F,9,Empa,77.38504028320312,-7.073204040527344
438,20241022b,fa/fa,Adult,M,0,Empa,62.90569305419922,-4.552898406982422
439,20241022b,fa/fa,Adult,M,10,Empa,62.43354415893555,-4.340763092041016
440,20241022b,fa/fa,Adult,M,11,Empa,50.456661224365234,-4.661476135253906
441,20241022b,fa/fa,Adult,M,1,Empa,69.58304595947266,-3.0999526977539062
442,20241022b,fa/fa,Adult,M,2,Empa,73.27478790283203,-3.9359130859375
443,20241022b,fa/fa,Adult,M,3,Empa,77.70531463623047,-5.8733673095703125
444,20241022b,fa/fa,Adult,M,4,Empa,72.606689453125,-3.602363586425781
445,20241022b,fa/fa,Adult,M,5,Empa,74.85441589355469,-4.860466003417969
446,20241022b,fa/fa,Adult,M,6,Empa,69.45211791992188,-2.14898681640625
447,20241022b,fa/fa,Adult,M,8,Empa,73.83223724365234,-5.507728576660156
448,20241022b,fa/fa,Adult,M,9,Empa,67.0190200805664,-4.411144256591797
458,20241023a,fa/+,Adult,M,0,Empa,59.41910552978516,-9.938724517822266
459,20241023a,fa/+,Adult,M,10,Empa,51.23167419433594,-9.884456634521484
460,20241023a,fa/+,Adult,M,11,Empa,59.25948333740234,-10.243053436279297
461,20241023a,fa/+,Adult,M,12,Empa,63.624847412109375,-11.554988861083984
462,20241023a,fa/+,Adult,M,13,Empa,68.3031997680664,-12.695476531982422
463,20241023a,fa/+,Adult,M,14,Empa,53.65134048461914,-7.716232299804687
464,20241023a,fa/+,Adult,M,15,Empa,53.84196853637695,-7.832099914550781
465,20241023a,fa/+,Adult,M,16,Empa,60.31550216674805,-8.193355560302734
466,20241023a,fa/+,Adult,M,17,Empa,67.54859924316406,-11.19528579711914
467,20241023a,fa/+,Adult,M,18,Empa,53.09187698364258,-8.32663345336914
468,20241023a,fa/+,Adult,M,19,Empa,68.52900695800781,-8.817523956298828
469,20241023a,fa/+,Adult,M,1,Empa,55.14309310913086,-9.854053497314451
470,20241023a,fa/+,Adult,M,20,Empa,49.49433135986328,-8.28436279296875
471,20241023a,fa/+,Adult,M,2,Empa,56.314109802246094,-8.80777359008789
472,20241023a,fa/+,Adult,M,3,Empa,67.08995819091797,-11.629077911376951
473,20241023a,fa/+,Adult,M,4,Empa,52.22070693969727,-7.816329956054687
474,20241023a,fa/+,Adult,M,5,Empa,69.93630981445312,-10.612258911132812
475,20241023a,fa/+,Adult,M,6,Empa,57.73344802856445,-10.173782348632812
476,20241023a,fa/+,Adult,M,7,Empa,46.2417221069336,-7.176029205322266
477,20241023a,fa/+,Adult,M,8,Empa,48.54608154296875,-7.476184844970703
478,20241023a,fa/+,Adult,M,9,Empa,52.20920181274414,-8.380950927734375
500,20241023b,fa/fa,Adult,F,0,Empa,53.61441040039063,-3.792156219482422
501,20241023b,fa/fa,Adult,F,10,Empa,59.42599105834961,-5.32830810546875
502,20241023b,fa/fa,Adult,F,11,Empa,51.89264297485352,-2.675968170166016
503,20241023b,fa/fa,Adult,F,12,Empa,53.93539047241211,-4.932987213134766
504,20241023b,fa/fa,Adult,F,13,Empa,52.69904708862305,-3.062053680419922
505,20241023b,fa/fa,Adult,F,14,Empa,50.05432891845703,-4.038143157958984
506,20241023b,fa/fa,Adult,F,15,Empa,54.58860397338867,-3.5631637573242188
507,20241023b,fa/fa,Adult,F,16,Empa,51.920040130615234,-3.10049819946289
508,20241023b,fa/fa,Adult,F,1,Empa,50.60282897949219,-4.427577972412109
509,20241023b,fa/fa,Adult,F,2,Empa,64.95330810546875,-5.836719512939453
510,20241023b,fa/fa,Adult,F,3,Empa,55.70867538452149,-5.185882568359375
511,20241023b,fa/fa,Adult,F,4,Empa,57.7256088256836,-4.954326629638672
512,20241023b,fa/fa,Adult,F,5,Empa,64.404296875,-3.393146514892578
513,20241023b,fa/fa,Adult,F,6,Empa,55.21308898925781,-3.1658973693847656
514,20241023b,fa/fa,Adult,F,7,Empa,60.81753540039063,-4.559539794921875
515,20241023b,fa/fa,Adult,F,8,Empa,60.677024841308594,-3.846343994140625
516,20241023b,fa/fa,Adult,F,9,Empa,67.8524398803711,-5.894737243652344
534,20241024a,fa/fa,Adult,F,0,Empa,38.31906127929688,-4.024555206298828
535,20241024a,fa/fa,Adult,F,10,Empa,45.89857864379883,-5.171497344970703
536,20241024a,fa/fa,Adult,F,11,Empa,41.77340316772461,-4.380363464355469
537,20241024a,fa/fa,Adult,F,12,Empa,37.79177474975586,-3.3028488159179688
538,20241024a,fa/fa,Adult,F,13,Empa,42.95083236694336,-5.260784149169922
539,20241024a,fa/fa,Adult,F,1,Empa,37.10034942626953,-3.262622833251953
540,20241024a,fa/fa,Adult,F,2,Empa,42.81659698486328,-3.5434226989746094
541,20241024a,fa/fa,Adult,F,3,Empa,46.548606872558594,-5.268684387207031
542,20241024a,fa/fa,Adult,F,4,Empa,41.2098503112793,-4.230201721191406
543,20241024a,fa/fa,Adult,F,5,Empa,39.04263687133789,-4.4195709228515625
544,20241024a,fa/fa,Adult,F,6,Empa,50.88050079345703,-4.749641418457031
545,20241024a,fa/fa,Adult,F,7,Empa,49.7026481628418,-5.578113555908203
546,20241024a,fa/fa,Adult,F,8,Empa,39.21644592285156,-3.846000671386719
547,20241024a,fa/fa,Adult,F,9,Empa,37.585540771484375,-3.128360748291016
562,20241024b,fa/+,Adult,M,0,Empa,61.4919548034668,-9.455955505371094
563,20241024b,fa/+,Adult,M,11,Empa,58.810245513916016,-10.49396514892578
564,20241024b,fa/+,Adult,M,12,Empa,62.17161560058594,-17.2171630859375
565,20241024b,fa/+,Adult,M,13,Empa,63.65094757080078,-13.550655364990234
566,20241024b,fa/+,Adult,M,14,Empa,62.04708099365234,-13.54975128173828
567,20241024b,fa/+,Adult,M,15,Empa,59.176788330078125,-7.470970153808594
568,20241024b,fa/+,Adult,M,17,Empa,61.86569213867188,-2.545818328857422
569,20241024b,fa/+,Adult,M,18,Empa,65.76216125488281,-16.27605438232422
570,20241024b,fa/+,Adult,M,19,Empa,56.79538345336914,-11.383869171142578
571,20241024b,fa/+,Adult,M,1,Empa,57.575496673583984,-11.587356567382812
572,20241024b,fa/+,Adult,M,20,Empa,58.96939468383789,-10.23227310180664
573,20241024b,fa/+,Adult,M,2,Empa,56.25399398803711,-9.91183090209961
574,20241024b,fa/+,Adult,M,3,Empa,67.20443725585938,-10.425796508789062
575,20241024b,fa/+,Adult,M,4,Empa,71.87120819091797,-14.941696166992188
576,20241024b,fa/+,Adult,M,5,Empa,61.18460464477539,-13.793964385986328
577,20241024b,fa/+,Adult,M,6,Empa,64.64369201660156,-10.961429595947266
578,20241024b,fa/+,Adult,M,7,Empa,68.47817993164062,-10.635540008544922
579,20241024b,fa/+,Adult,M,8,Empa,63.36776351928711,-8.935905456542969
580,20241025a,fa/fa,Adult,F,10,Empa,61.692359924316406,-5.420707702636719
581,20241025a,fa/fa,Adult,F,11,Empa,73.00635528564453,-7.542778015136719
582,20241025a,fa/fa,Adult,F,13,Empa,66.86418914794922,-8.978744506835938
583,20241025a,fa/fa,Adult,F,14,Empa,64.90507507324219,-6.513484954833984
584,20241025a,fa/fa,Adult,F,15,Empa,74.595458984375,-9.945701599121094
585,20241025a,fa/fa,Adult,F,16,Empa,59.06929016113281,-6.964130401611328
586,20241025a,fa/fa,Adult,F,18,Empa,72.3047866821289,-4.796165466308594
587,20241025a,fa/fa,Adult,F,2,Empa,65.4117431640625,-8.309101104736328
588,20241025a,fa/fa,Adult,F,3,Empa,62.417213439941406,-4.650333404541016
589,20241025a,fa/fa,Adult,F,4,Empa,73.4758529663086,-8.730300903320312
590,20241025a,fa/fa,Adult,F,5,Empa,60.065311431884766,-6.452507019042969
591,20241025a,fa/fa,Adult,F,6,Empa,60.37516784667969,-8.529033660888672
592,20241025a,fa/fa,Adult,F,7,Empa,55.49668502807617,-6.904468536376953
593,20241025a,fa/fa,Adult,F,9,Empa,55.42750930786133,-7.964405059814453
610,20241028a,fa/fa,Adult,M,0,Empa,56.6673698425293,-1.0153656005859375
611,20241028a,fa/fa,Adult,M,10,Empa,66.96395874023438,-2.8054962158203125
612,20241028a,fa/fa,Adult,M,11,Empa,67.4472885131836,-3.3386993408203125
613,20241028a,fa/fa,Adult,M,12,Empa,81.49480438232422,-3.626075744628906
614,20241028a,fa/fa,Adult,M,13,Empa,59.40534591674805,-1.4481048583984375
615,20241028a,fa/fa,Adult,M,14,Empa,69.57746887207031,-3.285469055175781
616,20241028a,fa/fa,Adult,M,1,Empa,48.8208122253418,-1.3593521118164062
