,rat,gtyp,age,sex,vessel_idx,treatment,bfi_baseline,bfi_change
654,20240823b,fa/fa,Young,F,8,Vehicle,43.80361175537109,3.2268295288085938
655,20240823b,fa/fa,Young,F,9,Vehicle,45.12545394897461,3.914596557617188
685,20240826a,fa/+,Young,M,0,Vehicle,63.45514678955078,-4.668689727783203
686,20240826a,fa/+,Young,M,10,Vehicle,67.57547760009766,-1.2679290771484375
687,20240826a,fa/+,Young,M,12,Vehicle,56.77605819702149,-0.3012847900390625
688,20240826a,fa/+,Young,M,13,Vehicle,55.272254943847656,-1.4971771240234375
689,20240826a,fa/+,Young,M,14,Vehicle,53.75042724609375,-2.432601928710937
690,20240826a,fa/+,Young,M,15,Vehicle,49.68916320800781,-1.377117156982422
691,20240826a,fa/+,Young,M,16,Vehicle,44.99617004394531,-1.0531539916992188
692,20240826a,fa/+,Young,M,17,Vehicle,49.77911758422852,-1.846221923828125
693,20240826a,fa/+,Young,M,18,Vehicle,54.31364440917969,-0.5250244140625
694,20240826a,fa/+,Young,M,19,Vehicle,50.05115509033203,-1.7670555114746094
695,20240826a,fa/+,Young,M,1,Vehicle,64.17327117919922,-3.7947006225585938
696,20240826a,fa/+,Young,M,20,Vehicle,55.15937042236328,-2.1569061279296875
697,20240826a,fa/+,Young,M,21,Vehicle,56.75615310668945,-1.8174171447753904
698,20240826a,fa/+,Young,M,22,Vehicle,55.54832077026367,-1.293609619140625
699,20240826a,fa/+,Young,M,23,Vehicle,78.08666229248047,-4.137138366699219
700,20240826a,fa/+,Young,M,24,Vehicle,69.30104064941406,-4.2624359130859375
701,20240826a,fa/+,Young,M,25,Vehicle,56.40055084228516,-1.851959228515625
702,20240826a,fa/+,Young,M,26,Vehicle,58.69816207885742,-0.4058723449707031
703,20240826a,fa/+,Young,M,27,Vehicle,59.35614776611328,-2.2033615112304688
704,20240826a,fa/+,Young,M,28,Vehicle,63.67992782592773,-1.1632347106933594
705,20240826a,fa/+,Young,M,29,Vehicle,58.87273788452149,-1.0578498840332031
706,20240826a,fa/+,Young,M,2,Vehicle,59.60112380981445,-2.660114288330078
707,20240826a,fa/+,Young,M,30,Vehicle,54.23235321044922,-0.8466758728027344
708,20240826a,fa/+,Young,M,3,Vehicle,53.06646728515625,-1.110248565673828
709,20240826a,fa/+,Young,M,4,Vehicle,65.2780532836914,-2.6836700439453125
710,20240826a,fa/+,Young,M,5,Vehicle,84.57972717285156,-2.99505615234375
711,20240826a,fa/+,Young,M,6,Vehicle,62.27740478515625,-1.023174285888672
712,20240826a,fa/+,Young,M,7,Vehicle,68.10625457763672,-2.982513427734375
713,20240826a,fa/+,Young,M,8,Vehicle,66.96766662597656,-1.868988037109375
714,20240826a,fa/+,Young,M,9,Vehicle,66.59429168701172,-2.812480926513672
26,20241011a,fa/+,Adult,F,0,Vehicle,68.6012954711914,9.610389709472656
27,20241011a,fa/+,Adult,F,10,Vehicle,61.26751327514648,10.51174545288086
28,20241011a,fa/+,Adult,F,11,Vehicle,57.65256118774414,6.784709930419922
29,20241011a,fa/+,Adult,F,12,Vehicle,57.97413635253906,6.589363098144531
30,20241011a,fa/+,Adult,F,13,Vehicle,58.649044036865234,7.312923431396484
31,20241011a,fa/+,Adult,F,14,Vehicle,56.69977188110352,7.136997222900391
32,20241011a,fa/+,Adult,F,15,Vehicle,57.64309310913086,6.951206207275391
33,20241011a,fa/+,Adult,F,16,Vehicle,56.93756103515625,8.194107055664062
34,20241011a,fa/+,Adult,F,17,Vehicle,63.83681106567383,7.119197845458984
35,20241011a,fa/+,Adult,F,18,Vehicle,62.24762725830078,7.0829925537109375
36,20241011a,fa/+,Adult,F,1,Vehicle,61.60177612304688,8.649177551269531
37,20241011a,fa/+,Adult,F,21,Vehicle,58.38581466674805,6.010746002197266
38,20241011a,fa/+,Adult,F,22,Vehicle,55.93337631225586,6.211662292480469
39,20241011a,fa/+,Adult,F,23,Vehicle,65.78687286376953,7.790107727050781
40,20241011a,fa/+,Adult,F,24,Vehicle,57.68344497680664,5.931995391845703
41,20241011a,fa/+,Adult,F,25,Vehicle,54.67133712768555,6.134296417236328
42,20241011a,fa/+,Adult,F,26,Vehicle,56.74764633178711,5.947589874267578
43,20241011a,fa/+,Adult,F,27,Vehicle,55.76536178588867,5.889476776123047
44,20241011a,fa/+,Adult,F,28,Vehicle,59.76474380493164,8.927265167236328
45,20241011a,fa/+,Adult,F,2,Vehicle,61.17094802856445,8.31533432006836
46,20241011a,fa/+,Adult,F,3,Vehicle,60.43880844116211,7.756999969482422
47,20241011a,fa/+,Adult,F,4,Vehicle,63.45978546142578,9.166908264160156
48,20241011a,fa/+,Adult,F,5,Vehicle,61.71735382080078,6.756187438964844
49,20241011a,fa/+,Adult,F,6,Vehicle,63.22209167480469,7.3938140869140625
50,20241011a,fa/+,Adult,F,7,Vehicle,63.81235504150391,8.83148193359375
51,20241011a,fa/+,Adult,F,8,Vehicle,68.15512084960938,8.932350158691406
52,20241011a,fa/+,Adult,F,9,Vehicle,60.70320510864258,9.61423110961914
81,20241011b,fa/+,Adult,F,0,Vehicle,75.05858612060547,2.873077392578125
82,20241011b,fa/+,Adult,F,10,Vehicle,84.03331756591797,-0.8212051391601562
83,20241011b,fa/+,Adult,F,11,Vehicle,67.74041748046875,-0.5071945190429688
84,20241011b,fa/+,Adult,F,12,Vehicle,71.16629791259766,2.035438537597656
85,20241011b,fa/+,Adult,F,13,Vehicle,69.58748626708984,1.216705322265625
86,20241011b,fa/+,Adult,F,14,Vehicle,67.68608856201172,1.1657333374023438
87,20241011b,fa/+,Adult,F,15,Vehicle,75.91011810302734,1.1336669921875
88,20241011b,fa/+,Adult,F,16,Vehicle,70.70406341552734,2.7819747924804688
89,20241011b,fa/+,Adult,F,17,Vehicle,73.66513061523438,-0.042205810546875
90,20241011b,fa/+,Adult,F,18,Vehicle,66.38714599609375,-0.37188720703125
91,20241011b,fa/+,Adult,F,19,Vehicle,67.83999633789062,1.3384780883789062
92,20241011b,fa/+,Adult,F,1,Vehicle,83.25765991210938,2.7705154418945312
93,20241011b,fa/+,Adult,F,20,Vehicle,66.47674560546875,1.2521896362304688
94,20241011b,fa/+,Adult,F,21,Vehicle,64.8975830078125,0.6083984375
95,20241011b,fa/+,Adult,F,22,Vehicle,66.89408111572266,-0.17669677734375
96,20241011b,fa/+,Adult,F,23,Vehicle,71.08765411376953,2.3897781372070312
97,20241011b,fa/+,Adult,F,24,Vehicle,68.72863006591797,-0.9294509887695312
98,20241011b,fa/+,Adult,F,25,Vehicle,71.0760726928711,1.4856185913085938
99,20241011b,fa/+,Adult,F,26,Vehicle,84.3353271484375,-1.8543777465820312
100,20241011b,fa/+,Adult,F,27,Vehicle,72.21736145019531,-1.568023681640625
101,20241011b,fa/+,Adult,F,28,Vehicle,65.46361541748047,2.1044464111328125
102,20241011b,fa/+,Adult,F,29,Vehicle,65.23204040527344,2.8512039184570312
103,20241011b,fa/+,Adult,F,2,Vehicle,72.51836395263672,1.5296478271484375
104,20241011b,fa/+,Adult,F,3,Vehicle,67.43553924560547,1.684783935546875
105,20241011b,fa/+,Adult,F,4,Vehicle,71.63469696044922,5.275703430175781
106,20241011b,fa/+,Adult,F,5,Vehicle,74.16046905517578,0.2419052124023437
107,20241011b,fa/+,Adult,F,6,Vehicle,81.34647369384766,2.351600646972656
108,20241011b,fa/+,Adult,F,7,Vehicle,67.10079193115234,2.4313278198242188
109,20241011b,fa/+,Adult,F,8,Vehicle,73.11991119384766,2.038002014160156
110,20241011b,fa/+,Adult,F,9,Vehicle,80.13666534423828,-0.07110595703125
142,20241014a,fa/+,Adult,F,0,Vehicle,64.37605285644531,5.608985900878906
143,20241014a,fa/+,Adult,F,10,Vehicle,77.13153839111328,6.059394836425781
144,20241014a,fa/+,Adult,F,11,Vehicle,66.88219451904297,7.094261169433594
145,20241014a,fa/+,Adult,F,12,Vehicle,62.78824615478516,8.960960388183594
146,20241014a,fa/+,Adult,F,13,Vehicle,71.0120620727539,9.436378479003906
147,20241014a,fa/+,Adult,F,14,Vehicle,72.85971069335938,7.878959655761719
148,20241014a,fa/+,Adult,F,15,Vehicle,82.84925079345703,8.347900390625
149,20241014a,fa/+,Adult,F,16,Vehicle,77.19924926757812,9.729850769042969
150,20241014a,fa/+,Adult,F,17,Vehicle,77.062744140625,9.00445556640625
151,20241014a,fa/+,Adult,F,18,Vehicle,78.80896759033203,8.162551879882812
152,20241014a,fa/+,Adult,F,19,Vehicle,63.823673248291016,6.797306060791016
153,20241014a,fa/+,Adult,F,1,Vehicle,77.22441864013672,3.5007247924804688
154,20241014a,fa/+,Adult,F,20,Vehicle,70.3128890991211,5.495460510253906
155,20241014a,fa/+,Adult,F,21,Vehicle,69.70454406738281,6.943656921386719
156,20241014a,fa/+,Adult,F,22,Vehicle,75.85494995117188,5.042594909667969
157,20241014a,fa/+,Adult,F,23,Vehicle,63.17224884033203,6.2115631103515625
158,20241014a,fa/+,Adult,F,24,Vehicle,60.62580490112305,5.487636566162109
159,20241014a,fa/+,Adult,F,25,Vehicle,78.64949798583984,7.140998840332031
160,20241014a,fa/+,Adult,F,26,Vehicle,85.26732635498047,11.683372497558594
161,20241014a,fa/+,Adult,F,27,Vehicle,74.69303131103516,8.858627319335938
162,20241014a,fa/+,Adult,F,28,Vehicle,63.51203155517578,8.355659484863281
163,20241014a,fa/+,Adult,F,29,Vehicle,71.08918762207031,5.8279876708984375
164,20241014a,fa/+,Adult,F,2,Vehicle,68.0656967163086,4.876426696777344
165,20241014a,fa/+,Adult,F,30,Vehicle,77.3502426147461,8.642074584960938
166,20241014a,fa/+,Adult,F,31,Vehicle,72.64747619628906,8.963203430175781
167,20241014a,fa/+,Adult,F,4,Vehicle,60.20171356201172,7.4741363525390625
168,20241014a,fa/+,Adult,F,5,Vehicle,61.27829360961914,7.174907684326172
169,20241014a,fa/+,Adult,F,6,Vehicle,65.77384948730469,6.525047302246094
170,20241014a,fa/+,Adult,F,7,Vehicle,65.23323059082031,8.901588439941406
171,20241014a,fa/+,Adult,F,8,Vehicle,72.86579895019531,9.861541748046877
172,20241014a,fa/+,Adult,F,9,Vehicle,72.81700134277344,6.719406127929688
194,20241014b,fa/+,Adult,M,0,Vehicle,66.05728149414062,-5.824512481689453
195,20241014b,fa/+,Adult,M,10,Vehicle,66.96734619140625,-6.0401153564453125
196,20241014b,fa/+,Adult,M,11,Vehicle,67.91259002685547,-5.697269439697266
197,20241014b,fa/+,Adult,M,12,Vehicle,61.23713684082031,-2.74795150756836
198,20241014b,fa/+,Adult,M,14,Vehicle,67.69316101074219,-4.514308929443359
199,20241014b,fa/+,Adult,M,17,Vehicle,58.57771682739258,-3.336509704589844
200,20241014b,fa/+,Adult,M,18,Vehicle,57.5107536315918,-4.268749237060547
201,20241014b,fa/+,Adult,M,19,Vehicle,55.607688903808594,-3.117134094238281
202,20241014b,fa/+,Adult,M,1,Vehicle,63.43869018554688,-5.684253692626953
203,20241014b,fa/+,Adult,M,2,Vehicle,72.13532257080078,-6.675117492675781
204,20241014b,fa/+,Adult,M,3,Vehicle,64.10758972167969,-5.999076843261719
205,20241014b,fa/+,Adult,M,4,Vehicle,73.59800720214844,-7.5385589599609375
206,20241014b,fa/+,Adult,M,5,Vehicle,56.769187927246094,-4.5013275146484375
207,20241014b,fa/+,Adult,M,6,Vehicle,61.912967681884766,-3.8899002075195312
208,20241014b,fa/+,Adult,M,7,Vehicle,66.5496597290039,-7.275825500488281
209,20241014b,fa/+,Adult,M,8,Vehicle,68.36900329589844,-5.937580108642578
210,20241014b,fa/+,Adult,M,9,Vehicle,60.39234924316406,-2.16949462890625
237,20241015a,fa/+,Adult,M,0,Vehicle,42.11103820800781,-1.2977523803710938
238,20241015a,fa/+,Adult,M,10,Vehicle,48.44748306274414,2.877971649169922
239,20241015a,fa/+,Adult,M,11,Vehicle,44.719215393066406,0.5140228271484375
240,20241015a,fa/+,Adult,M,12,Vehicle,46.99313735961914,-0.2540168762207031
241,20241015a,fa/+,Adult,M,13,Vehicle,48.96452713012695,0.6007423400878906
242,20241015a,fa/+,Adult,M,16,Vehicle,54.98023223876953,0.2468643188476562
243,20241015a,fa/+,Adult,M,17,Vehicle,41.32759475708008,4.781612396240234
244,20241015a,fa/+,Adult,M,18,Vehicle,60.91798782348633,5.915538787841797
245,20241015a,fa/+,Adult,M,19,Vehicle,45.579959869384766,3.734161376953125
246,20241015a,fa/+,Adult,M,1,Vehicle,42.08335494995117,1.978130340576172
247,20241015a,fa/+,Adult,M,20,Vehicle,41.774227142333984,3.3191375732421875
248,20241015a,fa/+,Adult,M,21,Vehicle,47.0761833190918,1.7747459411621094
249,20241015a,fa/+,Adult,M,22,Vehicle,49.19462966918945,5.3211517333984375
250,20241015a,fa/+,Adult,M,24,Vehicle,45.1745491027832,4.632652282714844
251,20241015a,fa/+,Adult,M,25,Vehicle,43.42173385620117,2.1844215393066406
252,20241015a,fa/+,Adult,M,2,Vehicle,43.462772369384766,0.8846549987792969
253,20241015a,fa/+,Adult,M,3,Vehicle,50.23494338989258,0.0658531188964843
254,20241015a,fa/+,Adult,M,4,Vehicle,51.47034454345703,-3.206024169921875
255,20241015a,fa/+,Adult,M,5,Vehicle,44.09614944458008,2.5243492126464844
256,20241015a,fa/+,Adult,M,6,Vehicle,52.69841766357422,4.949249267578125
257,20241015a,fa/+,Adult,M,7,Vehicle,45.67233657836914,5.658245086669922
258,20241015a,fa/+,Adult,M,9,Vehicle,48.30669021606445,1.5347671508789062
279,20241015b,fa/+,Adult,M,0,Vehicle,59.30089569091797,0.04052734375
280,20241015b,fa/+,Adult,M,10,Vehicle,66.0748291015625,-2.9403076171875
281,20241015b,fa/+,Adult,M,11,Vehicle,74.69265747070312,-2.4337081909179688
282,20241015b,fa/+,Adult,M,12,Vehicle,80.64078521728516,0.1591567993164062
283,20241015b,fa/+,Adult,M,13,Vehicle,60.35504531860352,-1.092987060546875
284,20241015b,fa/+,Adult,M,14,Vehicle,69.26245880126953,-1.7755050659179688
285,20241015b,fa/+,Adult,M,15,Vehicle,69.40154266357422,-0.7784805297851562
286,20241015b,fa/+,Adult,M,16,Vehicle,61.98656845092773,-2.982666015625
287,20241015b,fa/+,Adult,M,17,Vehicle,53.6103630065918,-2.19497299194336
288,20241015b,fa/+,Adult,M,18,Vehicle,72.63314056396484,-2.24127197265625
289,20241015b,fa/+,Adult,M,19,Vehicle,66.03636169433594,-1.5574569702148438
290,20241015b,fa/+,Adult,M,1,Vehicle,59.17588424682617,-1.9744644165039065
291,20241015b,fa/+,Adult,M,2,Vehicle,63.37978744506836,-1.0513076782226562
292,20241015b,fa/+,Adult,M,3,Vehicle,53.47272491455078,-0.1652946472167968
293,20241015b,fa/+,Adult,M,4,Vehicle,50.47199630737305,-0.9323005676269532
294,20241015b,fa/+,Adult,M,5,Vehicle,80.12153625488281,-4.6216888427734375
295,20241015b,fa/+,Adult,M,6,Vehicle,58.1637077331543,-3.914405822753906
296,20241015b,fa/+,Adult,M,7,Vehicle,71.1919937133789,-0.3440475463867187
297,20241015b,fa/+,Adult,M,8,Vehicle,66.52189636230469,-2.7414207458496094
298,20241015b,fa/+,Adult,M,9,Vehicle,69.68766021728516,-0.1772384643554687
322,20241021a,fa/fa,Adult,M,0,Vehicle,66.0576171875,3.08941650390625
323,20241021a,fa/fa,Adult,M,10,Vehicle,79.3447494506836,2.518882751464844
324,20241021a,fa/fa,Adult,M,11,Vehicle,81.29280853271484,4.274940490722656
325,20241021a,fa/fa,Adult,M,12,Vehicle,58.06721878051758,3.744472503662109
326,20241021a,fa/fa,Adult,M,13,Vehicle,60.93223571777344,1.8604621887207031
327,20241021a,fa/fa,Adult,M,14,Vehicle,59.2247200012207,1.8937873840332031
328,20241021a,fa/fa,Adult,M,15,Vehicle,85.68819427490234,2.457870483398437
329,20241021a,fa/fa,Adult,M,16,Vehicle,75.03430938720703,2.1133575439453125
330,20241021a,fa/fa,Adult,M,17,Vehicle,53.36629104614258,0.9305038452148438
331,20241021a,fa/fa,Adult,M,18,Vehicle,89.83409118652344,-0.6988906860351562
332,20241021a,fa/fa,Adult,M,1,Vehicle,67.32879638671875,3.1605453491210938
333,20241021a,fa/fa,Adult,M,20,Vehicle,84.95996856689453,0.2179718017578125
334,20241021a,fa/fa,Adult,M,21,Vehicle,83.94044494628906,3.2409439086914062
335,20241021a,fa/fa,Adult,M,22,Vehicle,83.07756042480469,1.6267242431640625
336,20241021a,fa/fa,Adult,M,2,Vehicle,67.53318786621094,0.4923553466796875
337,20241021a,fa/fa,Adult,M,3,Vehicle,76.11819458007812,0.2487564086914062
338,20241021a,fa/fa,Adult,M,4,Vehicle,79.5211181640625,1.6941146850585938
339,20241021a,fa/fa,Adult,M,5,Vehicle,74.02388763427734,-0.1515121459960937
340,20241021a,fa/fa,Adult,M,6,Vehicle,77.2405014038086,2.978668212890625
341,20241021a,fa/fa,Adult,M,7,Vehicle,79.34031677246094,0.00341796875
342,20241021a,fa/fa,Adult,M,8,Vehicle,76.03103637695312,1.2518463134765625
343,20241021a,fa/fa,Adult,M,9,Vehicle,74.08043670654297,0.8043594360351562
362,20241021b,fa/+,Adult,F,10,Vehicle,57.421653747558594,3.240795135498047
363,20241021b,fa/+,Adult,F,11,Vehicle,55.3906364440918,6.063255310058594
364,20241021b,fa/+,Adult,F,13,Vehicle,52.93525314331055,4.576885223388672
365,20241021b,fa/+,Adult,F,14,Vehicle,49.8468017578125,5.034927368164063
366,20241021b,fa/+,Adult,F,15,Vehicle,51.40431213378906,4.763587951660156
367,20241021b,fa/+,Adult,F,16,Vehicle,56.80307388305664,5.554622650146484
368,20241021b,fa/+,Adult,F,17,Vehicle,53.115081787109375,4.881141662597656
369,20241021b,fa/+,Adult,F,18,Vehicle,61.70106887817383,7.568965911865234
370,20241021b,fa/+,Adult,F,19,Vehicle,56.6058464050293,6.575313568115234
371,20241021b,fa/+,Adult,F,1,Vehicle,65.9101333618164,0.60272216796875
372,20241021b,fa/+,Adult,F,20,Vehicle,64.66941833496094,7.073417663574219
373,20241021b,fa/+,Adult,F,21,Vehicle,54.2590217590332,3.95180892944336
374,20241021b,fa/+,Adult,F,2,Vehicle,58.29957580566406,5.442760467529297
375,20241021b,fa/+,Adult,F,3,Vehicle,65.38237762451172,3.522003173828125
376,20241021b,fa/+,Adult,F,4,Vehicle,56.10047912597656,3.281929016113281
377,20241021b,fa/+,Adult,F,5,Vehicle,55.22949600219727,4.914615631103516
378,20241021b,fa/+,Adult,F,6,Vehicle,52.90997314453125,3.645160675048828
379,20241021b,fa/+,Adult,F,7,Vehicle,59.1619987487793,4.741291046142578
380,20241021b,fa/+,Adult,F,8,Vehicle,55.15998077392578,4.699264526367188
381,20241021b,fa/+,Adult,F,9,Vehicle,53.02965545654297,3.482067108154297
408,20241022a,fa/+,Adult,F,0,Vehicle,70.32972717285156,8.799163818359375
409,20241022a,fa/+,Adult,F,10,Vehicle,71.44908905029297,9.820297241210938
410,20241022a,fa/+,Adult,F,11,Vehicle,71.45269012451172,12.12944793701172
411,20241022a,fa/+,Adult,F,12,Vehicle,86.99042510986328,12.282341003417969
412,20241022a,fa/+,Adult,F,13,Vehicle,70.20927429199219,11.00128173828125
413,20241022a,fa/+,Adult,F,14,Vehicle,66.78498077392578,7.779006958007812
414,20241022a,fa/+,Adult,F,15,Vehicle,67.01097869873047,8.129570007324219
415,20241022a,fa/+,Adult,F,16,Vehicle,65.34288787841797,7.022377014160156
416,20241022a,fa/+,Adult,F,17,Vehicle,66.59748077392578,8.912162780761719
417,20241022a,fa/+,Adult,F,18,Vehicle,59.06131362915039,8.473896026611328
418,20241022a,fa/+,Adult,F,19,Vehicle,65.94660949707031,5.652915954589844
419,20241022a,fa/+,Adult,F,1,Vehicle,62.71414566040039,5.740016937255859
420,20241022a,fa/+,Adult,F,20,Vehicle,59.2337646484375,6.531547546386719
421,20241022a,fa/+,Adult,F,21,Vehicle,61.6928825378418,6.377140045166016
422,20241022a,fa/+,Adult,F,22,Vehicle,60.52042770385742,8.477054595947266
423,20241022a,fa/+,Adult,F,23,Vehicle,60.950931549072266,9.37209701538086
424,20241022a,fa/+,Adult,F,24,Vehicle,67.77653503417969,5.9962921142578125
425,20241022a,fa/+,Adult,F,25,Vehicle,68.1766128540039,8.416656494140625
426,20241022a,fa/+,Adult,F,26,Vehicle,71.8984146118164,8.584983825683594
427,20241022a,fa/+,Adult,F,27,Vehicle,67.6954116821289,10.357467651367188
428,20241022a,fa/+,Adult,F,28,Vehicle,68.8001937866211,9.461296081542969
429,20241022a,fa/+,Adult,F,29,Vehicle,56.49116516113281,6.823905944824219
430,20241022a,fa/+,Adult,F,2,Vehicle,68.13353729248047,8.423248291015625
431,20241022a,fa/+,Adult,F,3,Vehicle,71.92536926269531,12.102073669433594
432,20241022a,fa/+,Adult,F,4,Vehicle,67.6944580078125,8.979026794433594
433,20241022a,fa/+,Adult,F,5,Vehicle,65.0149154663086,8.373069763183594
434,20241022a,fa/+,Adult,F,6,Vehicle,64.3621826171875,6.913185119628906
435,20241022a,fa/+,Adult,F,7,Vehicle,59.10335159301758,5.796222686767578
436,20241022a,fa/+,Adult,F,8,Vehicle,67.79049682617188,7.559280395507812
437,20241022a,fa/+,Adult,F,9,Vehicle,66.04869079589844,11.221893310546877
449,20241022b,fa/fa,Adult,M,0,Vehicle,60.64240646362305,5.239330291748047
450,20241022b,fa/fa,Adult,M,1,Vehicle,66.61650848388672,5.891212463378906
451,20241022b,fa/fa,Adult,M,2,Vehicle,69.5177993774414,6.844764709472656
452,20241022b,fa/fa,Adult,M,3,Vehicle,75.3795166015625,5.342460632324219
453,20241022b,fa/fa,Adult,M,4,Vehicle,67.47911071777344,7.801544189453125
454,20241022b,fa/fa,Adult,M,5,Vehicle,68.12333679199219,6.896659851074219
455,20241022b,fa/fa,Adult,M,6,Vehicle,62.34407424926758,8.015125274658203
456,20241022b,fa/fa,Adult,M,8,Vehicle,68.35257720947266,6.594551086425781
457,20241022b,fa/fa,Adult,M,9,Vehicle,68.04401397705078,4.982017517089844
479,20241023a,fa/+,Adult,M,0,Vehicle,63.60243606567383,0.5486106872558594
480,20241023a,fa/+,Adult,M,10,Vehicle,52.9305419921875,0.974201202392578
481,20241023a,fa/+,Adult,M,11,Vehicle,61.60174560546875,0.8982620239257812
482,20241023a,fa/+,Adult,M,12,Vehicle,67.56700897216797,-0.1285552978515625
483,20241023a,fa/+,Adult,M,13,Vehicle,70.53999328613281,0.7205657958984375
484,20241023a,fa/+,Adult,M,14,Vehicle,57.47653579711914,0.2794151306152344
485,20241023a,fa/+,Adult,M,15,Vehicle,59.22328567504883,-0.3382530212402344
486,20241023a,fa/+,Adult,M,16,Vehicle,64.69100952148438,-0.110565185546875
487,20241023a,fa/+,Adult,M,17,Vehicle,72.49107360839844,-0.0171051025390625
488,20241023a,fa/+,Adult,M,18,Vehicle,58.031097412109375,-0.3013725280761719
489,20241023a,fa/+,Adult,M,19,Vehicle,73.91079711914062,1.0663375854492188
490,20241023a,fa/+,Adult,M,1,Vehicle,61.91484069824219,0.7784690856933594
491,20241023a,fa/+,Adult,M,20,Vehicle,54.24835586547852,0.4704513549804687
492,20241023a,fa/+,Adult,M,2,Vehicle,60.574554443359375,1.41839599609375
493,20241023a,fa/+,Adult,M,3,Vehicle,73.88883209228516,-0.990875244140625
494,20241023a,fa/+,Adult,M,4,Vehicle,55.22014999389648,-0.1024551391601562
495,20241023a,fa/+,Adult,M,5,Vehicle,81.14541625976562,0.9936676025390624
496,20241023a,fa/+,Adult,M,6,Vehicle,62.90386581420898,-0.326751708984375
497,20241023a,fa/+,Adult,M,7,Vehicle,51.61910629272461,-0.8710746765136719
498,20241023a,fa/+,Adult,M,8,Vehicle,52.29825973510742,-0.700714111328125
499,20241023a,fa/+,Adult,M,9,Vehicle,58.06420516967773,-0.2674179077148437
517,20241023b,fa/fa,Adult,F,0,Vehicle,48.56428527832031,7.016853332519531
518,20241023b,fa/fa,Adult,F,10,Vehicle,55.233028411865234,2.70010757446289
519,20241023b,fa/fa,Adult,F,11,Vehicle,49.11784362792969,2.344593048095703
520,20241023b,fa/fa,Adult,F,12,Vehicle,50.1635627746582,2.523139953613281
521,20241023b,fa/fa,Adult,F,13,Vehicle,49.06028366088867,2.8371658325195312
522,20241023b,fa/fa,Adult,F,14,Vehicle,48.6640739440918,1.7433853149414062
523,20241023b,fa/fa,Adult,F,15,Vehicle,52.07798767089844,2.8859634399414062
524,20241023b,fa/fa,Adult,F,16,Vehicle,50.420108795166016,2.8986778259277344
525,20241023b,fa/fa,Adult,F,1,Vehicle,46.26170349121094,4.002429962158203
526,20241023b,fa/fa,Adult,F,2,Vehicle,59.7319221496582,2.942066192626953
527,20241023b,fa/fa,Adult,F,3,Vehicle,53.49716567993164,2.957347869873047
528,20241023b,fa/fa,Adult,F,4,Vehicle,53.13034057617188,4.053192138671875
529,20241023b,fa/fa,Adult,F,5,Vehicle,59.86871719360352,5.782985687255859
530,20241023b,fa/fa,Adult,F,6,Vehicle,50.19502258300781,5.876857757568359
531,20241023b,fa/fa,Adult,F,7,Vehicle,54.00865173339844,7.188980102539063
532,20241023b,fa/fa,Adult,F,8,Vehicle,56.71340560913086,4.150066375732422
533,20241023b,fa/fa,Adult,F,9,Vehicle,62.54631042480469,4.127235412597656
548,20241024a,fa/fa,Adult,F,0,Vehicle,39.59101486206055,-0.2985649108886719
549,20241024a,fa/fa,Adult,F,10,Vehicle,47.8643798828125,-0.6163406372070312
550,20241024a,fa/fa,Adult,F,11,Vehicle,45.64128875732422,-1.4469451904296875
551,20241024a,fa/fa,Adult,F,12,Vehicle,41.59929656982422,-1.1115493774414062
552,20241024a,fa/fa,Adult,F,13,Vehicle,43.83767318725586,0.6079254150390625
553,20241024a,fa/fa,Adult,F,1,Vehicle,38.40326690673828,-0.4905815124511719
554,20241024a,fa/fa,Adult,F,2,Vehicle,43.260555267333984,0.3565444946289062
555,20241024a,fa/fa,Adult,F,3,Vehicle,48.43576431274414,-1.5871047973632812
556,20241024a,fa/fa,Adult,F,4,Vehicle,42.5025749206543,-0.0998878479003906
557,20241024a,fa/fa,Adult,F,5,Vehicle,38.80896759033203,-0.3908195495605469
558,20241024a,fa/fa,Adult,F,6,Vehicle,54.51507568359375,-2.6968231201171875
559,20241024a,fa/fa,Adult,F,7,Vehicle,47.93930816650391,1.3483123779296875
560,20241024a,fa/fa,Adult,F,8,Vehicle,42.13587188720703,0.0543289184570312
561,20241024a,fa/fa,Adult,F,9,Vehicle,38.74015426635742,0.0707321166992187
594,20241025a,fa/fa,Adult,F,10,Vehicle,71.50205993652344,-4.1649169921875
595,20241025a,fa/fa,Adult,F,11,Vehicle,76.74476623535156,3.2701416015625
596,20241025a,fa/fa,Adult,F,12,Vehicle,78.18970489501953,5.146293640136719
597,20241025a,fa/fa,Adult,F,13,Vehicle,69.60016632080078,1.72003173828125
598,20241025a,fa/fa,Adult,F,14,Vehicle,68.74728393554688,2.8091354370117188
599,20241025a,fa/fa,Adult,F,15,Vehicle,74.84268951416016,2.2408676147460938
600,20241025a,fa/fa,Adult,F,16,Vehicle,62.45633316040039,1.620708465576172
601,20241025a,fa/fa,Adult,F,18,Vehicle,72.65335845947266,0.6880111694335938
602,20241025a,fa/fa,Adult,F,1,Vehicle,65.30371856689453,4.8238067626953125
603,20241025a,fa/fa,Adult,F,2,Vehicle,63.70075225830078,4.129920959472656
604,20241025a,fa/fa,Adult,F,3,Vehicle,63.8658447265625,3.63702392578125
605,20241025a,fa/fa,Adult,F,4,Vehicle,69.60027313232422,7.064537048339844
606,20241025a,fa/fa,Adult,F,5,Vehicle,58.66445159912109,5.5233001708984375
607,20241025a,fa/fa,Adult,F,6,Vehicle,60.025184631347656,3.116493225097656
